first_order_value,orders_first_90_days,subscription_status,referral_count,segment
85.12,4,Subscriber,0,Premium
108.89,7,One-Time,2,Premium
138.48,2,One-Time,4,Premium
72.91,8,Subscriber,3,Premium
66.28,10,One-Time,4,Premium
145.99,7,Subscriber,3,Premium
103.26,10,One-Time,4,Premium
130.63,3,One-Time,3,Premium
44.64,3,Subscriber,4,Standard
75.65,7,One-Time,2,Premium
30.3,3,Subscriber,0,Standard
108.11,5,Subscriber,3,Premium
28.29,7,One-Time,4,Standard
21.11,3,Subscriber,1,Standard
46.1,11,One-Time,4,Standard
34.74,4,Subscriber,2,Standard
60.19,11,One-Time,4,Premium
77.15,6,One-Time,0,Standard
72.18,10,Subscriber,1,Premium
103.88,4,One-Time,3,Premium
42.49,7,Subscriber,3,Premium
42.45,5,One-Time,4,Standard
63.22,4,One-Time,4,Standard
38.91,1,Subscriber,1,Standard
92.84,4,One-Time,2,Standard
68.42,10,One-Time,0,Standard
123.55,8,One-Time,0,Premium
115.37,7,One-Time,5,Premium
25.88,10,Subscriber,3,Premium
27.92,10,Subscriber,1,Standard
100.15,2,Subscriber,4,Premium
131.28,8,One-Time,0,Premium
66.12,9,Subscriber,1,Premium
109.35,9,One-Time,5,Premium
100.02,2,Subscriber,0,Premium
111.6,3,Subscriber,0,Standard
90.51,5,Subscriber,4,Premium
103.77,4,One-Time,2,Premium
28.89,8,One-Time,4,Standard
50.49,5,One-Time,4,Premium
58.21,10,Subscriber,5,Premium
85.15,11,Subscriber,0,Premium
95.25,3,One-Time,4,Premium
142.83,6,One-Time,2,Standard
67.31,1,One-Time,0,Budget
145.25,4,One-Time,0,Standard
57.02,6,One-Time,1,Standard
103.35,11,Subscriber,5,Premium
112.25,11,One-Time,2,Premium
132.01,10,One-Time,5,Premium
123.03,7,Subscriber,4,Premium
53.9,4,Subscriber,4,Premium
36.88,5,Subscriber,4,Premium
27.62,7,One-Time,4,Standard
147.81,1,One-Time,0,Standard
67.36,5,Subscriber,4,Premium
34.38,5,One-Time,0,Standard
106.48,2,One-Time,5,Premium
60.39,6,One-Time,5,Standard
58.23,9,One-Time,3,Premium
46.34,3,Subscriber,4,Standard
121.21,8,Subscriber,2,Premium
130.46,1,One-Time,2,Standard
116.75,9,Subscriber,0,Premium
141.53,9,One-Time,0,Premium
78.71,3,One-Time,5,Standard
93.14,7,One-Time,2,Premium
133.95,3,One-Time,1,Standard
145.08,10,One-Time,5,Premium
50.96,9,Subscriber,1,Premium
87.84,9,One-Time,3,Premium
80.07,7,Subscriber,0,Premium
84.51,9,Subscriber,1,Premium
52.46,6,Subscriber,1,Premium
86.38,11,One-Time,1,Premium
24.82,3,One-Time,0,Budget
110.31,10,One-Time,2,Premium
123.78,10,One-Time,1,Premium
50,1,One-Time,3,Budget
40.43,5,Subscriber,3,Premium
123.26,6,Subscriber,2,Premium
90.71,10,Subscriber,3,Premium
50.68,11,Subscriber,3,Premium
97.17,1,Subscriber,4,Premium
70.57,6,Subscriber,3,Premium
78.67,3,Subscriber,0,Standard
103.22,11,Subscriber,3,Premium
41.94,9,Subscriber,2,Premium
136.14,6,Subscriber,5,Premium
60.68,1,Subscriber,5,Standard
28.22,5,Subscriber,5,Standard
57.89,5,Subscriber,4,Premium
59.65,8,Subscriber,4,Premium
51.79,9,One-Time,5,Premium
121.82,9,One-Time,5,Premium
140.33,1,Subscriber,1,Standard
77.36,1,Subscriber,2,Standard
53.5,7,Subscriber,1,Premium
115.95,5,Subscriber,0,Premium
41.07,2,One-Time,2,Budget
93.11,6,Subscriber,1,Premium
53.32,9,One-Time,1,Standard
47.72,5,Subscriber,3,Premium
54.61,4,Subscriber,5,Premium
110.24,6,Subscriber,2,Premium
69.46,4,One-Time,1,Standard
122.67,5,One-Time,1,Standard
149.6,8,Subscriber,2,Premium
82.2,11,One-Time,0,Standard
62.87,3,One-Time,0,Standard
128.12,2,One-Time,1,Standard
19.6,3,One-Time,2,Budget
139.75,3,Subscriber,4,Premium
132.53,9,One-Time,5,Premium
94.48,3,One-Time,2,Standard
110.4,7,Subscriber,2,Premium
33.73,6,One-Time,5,Standard
106.72,7,Subscriber,5,Premium
120.34,10,One-Time,5,Premium
51.87,8,Subscriber,3,Premium
93.22,5,One-Time,0,Standard
93.6,7,Subscriber,2,Premium
76.53,11,One-Time,5,Premium
75.01,8,Subscriber,0,Premium
50.72,4,Subscriber,1,Standard
114.18,7,One-Time,5,Premium
19.54,4,One-Time,0,Budget
119.14,6,One-Time,1,Standard
32.97,4,Subscriber,1,Standard
122,4,One-Time,3,Premium
93.75,3,Subscriber,4,Premium
48.98,4,One-Time,4,Standard
19.62,11,Subscriber,5,Premium
28.28,4,Subscriber,5,Standard
141.94,3,Subscriber,5,Premium
146.02,4,One-Time,0,Standard
66.92,9,Subscriber,4,Premium
118.22,3,One-Time,0,Standard
75.82,9,One-Time,1,Standard
43.86,10,Subscriber,3,Premium
81.84,11,One-Time,0,Standard
68.17,1,Subscriber,0,Standard
146.39,6,One-Time,2,Standard
56.22,10,One-Time,5,Premium
134.07,4,Subscriber,1,Premium
34.21,6,Subscriber,5,Standard
27.76,2,Subscriber,0,Standard
76.7,10,Subscriber,3,Premium
110.78,1,One-Time,0,Standard
149.14,2,Subscriber,3,Premium
60.02,3,Subscriber,4,Standard
35.19,7,One-Time,5,Standard
134.2,1,Subscriber,3,Premium
129.1,2,One-Time,2,Standard
73.18,10,Subscriber,2,Premium
124.4,6,Subscriber,3,Premium
144.67,3,Subscriber,1,Standard
130.79,11,One-Time,4,Premium
132.57,4,Subscriber,3,Premium
106.19,10,Subscriber,0,Premium
130.16,7,One-Time,2,Premium
81.11,3,One-Time,3,Standard
107.53,4,One-Time,4,Premium
102.63,7,One-Time,2,Premium
134.41,6,One-Time,4,Premium
30.98,8,Subscriber,4,Premium
141.42,3,Subscriber,4,Premium
67.17,5,Subscriber,5,Premium
103.61,3,Subscriber,2,Standard
92.6,4,Subscriber,2,Premium
26.11,10,One-Time,0,Standard
62.4,9,Subscriber,0,Premium
125.05,9,One-Time,0,Premium
80.56,2,Subscriber,2,Premium
44.21,7,Subscriber,5,Premium
100.07,5,Subscriber,3,Premium
119.49,3,One-Time,4,Standard
22.71,5,Subscriber,4,Standard
97.46,4,One-Time,4,Premium
139.13,5,Subscriber,5,Premium
76.14,2,Subscriber,4,Premium
83.2,9,One-Time,3,Premium
146.1,5,Subscriber,2,Premium
93.83,9,Subscriber,3,Premium
22.25,11,Subscriber,3,Standard
134.36,8,Subscriber,0,Premium
50.12,4,Subscriber,0,Standard
103.81,3,Subscriber,0,Premium
53.08,6,One-Time,2,Standard
43.78,10,Subscriber,1,Standard
35.01,4,Subscriber,3,Premium
78.04,8,One-Time,4,Premium
123.54,5,One-Time,0,Standard
106.97,11,Subscriber,1,Premium
63.4,7,One-Time,4,Premium
85.68,6,Subscriber,3,Premium
20.71,3,Subscriber,4,Standard
142.25,10,One-Time,2,Premium
149.89,8,Subscriber,1,Premium
138.6,8,Subscriber,2,Premium
45.43,4,Subscriber,3,Premium
86.47,4,One-Time,2,Standard
15.01,7,One-Time,5,Standard
89.05,3,Subscriber,4,Premium
130.12,2,Subscriber,2,Premium
101.25,3,One-Time,3,Standard
129,1,One-Time,1,Standard
107.53,11,One-Time,5,Premium
98.55,2,Subscriber,2,Premium
64.42,9,One-Time,1,Standard
107.13,8,One-Time,1,Premium
25.11,4,One-Time,4,Standard
58.84,6,Subscriber,1,Standard
141.53,11,One-Time,1,Premium
91.33,7,Subscriber,5,Premium
116.87,9,One-Time,3,Premium
135.3,8,One-Time,0,Premium
41.62,5,Subscriber,4,Premium
63.46,2,One-Time,4,Standard
31.23,1,Subscriber,1,Standard
69.78,1,Subscriber,0,Standard
24.47,7,One-Time,4,Standard
55.77,8,Subscriber,2,Premium
103.78,11,Subscriber,4,Premium
84.78,6,One-Time,4,Premium
78.62,9,Subscriber,2,Premium
116.19,8,Subscriber,4,Premium
131.94,5,Subscriber,0,Premium
100.82,8,One-Time,0,Premium
100.84,9,One-Time,2,Premium
31.84,1,Subscriber,1,Standard
136.72,2,One-Time,2,Standard
59.49,3,Subscriber,1,Standard
102.08,5,One-Time,2,Standard
53.85,8,One-Time,1,Standard
123.26,9,One-Time,2,Premium
105.79,3,Subscriber,3,Premium
115.65,4,Subscriber,2,Premium
115.95,9,One-Time,3,Premium
75.46,5,Subscriber,1,Premium
51.71,3,Subscriber,5,Premium
78.78,2,Subscriber,5,Premium
35.85,4,Subscriber,1,Standard
29.71,3,One-Time,0,Budget
63.25,3,Subscriber,1,Standard
87.38,8,Subscriber,1,Premium
62.87,4,One-Time,4,Premium
72.8,1,Subscriber,0,Standard
100.08,3,Subscriber,5,Premium
68.54,7,One-Time,4,Premium
50.74,9,Subscriber,0,Premium
16.2,2,One-Time,0,Budget
123.82,10,One-Time,0,Standard
131.38,9,Subscriber,1,Premium
21.48,1,One-Time,1,Budget
33.58,1,Subscriber,2,Standard
147.73,10,One-Time,1,Premium
93.19,10,One-Time,3,Premium
59.95,2,One-Time,0,Standard
123,4,Subscriber,4,Premium
96.24,2,One-Time,2,Standard
41.21,2,Subscriber,2,Standard
141.71,9,One-Time,4,Premium
141.25,4,One-Time,2,Standard
149.35,3,One-Time,2,Standard
133.33,2,One-Time,1,Standard
122.96,10,One-Time,1,Premium
126.2,5,Subscriber,1,Premium
73.58,8,Subscriber,2,Premium
84.58,7,Subscriber,5,Premium
80.75,7,One-Time,0,Standard
60.22,4,Subscriber,1,Standard
24.84,6,One-Time,4,Standard
22.43,3,Subscriber,0,Budget
91.18,2,Subscriber,5,Premium
58.76,3,Subscriber,2,Standard
50.05,1,One-Time,1,Budget
37.14,1,Subscriber,1,Standard
83.77,4,One-Time,0,Standard
135.85,8,Subscriber,0,Premium
53.24,4,Subscriber,4,Premium
59.76,2,One-Time,5,Standard
31.2,10,One-Time,4,Premium
24.5,11,One-Time,2,Standard
148.61,9,Subscriber,4,Premium
53.37,4,Subscriber,3,Premium
97.82,10,Subscriber,3,Premium
141.33,11,One-Time,4,Premium
16.3,2,One-Time,2,Budget
97.53,8,Subscriber,1,Premium
146.51,11,One-Time,5,Premium
88.46,3,Subscriber,0,Standard
21.57,9,Subscriber,3,Standard
46.47,7,Subscriber,2,Premium
26.7,1,Subscriber,3,Standard
125.35,2,One-Time,2,Standard
100.45,2,Subscriber,1,Premium
107.66,1,Subscriber,4,Premium
112.43,8,One-Time,2,Premium
41.67,10,One-Time,1,Standard
17.72,7,One-Time,2,Standard
135.57,10,Subscriber,4,Premium
65.18,6,One-Time,5,Standard
138.25,9,Subscriber,2,Premium
44.14,3,Subscriber,4,Standard
71.36,4,One-Time,3,Premium
147.76,3,Subscriber,2,Standard
20.56,5,One-Time,0,Budget
131.16,8,One-Time,3,Premium
40.38,9,One-Time,5,Premium
70.5,9,One-Time,5,Premium
120.59,3,One-Time,1,Standard
92.8,3,One-Time,5,Standard
29.92,2,One-Time,5,Standard
79.17,3,Subscriber,5,Premium
88.36,8,One-Time,2,Premium
100.65,6,One-Time,4,Premium
46.45,8,One-Time,3,Standard
128.69,6,Subscriber,1,Premium
104.61,11,One-Time,2,Premium
21.21,4,One-Time,2,Budget
44.76,8,One-Time,1,Standard
27.08,5,One-Time,1,Budget
20.17,6,Subscriber,1,Standard
69.24,7,One-Time,3,Premium
17.52,10,One-Time,0,Standard
92.81,1,Subscriber,0,Standard
62.48,8,Subscriber,1,Premium
85.86,2,Subscriber,1,Standard
76.3,10,Subscriber,0,Premium
42.23,11,Subscriber,3,Premium
77.21,4,Subscriber,3,Premium
63.67,11,Subscriber,1,Premium
26.2,1,One-Time,2,Budget
64.14,1,One-Time,0,Budget
54.17,3,One-Time,2,Standard
40.13,9,One-Time,2,Standard
102.37,8,One-Time,1,Premium
16.37,5,One-Time,4,Standard
97.86,8,Subscriber,3,Premium
68.65,4,One-Time,1,Standard
30.58,1,Subscriber,1,Standard
40.86,8,One-Time,2,Standard
88.34,3,Subscriber,3,Premium
74.47,4,Subscriber,5,Premium
140.11,5,Subscriber,0,Premium
102.42,3,Subscriber,1,Premium
132.54,2,Subscriber,5,Premium
94.02,4,Subscriber,4,Premium
60.09,7,Subscriber,2,Premium
71.13,6,Subscriber,3,Premium
23.25,1,One-Time,2,Budget
114.96,10,Subscriber,3,Premium
140.13,7,Subscriber,3,Premium
70.56,9,Subscriber,5,Premium
36.2,10,One-Time,3,Standard
55.29,1,One-Time,3,Standard
33.23,10,One-Time,3,Premium
124.8,4,One-Time,2,Premium
109.3,11,One-Time,4,Premium
116.85,2,One-Time,5,Standard
103.65,4,Subscriber,0,Premium
39.05,6,Subscriber,0,Standard
103.01,2,One-Time,1,Standard
26.33,11,One-Time,4,Standard
25.59,9,One-Time,0,Standard
39.81,11,One-Time,1,Standard
37.5,5,One-Time,3,Standard
128.17,5,One-Time,0,Standard
57.25,2,One-Time,1,Standard
94.14,4,One-Time,0,Standard
117.93,3,One-Time,2,Standard
131.35,6,Subscriber,1,Premium
43.57,9,One-Time,1,Standard
51.1,4,Subscriber,3,Premium
108.48,5,One-Time,1,Standard
141.28,10,One-Time,5,Premium
134.52,4,One-Time,5,Premium
135.77,6,Subscriber,4,Premium
61.09,1,Subscriber,4,Standard
93.14,3,One-Time,1,Standard
51.35,3,Subscriber,0,Standard
58.68,6,One-Time,0,Standard
17.99,11,Subscriber,0,Standard
141.74,11,One-Time,2,Premium
121.1,10,Subscriber,4,Premium
103.33,2,One-Time,4,Premium
112.98,3,Subscriber,5,Premium
99.74,2,One-Time,2,Standard
64.04,9,Subscriber,4,Premium
72.8,7,Subscriber,2,Premium
95.36,3,Subscriber,0,Standard
65.84,11,Subscriber,2,Premium
39.16,7,One-Time,2,Standard
128.35,6,One-Time,0,Standard
122.31,4,One-Time,4,Premium
16.28,6,One-Time,5,Standard
27.43,11,One-Time,2,Standard
77.16,10,Subscriber,4,Premium
109.53,9,Subscriber,2,Premium
121.46,10,One-Time,2,Premium
138.56,1,Subscriber,3,Premium
53.31,9,One-Time,1,Standard
127.32,4,Subscriber,1,Premium
50.09,11,One-Time,1,Premium
145.22,2,One-Time,3,Standard
16.46,2,Subscriber,1,Standard
32.76,7,Subscriber,0,Standard
25.96,10,Subscriber,4,Premium
112.95,4,Subscriber,3,Premium
66.32,5,One-Time,3,Standard
127.76,4,One-Time,3,Premium
117.35,3,Subscriber,2,Premium
36.76,8,Subscriber,1,Standard
52.19,2,Subscriber,0,Standard
71.44,10,One-Time,2,Standard
105.83,1,Subscriber,5,Premium
94.81,3,Subscriber,0,Standard
122.79,9,Subscriber,0,Premium
131.66,5,One-Time,0,Standard
18.82,11,One-Time,3,Standard
42.87,2,One-Time,5,Standard
148.61,6,Subscriber,3,Premium
107.79,1,One-Time,3,Standard
138.08,4,Subscriber,0,Premium
78.19,8,Subscriber,3,Premium
21.59,2,One-Time,4,Budget
107.57,3,One-Time,2,Standard
79.09,5,Subscriber,1,Standard
57.42,6,One-Time,4,Premium
128.55,9,Subscriber,5,Premium
110.13,9,One-Time,2,Premium
85.2,10,Subscriber,0,Premium
130.99,8,One-Time,3,Premium
71.71,5,Subscriber,0,Standard
78.69,10,One-Time,5,Premium
16.06,9,Subscriber,4,Standard
50.04,1,One-Time,5,Standard
138.02,7,Subscriber,2,Premium
91.9,3,Subscriber,3,Premium
100.04,10,Subscriber,1,Premium
74.13,8,One-Time,2,Standard
128.18,10,One-Time,2,Premium
114.55,6,Subscriber,5,Premium
121.97,10,One-Time,1,Premium
126.35,2,One-Time,0,Standard
51.66,5,Subscriber,4,Premium
37.8,5,Subscriber,2,Standard
95.23,2,Subscriber,4,Premium
18.38,10,One-Time,3,Standard
25.9,8,Subscriber,0,Standard
116.59,2,Subscriber,2,Premium
56.67,1,One-Time,2,Budget
68.55,7,Subscriber,0,Premium
58.64,3,Subscriber,2,Standard
105.77,6,One-Time,4,Premium
140.81,4,Subscriber,4,Premium
88.98,1,Subscriber,0,Standard
148.61,3,One-Time,4,Standard
91.3,4,One-Time,3,Premium
72.01,10,One-Time,4,Premium
126.24,7,Subscriber,1,Premium
51.45,3,Subscriber,4,Premium
17.73,11,Subscriber,2,Standard
67.54,6,One-Time,3,Premium
26.48,6,Subscriber,0,Standard
68.58,6,Subscriber,3,Premium
24.99,7,Subscriber,5,Standard
139.81,11,One-Time,1,Premium
123.13,9,One-Time,1,Premium
102.07,3,One-Time,1,Standard
144.29,11,Subscriber,5,Premium
57.51,4,One-Time,5,Standard
120.56,10,One-Time,3,Premium
72.11,7,Subscriber,2,Premium
73.01,7,One-Time,2,Standard
60.26,7,Subscriber,4,Premium
34.03,11,Subscriber,5,Premium
27.69,6,Subscriber,0,Standard
94.15,1,One-Time,5,Standard
143.88,10,Subscriber,3,Premium
28.24,2,Subscriber,3,Standard
62.45,5,One-Time,5,Standard
115.39,3,Subscriber,1,Premium
125.49,8,Subscriber,1,Premium
136.33,2,Subscriber,3,Premium
72.79,9,One-Time,5,Premium
81.72,3,Subscriber,5,Premium
19.56,9,One-Time,3,Standard
105.8,9,One-Time,2,Premium
62.03,10,One-Time,3,Premium
52.21,9,Subscriber,1,Premium
148.73,11,One-Time,3,Premium
99.26,9,One-Time,5,Premium
89.65,9,Subscriber,4,Premium
17.25,2,Subscriber,1,Standard
27.12,7,One-Time,3,Standard
91.88,2,Subscriber,1,Premium
109.65,1,Subscriber,0,Standard
24.88,3,One-Time,4,Budget
140.72,11,One-Time,2,Premium
93.5,8,One-Time,1,Premium
33.51,4,One-Time,2,Standard
67.62,4,Subscriber,0,Standard
75.92,8,One-Time,0,Standard
79.84,6,Subscriber,1,Standard
123.73,3,One-Time,0,Standard
30.88,11,Subscriber,0,Standard
135.35,5,One-Time,3,Premium
66.9,4,One-Time,0,Standard
121.78,2,One-Time,2,Standard
54.36,4,One-Time,0,Standard
30.97,6,One-Time,0,Standard
133.07,7,One-Time,3,Premium
70.23,1,Subscriber,0,Standard
23.9,10,Subscriber,2,Standard
42.82,6,Subscriber,0,Standard
104.34,5,Subscriber,0,Premium
118.21,6,Subscriber,0,Premium
67.05,9,One-Time,4,Premium
127.54,6,Subscriber,2,Premium
117.36,2,One-Time,0,Standard
74.56,4,Subscriber,0,Premium
93.36,6,One-Time,4,Premium
74.05,3,One-Time,5,Standard
140.9,10,Subscriber,0,Premium
51.11,2,Subscriber,4,Standard
113.57,2,One-Time,1,Standard
90.35,7,Subscriber,1,Premium
76.62,6,Subscriber,1,Standard
137.44,3,One-Time,3,Standard
100.02,9,Subscriber,2,Premium
134.41,1,One-Time,0,Standard
50.2,11,Subscriber,0,Premium
75.44,10,Subscriber,0,Premium
123.95,10,Subscriber,4,Premium
79.51,10,One-Time,4,Premium
19.37,3,One-Time,2,Budget
139.2,8,Subscriber,2,Premium
80.07,11,Subscriber,4,Premium
76.82,2,Subscriber,0,Standard
22.76,11,One-Time,5,Standard
116.77,6,One-Time,5,Premium
19.48,3,One-Time,5,Standard
19.43,3,One-Time,3,Budget
118.41,8,One-Time,1,Premium
133.67,7,One-Time,5,Premium
58.38,10,One-Time,5,Premium
29.13,4,One-Time,5,Standard
75.09,1,Subscriber,0,Standard
45.99,11,Subscriber,1,Premium
43.41,3,Subscriber,5,Standard
71.77,1,One-Time,4,Standard
42.22,11,One-Time,4,Standard
40.37,7,Subscriber,5,Premium
107.33,5,Subscriber,4,Premium
110.36,4,One-Time,3,Premium
134.15,2,Subscriber,0,Premium
23.24,5,One-Time,4,Standard
23.56,9,Subscriber,1,Standard
83.78,5,Subscriber,0,Premium
106.26,11,One-Time,5,Premium
119.47,3,One-Time,1,Standard
29.15,3,One-Time,5,Standard
25.3,8,One-Time,5,Standard
126.06,10,Subscriber,1,Premium
136.44,5,One-Time,1,Standard
56.1,10,One-Time,0,Standard
140.9,6,Subscriber,5,Premium
124.27,8,Subscriber,2,Premium
129.12,9,Subscriber,2,Premium
125.55,10,One-Time,0,Premium
130.45,8,Subscriber,3,Premium
61.53,6,Subscriber,0,Standard
53.69,5,One-Time,3,Premium
86.71,4,One-Time,5,Premium
35,4,One-Time,4,Standard
27.36,4,Subscriber,4,Standard
72.66,4,One-Time,2,Standard
50.64,3,One-Time,4,Standard
57.43,3,Subscriber,1,Standard
72.07,10,Subscriber,4,Premium
79.38,4,One-Time,5,Standard
84.48,9,One-Time,0,Standard
18.58,3,One-Time,3,Standard
149.85,8,One-Time,1,Premium
62.12,7,One-Time,0,Standard
137.84,10,One-Time,2,Premium
43.29,10,One-Time,5,Premium
27,8,One-Time,4,Standard
85.89,6,One-Time,3,Premium
25.32,7,One-Time,3,Standard
115.32,4,Subscriber,0,Premium
139.29,6,One-Time,0,Standard
96.84,1,Subscriber,0,Standard
35.79,8,One-Time,4,Standard
63.32,10,One-Time,2,Standard
128.07,10,Subscriber,2,Premium
57.17,2,Subscriber,1,Standard
139.06,8,Subscriber,1,Premium
89.59,2,One-Time,0,Standard
78.89,4,One-Time,3,Standard
71.28,10,Subscriber,5,Premium
139.15,6,One-Time,0,Standard
25.3,4,Subscriber,1,Standard
78.03,11,Subscriber,4,Premium
74.07,3,Subscriber,4,Standard
44.46,1,One-Time,1,Budget
88.22,2,One-Time,5,Standard
80.78,2,Subscriber,2,Premium
76.06,11,Subscriber,3,Premium
47,1,One-Time,4,Standard
88.96,4,Subscriber,3,Premium
43.74,4,Subscriber,5,Premium
138.74,9,One-Time,3,Premium
141.33,9,Subscriber,5,Premium
61.18,9,One-Time,1,Standard
75.62,10,One-Time,5,Premium
34.73,5,One-Time,2,Budget
48.57,2,One-Time,4,Standard
34.54,10,Subscriber,4,Premium
109.47,5,One-Time,2,Premium
83.64,10,One-Time,5,Premium
120.48,7,One-Time,0,Premium
65.32,5,Subscriber,0,Standard
78.9,9,Subscriber,3,Premium
124.86,9,Subscriber,4,Premium
77.77,6,One-Time,4,Premium
17.05,1,One-Time,5,Budget
50.91,9,Subscriber,5,Premium
99.05,5,One-Time,0,Standard
114.35,6,Subscriber,0,Premium
136,3,Subscriber,2,Standard
117.73,5,One-Time,1,Premium
48.28,7,One-Time,0,Standard
63.97,10,One-Time,4,Premium
107.76,9,Subscriber,1,Premium
72.83,9,Subscriber,5,Premium
147.31,5,One-Time,4,Premium
116.37,8,Subscriber,4,Premium
126.01,10,One-Time,5,Premium
149.16,5,One-Time,2,Standard
137.93,11,Subscriber,5,Premium
33.2,1,Subscriber,0,Standard
145.16,2,One-Time,1,Standard
125.7,9,Subscriber,1,Premium
103.98,8,One-Time,1,Premium
123.04,11,Subscriber,1,Premium
147.82,1,One-Time,3,Standard
16.03,2,One-Time,2,Budget
111.81,8,Subscriber,5,Premium
113.65,11,One-Time,5,Premium
43.16,4,One-Time,3,Standard
51.21,2,One-Time,2,Standard
44.84,9,One-Time,4,Standard
145.12,2,Subscriber,0,Premium
105.91,10,One-Time,1,Premium
145.53,6,One-Time,4,Premium
126.75,4,Subscriber,0,Premium
109.24,5,Subscriber,4,Premium
127.01,2,Subscriber,5,Premium
144.03,11,Subscriber,1,Premium
91.03,7,Subscriber,5,Premium
64.19,7,Subscriber,2,Premium
114.31,5,Subscriber,4,Premium
141.64,5,One-Time,3,Premium
94,9,One-Time,2,Premium
84.17,5,One-Time,4,Premium
146.38,2,One-Time,0,Standard
41.18,9,Subscriber,3,Premium
30.51,1,Subscriber,0,Budget
77.34,10,One-Time,1,Standard
83.82,5,One-Time,1,Standard
122.54,2,Subscriber,4,Premium
148.25,9,One-Time,0,Premium
92.36,9,Subscriber,3,Premium
33.25,2,One-Time,5,Standard
82.27,8,Subscriber,1,Premium
97.7,8,One-Time,0,Premium
86.17,5,Subscriber,0,Premium
24.97,8,One-Time,4,Standard
56.02,6,One-Time,1,Standard
105.31,9,Subscriber,4,Premium
71.07,7,One-Time,1,Standard
27.95,8,One-Time,0,Standard
55.54,3,One-Time,2,Standard
37.36,5,Subscriber,1,Standard
77.11,6,Subscriber,0,Standard
149.6,9,Subscriber,4,Premium
130.53,8,One-Time,2,Premium
145.53,6,Subscriber,3,Premium
72.54,10,Subscriber,1,Premium
19.41,11,One-Time,5,Standard
51.19,8,One-Time,1,Standard
132.77,4,One-Time,3,Premium
63.38,5,Subscriber,0,Standard
104.47,6,Subscriber,0,Premium
103.96,3,Subscriber,0,Standard
99.09,1,One-Time,3,Standard
23.22,2,Subscriber,2,Standard
34.52,10,One-Time,2,Standard
96.9,8,One-Time,0,Premium
17.7,9,Subscriber,4,Premium
92.38,10,One-Time,3,Premium
16.67,3,One-Time,1,Budget
120.62,6,Subscriber,0,Premium
42.52,2,One-Time,1,Budget
119.03,11,One-Time,3,Premium
146.24,8,Subscriber,1,Premium
126.18,8,Subscriber,4,Premium
44.7,8,One-Time,4,Premium
137.07,3,Subscriber,5,Premium
31.81,6,One-Time,3,Standard
137.53,3,Subscriber,2,Standard
99.7,2,One-Time,5,Premium
53.9,10,One-Time,1,Standard
25.78,5,Subscriber,5,Standard
90.52,5,One-Time,3,Premium
90.95,8,One-Time,5,Premium
82.15,3,One-Time,2,Standard
94.07,7,One-Time,4,Premium
27.83,9,One-Time,0,Standard
26.54,8,One-Time,1,Standard
110.37,1,One-Time,2,Standard
76.79,6,One-Time,5,Standard
136.66,4,One-Time,2,Standard
26.05,11,Subscriber,1,Standard
77.66,9,One-Time,3,Premium
121.21,8,One-Time,0,Premium
131.22,9,One-Time,2,Premium
74.03,8,Subscriber,2,Premium
28.22,1,One-Time,1,Budget
119.5,10,Subscriber,5,Premium
28.99,8,One-Time,1,Standard
136.78,5,One-Time,1,Standard
116.07,10,Subscriber,3,Premium
26.44,9,Subscriber,2,Standard
69.9,6,One-Time,3,Premium
67.22,3,Subscriber,0,Standard
136.54,4,One-Time,4,Premium
37.63,2,Subscriber,1,Standard
19.6,9,Subscriber,0,Standard
47.65,7,Subscriber,3,Premium
148.56,5,One-Time,0,Standard
98.52,1,Subscriber,1,Standard
112.17,1,One-Time,4,Standard
74.97,2,One-Time,2,Standard
142.49,6,Subscriber,2,Premium
106.2,2,One-Time,4,Premium
118.13,2,One-Time,4,Standard
80.73,4,One-Time,4,Premium
29.22,1,Subscriber,3,Standard
16.02,10,Subscriber,3,Premium
27.72,10,One-Time,1,Standard
86.75,3,Subscriber,2,Premium
74.41,6,Subscriber,3,Premium
88.17,4,Subscriber,2,Premium
26.71,7,Subscriber,4,Premium
131.82,5,One-Time,1,Standard
122.97,8,One-Time,1,Premium
135.66,6,Subscriber,1,Premium
47.66,10,Subscriber,2,Standard
100.09,9,One-Time,3,Premium
108.63,8,Subscriber,3,Premium
81.16,10,One-Time,5,Premium
35.45,8,Subscriber,4,Premium
116.63,6,One-Time,5,Premium
17.82,9,One-Time,3,Standard
41.37,6,One-Time,2,Standard
28.86,10,One-Time,3,Standard
29.04,7,Subscriber,5,Standard
21.81,7,One-Time,3,Standard
93.61,8,Subscriber,5,Premium
32.83,9,One-Time,3,Standard
133.37,8,Subscriber,5,Premium
148.46,3,Subscriber,0,Premium
58.05,8,One-Time,4,Premium
32.29,3,Subscriber,4,Standard
77.11,3,Subscriber,5,Standard
88.72,2,One-Time,0,Standard
60.55,3,Subscriber,4,Standard
66.63,2,Subscriber,5,Standard
124.12,1,Subscriber,0,Standard
134.14,11,One-Time,3,Premium
142.8,9,One-Time,3,Premium
107.54,4,One-Time,5,Premium
131.85,7,Subscriber,3,Premium
32.23,4,One-Time,3,Standard
148.89,10,Subscriber,3,Premium
65.55,8,Subscriber,2,Premium
100.05,5,Subscriber,4,Premium
94.56,4,One-Time,3,Premium
19.46,6,One-Time,1,Budget
47.65,8,One-Time,5,Standard
93.45,11,Subscriber,3,Premium
30.49,7,Subscriber,2,Premium
144.68,1,Subscriber,3,Premium
71.65,5,One-Time,5,Standard
123.83,5,Subscriber,0,Premium
