respondent_id,task_id,alternative_id,chosen,library_size,original_content,ad_experience,simultaneous_streams,video_quality,price
S033,4,A,0,Medium,None,With_Ads,2,4K,19.99
S033,4,B,1,Large,Extensive,Ad_Free,2,4K,9.99
S033,4,C,0,Small,None,Ad_Free,2,HD,9.99
S033,5,A,0,Small,Extensive,With_Ads,2,4K,14.99
S033,5,B,0,Small,Moderate,With_Ads,1,HD,19.99
S033,5,C,1,Small,Extensive,Ad_Free,1,HD,9.99
S033,5,None,0,,,,,,
S033,5,DisneyPlus,0,Medium,Extensive,Ad_Free,4,4K,10.99
S033,6,A,1,Large,Extensive,With_Ads,2,4K,19.99
S033,6,B,0,Small,Moderate,Ad_Free,1,HD,9.99
S033,6,C,0,Small,Moderate,With_Ads,2,4K,14.99
S033,6,None,0,,,,,,
S033,7,A,0,Small,None,With_Ads,2,HD,9.99
S033,7,B,0,Small,None,With_Ads,2,HD,5.99
S033,7,C,1,Large,Extensive,Ad_Free,1,HD,19.99
S033,8,A,0,Small,None,Ad_Free,4,4K,9.99
S033,8,B,0,Medium,None,Ad_Free,1,4K,9.99
S033,8,C,1,Large,None,Ad_Free,4,HD,9.99
S033,9,A,0,Small,None,With_Ads,2,HD,9.99
S033,9,B,0,Medium,Moderate,Ad_Free,1,HD,9.99
S033,9,C,1,Large,Moderate,Ad_Free,1,HD,19.99
S033,9,None,0,,,,,,
S033,10,A,1,Small,Extensive,Ad_Free,1,4K,5.99
S033,10,B,0,Small,None,With_Ads,4,4K,14.99
S033,10,C,0,Small,Moderate,Ad_Free,4,HD,9.99
S033,10,None,0,,,,,,
S033,10,DisneyPlus,0,Medium,Extensive,Ad_Free,4,4K,10.99
S034,1,A,1,Medium,Moderate,Ad_Free,2,4K,9.99
S034,1,B,0,Large,None,With_Ads,2,HD,19.99
S034,1,C,0,Medium,Extensive,With_Ads,1,HD,14.99
S034,1,None,0,,,,,,
S034,2,A,1,Large,Extensive,Ad_Free,4,4K,14.99
S034,2,B,0,Large,Moderate,With_Ads,2,4K,14.99
S034,2,C,0,Large,Moderate,Ad_Free,2,HD,19.99
S034,2,None,0,,,,,,
S034,3,A,0,Large,None,Ad_Free,2,4K,5.99
S034,3,B,0,Small,None,With_Ads,4,HD,9.99
S034,3,C,0,Medium,Extensive,With_Ads,4,HD,14.99
S034,3,DisneyPlus,1,Medium,Extensive,Ad_Free,4,4K,10.99
S034,4,A,0,Small,Moderate,With_Ads,4,HD,14.99
S034,4,B,0,Small,Moderate,With_Ads,1,4K,14.99
S034,4,C,1,Medium,Moderate,Ad_Free,1,4K,19.99
S034,4,None,0,,,,,,
S034,5,A,0,Small,None,With_Ads,2,HD,19.99
S034,5,B,0,Medium,Extensive,With_Ads,2,4K,9.99
S034,5,C,1,Medium,Extensive,With_Ads,1,4K,9.99
S034,5,None,0,,,,,,
S034,6,A,1,Small,Extensive,With_Ads,4,HD,5.99
S034,6,B,0,Small,Extensive,Ad_Free,1,4K,9.99
S034,6,C,0,Large,Extensive,Ad_Free,1,4K,9.99
S034,6,None,0,,,,,,
S034,7,A,0,Medium,None,Ad_Free,4,HD,5.99
S034,7,B,1,Small,Moderate,Ad_Free,4,4K,19.99
S034,7,C,0,Medium,Moderate,Ad_Free,1,4K,19.99
S034,7,None,0,,,,,,
S034,8,A,0,Large,None,Ad_Free,2,HD,14.99
S034,8,B,0,Medium,Moderate,Ad_Free,4,4K,19.99
S034,8,C,1,Small,Extensive,Ad_Free,1,HD,9.99
S034,8,None,0,,,,,,
S034,9,A,0,Medium,Moderate,With_Ads,2,HD,5.99
S034,9,B,0,Large,Extensive,With_Ads,2,HD,19.99
S034,9,C,1,Medium,Moderate,Ad_Free,1,HD,19.99
S034,10,A,1,Small,Extensive,Ad_Free,4,4K,5.99
S034,10,B,0,Large,Extensive,Ad_Free,4,HD,19.99
S034,10,C,0,Medium,Extensive,Ad_Free,1,HD,19.99
S034,10,None,0,,,,,,
S035,1,A,0,Medium,Extensive,Ad_Free,4,HD,14.99
S035,1,B,1,Large,Extensive,With_Ads,4,4K,5.99
S035,1,C,0,Large,Extensive,Ad_Free,1,4K,14.99
S035,1,Netflix,0,Large,Extensive,Ad_Free,4,4K,15.99
S035,2,A,1,Small,Extensive,Ad_Free,1,4K,19.99
S035,2,B,0,Small,None,Ad_Free,2,4K,19.99
S035,2,C,0,Small,Moderate,With_Ads,2,4K,14.99
S035,2,None,0,,,,,,
S035,3,A,0,Small,Moderate,Ad_Free,1,HD,5.99
S035,3,B,1,Large,Extensive,Ad_Free,1,4K,14.99
S035,3,C,0,Medium,None,With_Ads,1,HD,5.99
S035,3,None,0,,,,,,
S035,4,A,0,Small,Moderate,Ad_Free,1,4K,9.99
S035,4,B,1,Small,Extensive,Ad_Free,4,4K,9.99
S035,4,C,0,Medium,None,Ad_Free,2,4K,9.99
S035,5,A,1,Large,Extensive,Ad_Free,4,HD,19.99
S035,5,B,0,Medium,Extensive,Ad_Free,2,4K,14.99
S035,5,C,0,Large,Moderate,With_Ads,4,4K,5.99
S035,6,A,0,Medium,None,With_Ads,2,HD,19.99
S035,6,B,1,Large,Moderate,Ad_Free,1,4K,9.99
S035,6,C,0,Large,Moderate,With_Ads,4,HD,19.99
S035,6,None,0,,,,,,
S035,6,Netflix,0,Large,Extensive,Ad_Free,4,4K,15.99
S035,7,A,0,Medium,None,With_Ads,2,4K,5.99
S035,7,B,0,Small,Moderate,With_Ads,1,HD,19.99
S035,7,C,1,Large,Moderate,Ad_Free,2,4K,9.99
S035,7,None,0,,,,,,
S035,8,A,0,Medium,None,With_Ads,2,4K,5.99
S035,8,B,0,Medium,Moderate,With_Ads,4,4K,5.99
S035,8,C,1,Medium,Moderate,With_Ads,4,4K,9.99
S035,8,None,0,,,,,,
S035,9,A,0,Small,Extensive,Ad_Free,1,HD,19.99
S035,9,B,1,Large,Moderate,Ad_Free,2,HD,9.99
S035,9,C,0,Medium,None,With_Ads,4,4K,14.99
S035,9,None,0,,,,,,
S035,9,Netflix,0,Large,Extensive,Ad_Free,4,4K,15.99
S035,10,A,0,Large,None,Ad_Free,4,4K,19.99
S035,10,B,0,Medium,Moderate,With_Ads,2,4K,5.99
S035,10,C,1,Medium,Moderate,Ad_Free,4,HD,5.99
S035,10,None,0,,,,,,
S036,1,A,0,Large,None,Ad_Free,2,4K,19.99
S036,1,B,1,Medium,Moderate,Ad_Free,4,HD,14.99
S036,1,C,0,Small,Extensive,With_Ads,2,HD,5.99
S036,1,None,0,,,,,,
S036,2,A,0,Large,Moderate,With_Ads,2,HD,9.99
S036,2,B,1,Large,Extensive,Ad_Free,1,4K,5.99
S036,2,C,0,Medium,Extensive,With_Ads,1,HD,14.99
S036,2,None,0,,,,,,
S036,2,Netflix,0,Large,Extensive,Ad_Free,4,4K,15.99
S036,3,A,0,Medium,Moderate,Ad_Free,2,4K,14.99
S036,3,B,1,Medium,None,Ad_Free,1,4K,5.99
S036,3,C,0,Small,Moderate,With_Ads,4,4K,14.99
S036,3,Netflix,0,Large,Extensive,Ad_Free,4,4K,15.99
S036,4,A,0,Large,Moderate,With_Ads,4,4K,19.99
S036,4,B,0,Medium,Moderate,With_Ads,1,HD,14.99
S036,4,C,1,Large,Extensive,Ad_Free,4,HD,14.99
S036,4,None,0,,,,,,
S036,5,A,1,Medium,None,Ad_Free,2,HD,5.99
S036,5,B,0,Medium,Extensive,With_Ads,2,4K,5.99
S036,5,C,0,Medium,None,Ad_Free,4,4K,14.99
S036,5,None,0,,,,,,
S036,6,A,1,Medium,Extensive,Ad_Free,4,4K,9.99
S036,6,B,0,Small,None,Ad_Free,1,4K,14.99
S036,6,C,0,Medium,Extensive,With_Ads,4,HD,19.99
S036,6,None,0,,,,,,
S036,6,Netflix,0,Large,Extensive,Ad_Free,4,4K,15.99
S036,7,A,0,Medium,Moderate,With_Ads,2,4K,19.99
S036,7,B,1,Small,Moderate,With_Ads,4,4K,14.99
S036,7,C,0,Small,None,With_Ads,1,4K,19.99
S036,7,None,0,,,,,,
S036,8,A,0,Small,None,With_Ads,2,HD,9.99
S036,8,B,1,Large,Extensive,Ad_Free,1,4K,5.99
S036,8,C,0,Large,Extensive,Ad_Free,1,4K,14.99
S036,8,None,0,,,,,,
S036,9,A,1,Large,Extensive,With_Ads,1,4K,5.99
S036,9,B,0,Medium,Extensive,With_Ads,1,HD,5.99
S036,9,C,0,Medium,Extensive,With_Ads,2,HD,5.99
S036,9,None,0,,,,,,
S036,9,DisneyPlus,0,Medium,Extensive,Ad_Free,4,4K,10.99
S036,10,A,0,Large,None,Ad_Free,1,HD,5.99
S036,10,B,1,Medium,Moderate,With_Ads,2,4K,5.99
S036,10,C,0,Large,None,With_Ads,1,HD,5.99
S036,10,None,0,,,,,,
S037,1,A,1,Small,None,Ad_Free,2,4K,14.99
S037,1,B,0,Large,None,With_Ads,2,HD,9.99
S037,1,C,0,Small,None,With_Ads,1,4K,19.99
S037,1,None,0,,,,,,
S037,2,A,0,Medium,Moderate,With_Ads,2,4K,14.99
S037,2,B,0,Medium,Extensive,With_Ads,1,HD,14.99
S037,2,C,1,Large,Extensive,Ad_Free,1,4K,9.99
S037,3,A,0,Medium,Moderate,With_Ads,2,4K,14.99
S037,3,B,1,Small,Extensive,Ad_Free,1,4K,9.99
S037,3,C,0,Small,None,With_Ads,1,4K,9.99
S037,4,A,1,Large,Moderate,Ad_Free,2,HD,9.99
S037,4,B,0,Medium,None,With_Ads,4,4K,14.99
S037,4,C,0,Medium,Moderate,Ad_Free,4,4K,5.99
S037,4,None,0,,,,,,
S037,4,DisneyPlus,0,Medium,Extensive,Ad_Free,4,4K,10.99
S037,5,A,0,Large,None,With_Ads,2,HD,9.99
S037,5,B,0,Medium,Moderate,Ad_Free,1,4K,14.99
S037,5,C,1,Large,Extensive,With_Ads,4,HD,5.99
S037,5,None,0,,,,,,
S037,6,A,0,Medium,Extensive,With_Ads,1,4K,19.99
S037,6,B,1,Small,Moderate,Ad_Free,4,HD,9.99
S037,6,C,0,Small,Moderate,With_Ads,1,HD,19.99
S037,6,None,0,,,,,,
S037,7,A,0,Small,Extensive,With_Ads,4,4K,14.99
S037,7,B,1,Large,Moderate,With_Ads,1,HD,5.99
S037,7,C,0,Small,Moderate,Ad_Free,1,HD,19.99
S037,7,None,0,,,,,,
S037,8,A,0,Small,None,Ad_Free,4,4K,14.99
S037,8,B,0,Medium,None,Ad_Free,4,HD,14.99
S037,8,C,1,Small,Extensive,Ad_Free,4,HD,5.99
S037,8,None,0,,,,,,
S037,8,Netflix,0,Large,Extensive,Ad_Free,4,4K,15.99
S037,9,A,0,Large,Extensive,With_Ads,4,4K,19.99
S037,9,B,0,Medium,Extensive,With_Ads,2,4K,19.99
S037,9,C,1,Large,Moderate,Ad_Free,2,HD,5.99
S037,9,None,0,,,,,,
S037,9,Netflix,0,Large,Extensive,Ad_Free,4,4K,15.99
S037,10,A,0,Medium,None,With_Ads,4,4K,9.99
S037,10,B,0,Large,Moderate,With_Ads,2,HD,5.99
S037,10,C,1,Large,Extensive,Ad_Free,2,4K,14.99
S037,10,None,0,,,,,,
S037,10,DisneyPlus,0,Medium,Extensive,Ad_Free,4,4K,10.99
S038,1,A,1,Large,Extensive,Ad_Free,1,HD,5.99
S038,1,B,0,Medium,Extensive,Ad_Free,2,HD,9.99
S038,1,C,0,Large,Moderate,With_Ads,4,HD,19.99
S038,1,None,0,,,,,,
S038,2,A,1,Large,Extensive,Ad_Free,1,HD,14.99
S038,2,B,0,Medium,Moderate,With_Ads,2,4K,19.99
S038,2,C,0,Medium,None,Ad_Free,4,HD,9.99
S038,2,None,0,,,,,,
S038,2,Netflix,0,Large,Extensive,Ad_Free,4,4K,15.99
S038,3,A,0,Small,Moderate,Ad_Free,2,HD,19.99
S038,3,B,1,Large,Extensive,Ad_Free,4,4K,19.99
S038,3,C,0,Large,Moderate,Ad_Free,4,HD,19.99
S038,3,None,0,,,,,,
S038,4,A,1,Small,None,Ad_Free,4,4K,14.99
S038,4,B,0,Large,None,With_Ads,1,4K,19.99
S038,4,C,0,Small,None,Ad_Free,4,HD,5.99
S038,4,None,0,,,,,,
S038,5,A,0,Medium,Moderate,Ad_Free,1,4K,9.99
S038,5,B,1,Large,Extensive,Ad_Free,2,4K,19.99
S038,5,C,0,Large,Moderate,With_Ads,4,4K,9.99
S038,6,A,0,Small,None,With_Ads,1,HD,5.99
S038,6,B,0,Large,Moderate,With_Ads,4,4K,19.99
S038,6,C,1,Large,None,Ad_Free,1,4K,5.99
S038,6,None,0,,,,,,
S038,7,A,0,Medium,None,Ad_Free,4,HD,19.99
S038,7,B,0,Medium,None,With_Ads,4,HD,5.99
S038,7,C,1,Large,Moderate,Ad_Free,4,4K,9.99
S038,7,None,0,,,,,,
S038,8,A,0,Medium,Extensive,Ad_Free,4,4K,19.99
S038,8,B,1,Medium,Extensive,With_Ads,4,4K,9.99
S038,8,C,0,Small,Moderate,With_Ads,2,HD,19.99
S038,8,None,0,,,,,,
S038,9,A,0,Small,Extensive,With_Ads,2,HD,9.99
S038,9,B,1,Medium,None,Ad_Free,2,4K,19.99
S038,9,C,0,Large,Moderate,Ad_Free,2,HD,14.99
S038,10,A,1,Small,Moderate,Ad_Free,4,4K,14.99
S038,10,B,0,Small,None,With_Ads,1,4K,19.99
S038,10,C,0,Large,None,Ad_Free,1,4K,19.99
S038,10,None,0,,,,,,
S039,1,A,1,Large,None,Ad_Free,1,HD,14.99
S039,1,B,0,Small,Moderate,Ad_Free,2,HD,5.99
S039,1,C,0,Small,None,Ad_Free,1,4K,14.99
S039,1,None,0,,,,,,
S039,2,A,0,Medium,Extensive,Ad_Free,4,4K,19.99
S039,2,B,0,Small,Moderate,With_Ads,2,HD,5.99
S039,2,C,1,Large,Moderate,With_Ads,4,HD,14.99
S039,3,A,1,Medium,Extensive,Ad_Free,4,HD,9.99
S039,3,B,0,Large,Moderate,With_Ads,2,HD,19.99
S039,3,C,0,Large,None,With_Ads,4,4K,9.99
S039,4,A,1,Medium,Moderate,Ad_Free,2,HD,5.99
S039,4,B,0,Large,Moderate,With_Ads,4,4K,19.99
S039,4,C,0,Medium,None,With_Ads,1,4K,9.99
S039,4,None,0,,,,,,
S039,5,A,0,Small,None,Ad_Free,4,HD,19.99
S039,5,B,0,Medium,None,Ad_Free,4,4K,5.99
S039,5,C,1,Medium,Extensive,With_Ads,1,HD,14.99
S039,5,None,0,,,,,,
S039,6,A,0,Small,Extensive,Ad_Free,4,HD,19.99
S039,6,B,0,Medium,None,Ad_Free,4,HD,14.99
S039,6,C,1,Large,Extensive,Ad_Free,2,4K,19.99
S039,6,None,0,,,,,,
S039,7,A,0,Medium,Extensive,With_Ads,2,HD,9.99
S039,7,B,1,Large,Extensive,Ad_Free,4,HD,14.99
S039,7,C,0,Medium,Extensive,With_Ads,2,HD,5.99
S039,7,None,0,,,,,,
S039,8,A,0,Small,Extensive,With_Ads,1,HD,19.99
S039,8,B,1,Large,Extensive,With_Ads,2,4K,19.99
S039,8,C,0,Small,None,With_Ads,1,4K,14.99
S039,8,None,0,,,,,,
S039,9,A,0,Small,Extensive,With_Ads,4,HD,14.99
S039,9,B,0,Small,Extensive,Ad_Free,1,4K,19.99
S039,9,C,1,Small,Moderate,Ad_Free,4,4K,14.99
S039,9,None,0,,,,,,
S039,9,Netflix,0,Large,Extensive,Ad_Free,4,4K,15.99
S039,10,A,1,Large,Moderate,Ad_Free,1,4K,19.99
S039,10,B,0,Large,None,Ad_Free,1,HD,9.99
S039,10,C,0,Small,Extensive,With_Ads,4,HD,9.99
S039,10,None,0,,,,,,
S039,10,DisneyPlus,0,Medium,Extensive,Ad_Free,4,4K,10.99
S040,1,A,0,Medium,Extensive,With_Ads,4,HD,5.99
S040,1,B,0,Small,None,Ad_Free,4,HD,5.99
S040,1,C,1,Large,Moderate,Ad_Free,2,4K,14.99
S040,1,None,0,,,,,,
S040,2,A,0,Medium,Extensive,With_Ads,4,HD,14.99
S040,2,B,0,Large,None,With_Ads,1,4K,19.99
S040,2,C,1,Large,Moderate,Ad_Free,2,4K,19.99
S040,2,None,0,,,,,,
S040,2,DisneyPlus,0,Medium,Extensive,Ad_Free,4,4K,10.99
S040,3,A,0,Medium,None,Ad_Free,4,4K,19.99
S040,3,B,0,Medium,None,With_Ads,1,4K,19.99
S040,3,C,1,Medium,Moderate,Ad_Free,1,HD,19.99
S040,3,None,0,,,,,,
S040,4,A,1,Small,Extensive,Ad_Free,1,HD,5.99
S040,4,B,0,Medium,None,With_Ads,1,4K,14.99
S040,4,C,0,Small,Extensive,Ad_Free,1,4K,14.99
S040,4,None,0,,,,,,
S040,5,A,1,Small,Extensive,Ad_Free,1,4K,5.99
S040,5,B,0,Medium,Moderate,With_Ads,2,HD,19.99
S040,5,C,0,Large,Extensive,Ad_Free,1,HD,14.99
S040,5,None,0,,,,,,
S040,6,A,0,Medium,None,Ad_Free,2,HD,14.99
S040,6,B,0,Large,None,With_Ads,2,4K,19.99
S040,6,C,1,Large,None,Ad_Free,2,4K,9.99
S040,6,None,0,,,,,,
S040,7,A,1,Large,Moderate,Ad_Free,2,4K,14.99
S040,7,B,0,Medium,None,With_Ads,1,4K,14.99
S040,7,C,0,Medium,Extensive,Ad_Free,1,4K,9.99
S040,8,A,1,Medium,Moderate,Ad_Free,2,4K,19.99
S040,8,B,0,Medium,None,Ad_Free,4,HD,5.99
S040,8,C,0,Small,None,Ad_Free,4,4K,19.99
S040,8,None,0,,,,,,
S040,9,A,0,Small,Extensive,With_Ads,4,4K,14.99
S040,9,B,0,Medium,Moderate,With_Ads,1,HD,5.99
S040,9,C,1,Large,None,With_Ads,2,HD,14.99
S040,9,None,0,,,,,,
S040,10,A,0,Medium,None,Ad_Free,2,4K,14.99
S040,10,B,1,Small,Moderate,With_Ads,4,HD,14.99
S040,10,C,0,Medium,None,Ad_Free,2,HD,19.99
S040,10,None,0,,,,,,
S040,10,Netflix,0,Large,Extensive,Ad_Free,4,4K,15.99
S041,1,A,0,Small,Extensive,With_Ads,4,4K,5.99
S041,1,B,1,Large,Moderate,Ad_Free,4,4K,19.99
S041,1,C,0,Large,Extensive,With_Ads,4,4K,9.99
S041,1,None,0,,,,,,
S041,2,A,0,Small,None,Ad_Free,2,HD,9.99
S041,2,B,0,Medium,Moderate,Ad_Free,1,4K,19.99
S041,2,C,1,Large,Moderate,Ad_Free,1,HD,14.99
S041,2,None,0,,,,,,
S041,3,A,0,Small,Moderate,With_Ads,4,4K,9.99
S041,3,B,1,Large,Extensive,With_Ads,4,HD,5.99
S041,3,C,0,Medium,Extensive,With_Ads,4,HD,9.99
S041,3,None,0,,,,,,
S041,3,Netflix,0,Large,Extensive,Ad_Free,4,4K,15.99
S041,4,A,1,Medium,Moderate,Ad_Free,1,HD,14.99
S041,4,B,0,Large,Moderate,With_Ads,4,4K,19.99
S041,4,C,0,Medium,None,With_Ads,2,4K,14.99
S041,4,None,0,,,,,,
S041,5,A,0,Large,Moderate,With_Ads,2,4K,5.99
S041,5,B,1,Large,Extensive,Ad_Free,4,HD,14.99
S041,5,C,0,Small,Moderate,Ad_Free,4,4K,9.99
S041,5,None,0,,,,,,
S041,6,A,0,Medium,None,Ad_Free,2,4K,9.99
S041,6,B,1,Medium,Extensive,With_Ads,4,4K,5.99
S041,6,C,0,Medium,Extensive,With_Ads,2,HD,9.99
S041,7,A,0,Medium,Moderate,With_Ads,1,HD,5.99
S041,7,B,1,Medium,Moderate,With_Ads,4,4K,5.99
S041,7,C,0,Small,Moderate,Ad_Free,1,4K,9.99
S041,7,None,0,,,,,,
S041,8,A,1,Large,Extensive,With_Ads,2,HD,9.99
S041,8,B,0,Medium,None,Ad_Free,1,HD,19.99
S041,8,C,0,Large,None,With_Ads,4,4K,9.99
S041,8,None,0,,,,,,
S041,9,A,0,Large,Extensive,With_Ads,2,HD,19.99
S041,9,B,0,Medium,None,With_Ads,4,4K,19.99
S041,9,C,1,Medium,Extensive,Ad_Free,1,4K,19.99
S041,9,None,0,,,,,,
S041,10,A,0,Medium,Extensive,Ad_Free,2,HD,14.99
S041,10,B,0,Medium,None,With_Ads,2,4K,19.99
S041,10,C,1,Large,None,Ad_Free,1,4K,5.99
S041,10,None,0,,,,,,
S042,1,A,1,Small,None,Ad_Free,1,HD,14.99
S042,1,B,0,Small,Moderate,With_Ads,2,4K,9.99
S042,1,C,0,Small,Moderate,Ad_Free,1,HD,19.99
S042,1,None,0,,,,,,
S042,2,A,1,Small,Moderate,Ad_Free,4,4K,19.99
S042,2,B,0,Small,None,Ad_Free,1,4K,19.99
S042,2,C,0,Large,Extensive,Ad_Free,1,HD,5.99
S042,3,A,0,Large,Moderate,With_Ads,4,HD,9.99
S042,3,B,0,Large,Moderate,With_Ads,2,HD,19.99
S042,3,C,1,Medium,Extensive,Ad_Free,4,HD,14.99
S042,3,None,0,,,,,,
S042,4,A,0,Large,Extensive,With_Ads,4,HD,19.99
S042,4,B,0,Small,Extensive,With_Ads,2,4K,19.99
S042,4,C,1,Small,None,Ad_Free,2,4K,5.99
S042,4,None,0,,,,,,
S042,5,A,0,Small,None,Ad_Free,1,4K,9.99
S042,5,B,0,Medium,Moderate,Ad_Free,2,HD,5.99
S042,5,C,1,Small,Extensive,With_Ads,2,4K,9.99
S042,5,None,0,,,,,,
S042,6,A,0,Large,None,Ad_Free,4,4K,19.99
S042,6,B,0,Large,None,Ad_Free,1,4K,5.99
S042,6,C,1,Large,Extensive,Ad_Free,1,4K,5.99
S042,6,None,0,,,,,,
S042,7,A,0,Medium,None,With_Ads,2,HD,5.99
S042,7,B,0,Medium,Moderate,With_Ads,1,HD,9.99
S042,7,C,1,Large,Extensive,Ad_Free,2,HD,9.99
S042,7,None,0,,,,,,
S042,8,A,0,Small,Moderate,Ad_Free,2,4K,19.99
S042,8,B,0,Medium,None,Ad_Free,2,HD,5.99
S042,8,C,1,Small,Moderate,With_Ads,2,HD,9.99
S042,8,None,0,,,,,,
S042,9,A,0,Medium,Moderate,With_Ads,1,4K,19.99
S042,9,B,1,Large,Extensive,Ad_Free,2,4K,14.99
S042,9,C,0,Small,Extensive,With_Ads,4,4K,5.99
S042,9,None,0,,,,,,
S042,9,Netflix,0,Large,Extensive,Ad_Free,4,4K,15.99
S042,10,A,0,Small,Moderate,Ad_Free,1,4K,5.99
S042,10,B,0,Medium,None,Ad_Free,1,4K,14.99
S042,10,C,1,Medium,None,Ad_Free,2,HD,14.99
S042,10,None,0,,,,,,
S042,10,Netflix,0,Large,Extensive,Ad_Free,4,4K,15.99
S043,1,A,1,Large,None,Ad_Free,4,4K,19.99
S043,1,B,0,Small,None,With_Ads,4,HD,19.99
S043,1,C,0,Small,Extensive,Ad_Free,2,HD,14.99
S043,2,A,0,Large,Moderate,With_Ads,4,4K,14.99
S043,2,B,0,Large,Extensive,With_Ads,2,4K,14.99
S043,2,C,0,Medium,None,With_Ads,2,HD,9.99
S043,2,None,1,,,,,,
S043,3,A,1,Medium,Moderate,Ad_Free,2,HD,9.99
S043,3,B,0,Small,Moderate,With_Ads,1,HD,14.99
S043,3,C,0,Small,Extensive,Ad_Free,2,HD,5.99
S043,3,None,0,,,,,,
S043,4,A,0,Small,Extensive,Ad_Free,1,4K,14.99
S043,4,B,0,Small,Moderate,Ad_Free,4,HD,14.99
S043,4,C,1,Large,Extensive,With_Ads,4,HD,19.99
S043,4,None,0,,,,,,
S043,4,DisneyPlus,0,Medium,Extensive,Ad_Free,4,4K,10.99
S043,5,A,0,Small,None,Ad_Free,1,HD,9.99
S043,5,B,0,Medium,Extensive,With_Ads,4,HD,9.99
S043,5,C,1,Medium,Moderate,With_Ads,2,HD,9.99
S043,5,None,0,,,,,,
S043,6,A,0,Medium,Moderate,Ad_Free,2,4K,19.99
S043,6,B,0,Large,Moderate,With_Ads,4,4K,19.99
S043,6,C,1,Large,Moderate,Ad_Free,2,HD,14.99
S043,6,None,0,,,,,,
S043,7,A,0,Small,None,Ad_Free,2,4K,19.99
S043,7,B,1,Small,Extensive,Ad_Free,2,4K,5.99
S043,7,C,0,Large,Moderate,With_Ads,2,4K,19.99
S043,7,None,0,,,,,,
S043,7,Netflix,0,Large,Extensive,Ad_Free,4,4K,15.99
S043,8,A,0,Small,None,With_Ads,2,HD,9.99
S043,8,B,1,Small,Moderate,Ad_Free,4,HD,14.99
S043,8,C,0,Small,Moderate,With_Ads,1,HD,9.99
S043,8,None,0,,,,,,
S043,9,A,0,Large,Extensive,With_Ads,4,HD,5.99
S043,9,B,1,Medium,Moderate,Ad_Free,4,HD,9.99
S043,9,C,0,Small,Moderate,With_Ads,4,HD,5.99
S043,9,DisneyPlus,0,Medium,Extensive,Ad_Free,4,4K,10.99
S043,10,A,0,Small,None,With_Ads,2,4K,9.99
S043,10,B,1,Large,Moderate,With_Ads,2,4K,9.99
S043,10,C,0,Medium,None,Ad_Free,4,HD,5.99
S043,10,None,0,,,,,,
S044,1,A,0,Medium,None,With_Ads,2,HD,9.99
S044,1,B,1,Medium,None,Ad_Free,1,HD,5.99
S044,1,C,0,Large,Moderate,With_Ads,1,4K,19.99
S044,2,A,0,Medium,Extensive,With_Ads,2,HD,5.99
S044,2,B,1,Small,Extensive,Ad_Free,4,4K,9.99
S044,2,C,0,Medium,Extensive,Ad_Free,2,4K,5.99
S044,2,Netflix,0,Large,Extensive,Ad_Free,4,4K,15.99
S044,3,A,1,Medium,Extensive,With_Ads,1,4K,5.99
S044,3,B,0,Medium,None,Ad_Free,1,HD,19.99
S044,3,C,0,Small,Moderate,With_Ads,4,HD,9.99
S044,3,None,0,,,,,,
S044,4,A,0,Small,None,With_Ads,2,4K,9.99
S044,4,B,0,Medium,None,Ad_Free,1,HD,14.99
S044,4,C,1,Medium,Moderate,Ad_Free,4,4K,9.99
S044,4,None,0,,,,,,
S044,4,Netflix,0,Large,Extensive,Ad_Free,4,4K,15.99
S044,5,A,1,Large,None,Ad_Free,1,HD,9.99
S044,5,B,0,Small,None,Ad_Free,4,HD,14.99
S044,5,C,0,Medium,None,With_Ads,2,HD,14.99
S044,5,None,0,,,,,,
S044,6,A,0,Medium,None,With_Ads,4,4K,14.99
S044,6,B,1,Medium,Extensive,Ad_Free,2,HD,5.99
S044,6,C,0,Medium,Extensive,With_Ads,4,4K,19.99
S044,6,None,0,,,,,,
S044,7,A,1,Large,Extensive,With_Ads,2,4K,14.99
S044,7,B,0,Large,Extensive,Ad_Free,4,HD,14.99
S044,7,C,0,Medium,Extensive,With_Ads,4,4K,14.99
S044,7,None,0,,,,,,
S044,8,A,1,Medium,Extensive,Ad_Free,1,HD,9.99
S044,8,B,0,Small,Moderate,With_Ads,1,HD,9.99
S044,8,C,0,Medium,Extensive,With_Ads,2,HD,9.99
S044,8,None,0,,,,,,
S044,9,A,1,Medium,Extensive,Ad_Free,4,4K,14.99
S044,9,B,0,Small,None,With_Ads,1,4K,19.99
S044,9,C,0,Small,None,With_Ads,1,4K,9.99
S044,9,None,0,,,,,,
S044,10,A,0,Small,None,Ad_Free,1,HD,5.99
S044,10,B,1,Medium,Extensive,Ad_Free,1,4K,19.99
S044,10,C,0,Small,None,With_Ads,2,HD,14.99
S044,10,None,0,,,,,,
S045,1,A,0,Medium,Moderate,Ad_Free,1,4K,9.99
S045,1,B,1,Medium,None,Ad_Free,4,4K,5.99
S045,1,C,0,Medium,Moderate,With_Ads,2,HD,14.99
S045,1,None,0,,,,,,
S045,2,A,0,Small,None,With_Ads,4,4K,19.99
S045,2,B,0,Small,None,Ad_Free,2,4K,19.99
S045,2,C,1,Small,None,Ad_Free,4,HD,9.99
S045,2,None,0,,,,,,
S045,3,A,1,Medium,Moderate,With_Ads,4,4K,5.99
S045,3,B,0,Medium,Moderate,With_Ads,2,4K,9.99
