respondent_id,task_id,alternative_id,chosen,brand,screen_size,storage,battery_life,camera,price
R024,11,A,0,BrandZ,6.1,128,12,Standard,899
R024,11,B,0,iPhone,6.1,128,24,Professional,799
R024,11,C,1,Samsung,6.5,64,12,Standard,599
R024,11,None,0,,,,,,
R024,12,A,0,BrandX,6.5,128,24,Standard,699
R024,12,B,0,Samsung,6.1,128,24,Enhanced,699
R024,12,C,1,iPhone,5.5,256,24,Standard,599
R024,12,None,0,,,,,,
R025,1,A,0,BrandX,5.5,64,18,Standard,599
R025,1,B,0,BrandY,6.1,256,18,Standard,699
R025,1,C,1,iPhone,6.5,128,24,Enhanced,699
R025,1,None,0,,,,,,
R025,2,A,1,BrandY,5.5,64,24,Professional,599
R025,2,B,0,BrandY,6.0,64,18,Standard,699
R025,2,C,0,BrandX,5.5,64,12,Standard,899
R025,2,None,0,,,,,,
R025,3,A,1,BrandX,6.5,128,24,Standard,699
R025,3,B,0,Samsung,6.1,128,12,Standard,799
R025,3,C,0,BrandX,6.0,128,18,Professional,599
R025,3,D,0,iPhone,5.5,256,24,Professional,599
R025,4,A,0,BrandZ,6.5,256,18,Standard,499
R025,4,B,0,BrandX,6.0,256,12,Standard,899
R025,4,C,0,BrandY,6.5,256,18,Standard,599
R025,4,D,1,Samsung,6.0,128,18,Professional,799
R025,4,None,0,,,,,,
R025,5,A,0,iPhone,6.1,128,12,Professional,799
R025,5,B,1,Samsung,6.1,256,24,Professional,799
R025,5,C,0,iPhone,5.5,128,12,Enhanced,799
R025,5,None,0,,,,,,
R025,6,A,0,BrandZ,5.5,64,18,Standard,799
R025,6,B,0,BrandX,5.5,64,18,Professional,899
R025,6,C,1,BrandY,6.1,128,24,Enhanced,599
R025,7,A,0,BrandX,6.5,64,12,Enhanced,899
R025,7,B,0,BrandY,6.0,128,12,Enhanced,499
R025,7,C,0,Samsung,6.5,128,24,Enhanced,799
R025,7,D,1,BrandX,6.1,256,18,Professional,699
R025,7,None,0,,,,,,
R025,8,A,0,iPhone,6.0,64,12,Standard,599
R025,8,B,1,iPhone,6.5,128,12,Professional,799
R025,8,C,0,BrandY,5.5,128,12,Enhanced,699
R025,8,D,0,BrandZ,6.5,128,18,Standard,599
R025,8,None,0,,,,,,
R025,9,A,0,BrandZ,6.0,256,12,Professional,899
R025,9,B,0,Samsung,6.5,64,12,Enhanced,499
R025,9,C,1,BrandX,5.5,128,24,Professional,499
R025,9,None,0,,,,,,
R025,10,A,0,BrandY,6.1,256,24,Standard,699
R025,10,B,1,iPhone,6.5,128,24,Professional,899
R025,10,C,0,Samsung,6.0,64,24,Enhanced,699
R025,10,D,0,iPhone,5.5,256,24,Enhanced,499
R025,10,None,0,,,,,,
R025,11,A,0,BrandY,6.5,128,24,Professional,599
R025,11,B,1,iPhone,6.1,128,18,Professional,699
R025,11,C,0,BrandZ,6.0,128,24,Standard,699
R025,11,None,0,,,,,,
R025,12,A,1,BrandZ,6.0,128,24,Enhanced,499
R025,12,B,0,iPhone,6.1,128,24,Standard,599
R025,12,C,0,BrandY,5.5,128,18,Enhanced,499
R026,1,A,0,BrandZ,6.5,128,12,Enhanced,899
R026,1,B,0,BrandX,6.1,128,24,Standard,899
R026,1,C,1,iPhone,5.5,256,24,Enhanced,599
R026,1,None,0,,,,,,
R026,2,A,0,BrandZ,6.5,256,18,Professional,699
R026,2,B,0,BrandX,6.0,64,12,Standard,899
R026,2,C,1,BrandX,5.5,128,24,Standard,499
R026,2,None,0,,,,,,
R026,3,A,0,BrandX,6.1,256,24,Professional,799
R026,3,B,0,BrandX,5.5,64,12,Standard,599
R026,3,C,1,iPhone,5.5,256,12,Standard,599
R026,3,D,0,BrandY,6.0,256,12,Enhanced,899
R026,3,None,0,,,,,,
R026,4,A,0,BrandY,6.5,128,12,Enhanced,899
R026,4,B,1,Samsung,6.0,128,24,Enhanced,499
R026,4,C,0,BrandX,5.5,64,24,Professional,799
R026,5,A,0,iPhone,6.5,128,18,Professional,899
R026,5,B,0,BrandZ,6.5,64,24,Standard,899
R026,5,C,1,iPhone,6.5,256,18,Professional,499
R026,5,None,0,,,,,,
R026,6,A,1,iPhone,6.0,128,24,Standard,799
R026,6,B,0,BrandX,6.5,64,24,Standard,899
R026,6,C,0,BrandX,6.5,64,18,Professional,799
R026,6,D,0,BrandY,6.1,128,12,Professional,599
R026,6,None,0,,,,,,
R026,7,A,0,BrandY,6.5,128,12,Standard,899
R026,7,B,1,iPhone,5.5,128,18,Enhanced,599
R026,7,C,0,Samsung,5.5,64,18,Enhanced,499
R026,7,None,0,,,,,,
R026,8,A,0,Samsung,5.5,256,12,Enhanced,799
R026,8,B,0,iPhone,5.5,256,24,Standard,899
R026,8,C,1,iPhone,5.5,64,24,Standard,599
R026,9,A,1,iPhone,6.0,256,18,Enhanced,599
R026,9,B,0,iPhone,6.0,128,18,Standard,599
R026,9,C,0,BrandY,6.1,128,24,Standard,499
R026,9,D,0,BrandX,6.1,256,18,Enhanced,599
R026,9,None,0,,,,,,
R026,10,A,0,BrandY,6.1,64,18,Standard,499
R026,10,B,0,BrandZ,5.5,64,18,Enhanced,799
R026,10,C,1,Samsung,6.5,64,18,Standard,599
R026,10,D,0,BrandZ,5.5,256,24,Professional,899
R026,11,A,1,BrandX,5.5,128,24,Professional,599
R026,11,B,0,BrandY,6.5,256,12,Professional,899
R026,11,C,0,BrandZ,6.5,256,18,Professional,799
R026,11,None,0,,,,,,
R026,12,A,0,Samsung,5.5,256,24,Enhanced,899
R026,12,B,0,BrandX,6.0,64,12,Professional,899
R026,12,C,1,BrandX,6.0,128,24,Enhanced,899
R026,12,None,0,,,,,,
R027,1,A,0,BrandX,6.1,128,24,Professional,899
R027,1,B,1,Samsung,6.5,256,24,Standard,499
R027,1,C,0,BrandX,6.0,128,18,Standard,599
R027,1,None,0,,,,,,
R027,2,A,0,BrandZ,6.5,256,24,Professional,799
R027,2,B,1,BrandX,6.5,256,18,Enhanced,799
R027,2,C,0,BrandY,6.0,64,24,Standard,799
R027,2,None,0,,,,,,
R027,3,A,1,BrandY,6.5,64,24,Standard,899
R027,3,B,0,BrandX,5.5,256,18,Standard,499
R027,3,C,0,BrandX,6.1,64,24,Standard,499
R027,3,None,0,,,,,,
R027,4,A,0,BrandX,6.1,64,12,Professional,799
R027,4,B,1,iPhone,5.5,256,18,Standard,499
R027,4,C,0,BrandY,6.5,256,18,Professional,799
R027,5,A,1,Samsung,6.5,128,24,Enhanced,599
R027,5,B,0,BrandX,5.5,256,24,Professional,799
R027,5,C,0,BrandY,6.0,128,18,Professional,499
R027,6,A,0,iPhone,6.1,256,24,Standard,899
R027,6,B,1,iPhone,6.0,256,24,Professional,499
R027,6,C,0,BrandZ,6.0,128,24,Standard,499
R027,6,None,0,,,,,,
R027,7,A,0,iPhone,6.1,128,24,Standard,799
R027,7,B,1,iPhone,6.1,128,12,Enhanced,499
R027,7,C,0,BrandZ,6.1,128,18,Standard,499
R027,7,D,0,iPhone,6.0,128,12,Standard,699
R027,7,None,0,,,,,,
R027,8,A,0,BrandY,5.5,128,12,Enhanced,699
R027,8,B,0,BrandX,6.5,64,12,Standard,599
R027,8,C,1,BrandZ,6.0,128,24,Professional,799
R027,9,A,1,BrandY,5.5,128,24,Standard,499
R027,9,B,0,BrandX,5.5,64,24,Professional,599
R027,9,C,0,BrandX,6.5,128,12,Professional,899
R027,9,None,0,,,,,,
R027,10,A,0,BrandZ,6.5,64,12,Enhanced,899
R027,10,B,0,BrandX,6.0,64,12,Enhanced,699
R027,10,C,1,BrandZ,6.1,256,18,Enhanced,599
R027,10,D,0,BrandZ,6.1,64,12,Professional,899
R027,10,None,0,,,,,,
R027,11,A,0,BrandX,6.1,256,18,Enhanced,599
R027,11,B,0,BrandX,6.1,64,18,Professional,699
R027,11,C,1,iPhone,6.0,256,12,Professional,799
R027,11,None,0,,,,,,
R027,12,A,0,BrandY,5.5,256,24,Standard,899
R027,12,B,0,iPhone,6.5,256,12,Enhanced,799
R027,12,C,1,BrandZ,6.1,128,12,Professional,499
R027,12,D,0,iPhone,6.5,128,12,Enhanced,499
R027,12,None,0,,,,,,
R028,1,A,1,iPhone,6.0,256,18,Standard,699
R028,1,B,0,BrandZ,6.5,64,24,Standard,899
R028,1,C,0,BrandZ,6.0,64,24,Standard,499
R028,1,None,0,,,,,,
R028,2,A,0,Samsung,5.5,256,24,Professional,899
R028,2,B,1,BrandX,6.5,64,18,Professional,499
R028,2,C,0,BrandX,6.5,128,18,Standard,899
R028,2,None,0,,,,,,
R028,3,A,1,BrandX,5.5,128,12,Enhanced,499
R028,3,B,0,BrandZ,5.5,256,12,Professional,799
R028,3,C,0,iPhone,6.0,64,12,Enhanced,699
R028,3,D,0,iPhone,5.5,64,18,Enhanced,499
R028,3,None,0,,,,,,
R028,4,A,1,iPhone,6.1,256,12,Standard,899
R028,4,B,0,BrandZ,6.5,64,24,Enhanced,899
R028,4,C,0,iPhone,5.5,64,12,Enhanced,699
R028,5,A,1,iPhone,6.1,256,24,Enhanced,499
R028,5,B,0,iPhone,5.5,256,12,Enhanced,799
R028,5,C,0,BrandY,5.5,256,18,Standard,899
R028,5,D,0,BrandZ,5.5,128,18,Enhanced,799
R028,6,A,0,BrandZ,6.1,256,12,Standard,499
R028,6,B,1,iPhone,5.5,256,12,Professional,599
R028,6,C,0,BrandZ,6.1,128,18,Enhanced,899
R028,6,D,0,BrandY,6.0,64,12,Standard,499
R028,6,None,0,,,,,,
R028,7,A,0,BrandX,6.1,128,18,Standard,899
R028,7,B,0,BrandZ,6.0,64,12,Professional,899
R028,7,C,1,iPhone,6.5,128,12,Standard,599
R028,7,D,0,iPhone,6.1,64,24,Enhanced,799
R028,7,None,0,,,,,,
R028,8,A,1,iPhone,6.5,64,18,Standard,499
R028,8,B,0,Samsung,6.0,128,24,Standard,599
R028,8,C,0,BrandY,6.1,256,18,Standard,799
R028,8,None,0,,,,,,
R028,9,A,1,BrandZ,6.1,64,12,Standard,599
R028,9,B,0,BrandX,6.0,64,18,Professional,599
R028,9,C,0,BrandX,6.0,64,12,Standard,599
R028,10,A,0,iPhone,6.1,64,18,Enhanced,599
R028,10,B,1,BrandX,6.1,256,12,Professional,899
R028,10,C,0,BrandY,5.5,64,12,Standard,599
R028,10,D,0,Samsung,6.5,256,18,Enhanced,899
R028,10,None,0,,,,,,
R028,11,A,1,Samsung,6.1,64,12,Professional,699
R028,11,B,0,Samsung,6.5,64,24,Standard,799
R028,11,C,0,BrandZ,5.5,64,24,Enhanced,899
R028,11,None,0,,,,,,
R028,12,A,1,BrandX,6.5,256,24,Professional,499
R028,12,B,0,Samsung,6.0,64,18,Standard,799
R028,12,C,0,Samsung,6.1,128,18,Professional,599
R028,12,D,0,BrandX,6.1,256,12,Standard,499
R028,12,None,0,,,,,,
R029,1,A,0,iPhone,6.1,64,18,Professional,899
R029,1,B,0,BrandZ,5.5,128,12,Standard,499
R029,1,C,1,iPhone,6.1,64,24,Standard,699
R029,1,None,0,,,,,,
R029,2,A,0,BrandZ,6.1,64,18,Enhanced,699
R029,2,B,0,BrandY,6.5,256,24,Standard,799
R029,2,C,1,BrandZ,6.0,128,12,Standard,599
R029,2,None,0,,,,,,
R029,3,A,0,BrandX,5.5,128,12,Enhanced,799
R029,3,B,0,Samsung,6.5,128,24,Standard,699
R029,3,C,0,Samsung,6.0,128,24,Standard,799
R029,3,D,0,BrandX,6.1,64,18,Enhanced,799
R029,3,None,1,,,,,,
R029,4,A,1,BrandZ,6.5,128,12,Enhanced,499
R029,4,B,0,BrandZ,6.5,64,18,Standard,699
R029,4,C,0,BrandZ,6.5,256,18,Standard,599
R029,4,None,0,,,,,,
R029,5,A,0,Samsung,5.5,128,18,Standard,599
R029,5,B,0,BrandX,5.5,128,12,Enhanced,899
R029,5,C,1,iPhone,6.0,128,18,Enhanced,599
R029,6,A,0,Samsung,6.0,64,18,Enhanced,799
R029,6,B,0,Samsung,6.1,256,12,Professional,799
R029,6,C,0,BrandX,6.0,64,12,Enhanced,499
R029,6,D,1,BrandY,6.0,256,18,Professional,799
R029,6,None,0,,,,,,
R029,7,A,0,BrandY,6.0,128,12,Standard,899
R029,7,B,0,BrandY,6.5,128,24,Standard,899
R029,7,C,1,iPhone,6.5,256,12,Standard,599
R029,7,None,0,,,,,,
R029,8,A,1,BrandY,6.5,256,12,Enhanced,499
R029,8,B,0,iPhone,6.1,128,18,Standard,699
R029,8,C,0,Samsung,5.5,128,12,Standard,799
R029,8,None,0,,,,,,
R029,9,A,0,BrandY,6.5,128,12,Standard,899
R029,9,B,1,Samsung,6.5,64,18,Enhanced,599
R029,9,C,0,Samsung,5.5,256,12,Standard,699
R029,9,None,0,,,,,,
R029,10,A,0,Samsung,6.5,128,12,Standard,499
R029,10,B,0,BrandZ,6.0,128,24,Standard,899
R029,10,C,1,iPhone,6.5,256,18,Enhanced,499
R029,10,None,0,,,,,,
R029,11,A,0,BrandY,5.5,64,18,Standard,499
R029,11,B,0,Samsung,5.5,256,12,Professional,599
R029,11,C,0,iPhone,6.5,256,12,Enhanced,699
R029,11,None,1,,,,,,
R029,12,A,0,Samsung,6.0,64,18,Enhanced,599
R029,12,B,0,iPhone,6.5,256,18,Standard,799
R029,12,C,0,Samsung,6.5,64,12,Professional,699
R029,12,None,1,,,,,,
R030,1,A,1,Samsung,6.1,64,24,Professional,699
R030,1,B,0,BrandY,5.5,128,12,Professional,899
R030,1,C,0,BrandY,6.5,256,24,Professional,599
R030,1,D,0,BrandZ,5.5,64,12,Professional,499
R030,1,None,0,,,,,,
R030,2,A,0,Samsung,6.0,128,12,Professional,499
R030,2,B,1,Samsung,6.5,256,18,Standard,699
R030,2,C,0,BrandX,5.5,256,18,Professional,699
R030,2,None,0,,,,,,
R030,3,A,1,Samsung,6.5,256,18,Standard,799
R030,3,B,0,iPhone,5.5,128,12,Standard,499
R030,3,C,0,Samsung,6.0,64,12,Standard,899
R030,3,None,0,,,,,,
R030,4,A,0,BrandX,6.0,256,12,Standard,799
R030,4,B,0,Samsung,6.0,128,18,Professional,799
R030,4,C,1,Samsung,6.1,128,12,Enhanced,799
R030,4,D,0,BrandY,6.0,128,18,Enhanced,899
R030,4,None,0,,,,,,
R030,5,A,1,BrandZ,6.0,256,24,Standard,699
R030,5,B,0,BrandY,6.5,128,18,Enhanced,799
R030,5,C,0,BrandZ,6.5,64,18,Standard,799
R030,5,None,0,,,,,,
R030,6,A,0,BrandY,6.5,128,18,Professional,699
R030,6,B,0,BrandY,6.5,128,24,Professional,499
R030,6,C,1,BrandY,5.5,64,18,Professional,599
R030,6,None,0,,,,,,
R030,7,A,0,iPhone,6.5,128,24,Standard,599
R030,7,B,0,BrandY,5.5,128,24,Professional,499
R030,7,C,1,Samsung,6.1,256,18,Professional,599
R030,7,None,0,,,,,,
R030,8,A,0,BrandY,6.5,256,24,Standard,899
R030,8,B,1,Samsung,6.5,64,18,Enhanced,699
R030,8,C,0,BrandZ,6.5,256,18,Professional,799
R030,8,None,0,,,,,,
R030,9,A,1,Samsung,6.5,256,18,Standard,599
R030,9,B,0,BrandY,5.5,64,12,Professional,799
R030,9,C,0,BrandZ,6.5,256,18,Professional,799
R030,9,None,0,,,,,,
R030,10,A,0,BrandY,6.0,64,12,Standard,599
R030,10,B,0,Samsung,6.1,128,18,Professional,899
R030,10,C,1,iPhone,6.0,64,18,Standard,799
R030,10,None,0,,,,,,
R030,11,A,1,iPhone,5.5,64,12,Professional,499
R030,11,B,0,BrandY,6.1,128,18,Enhanced,899
R030,11,C,0,BrandY,6.1,128,24,Enhanced,699
R030,12,A,0,BrandX,6.1,64,12,Enhanced,799
R030,12,B,0,Samsung,5.5,256,12,Professional,699
R030,12,C,1,Samsung,6.1,128,24,Professional,799
R030,12,None,0,,,,,,
R031,1,A,1,BrandY,5.5,128,18,Enhanced,499
R031,1,B,0,BrandY,6.1,256,12,Professional,599
R031,1,C,0,BrandZ,5.5,64,18,Standard,699
R031,1,D,0,BrandZ,6.5,64,18,Standard,799
R031,1,None,0,,,,,,
R031,2,A,0,BrandX,6.5,128,12,Professional,699
R031,2,B,0,BrandY,5.5,256,12,Professional,799
R031,2,C,1,iPhone,6.1,64,24,Professional,499
R031,2,None,0,,,,,,
R031,3,A,1,Samsung,6.0,128,12,Enhanced,499
R031,3,B,0,iPhone,5.5,128,24,Professional,599
R031,3,C,0,iPhone,6.1,64,18,Enhanced,899
R031,3,D,0,iPhone,6.1,64,24,Professional,599
R031,4,A,0,BrandZ,6.0,64,18,Standard,899
R031,4,B,1,BrandY,6.1,64,18,Standard,799
R031,4,C,0,BrandY,6.0,256,18,Standard,499
R031,4,None,0,,,,,,
R031,5,A,0,BrandY,6.1,256,18,Standard,699
R031,5,B,0,Samsung,6.0,256,12,Professional,499
R031,5,C,1,Samsung,6.5,256,18,Enhanced,599
R031,6,A,0,BrandY,6.5,64,24,Professional,699
R031,6,B,0,BrandX,6.0,256,24,Enhanced,499
R031,6,C,1,Samsung,6.1,256,12,Professional,699
R031,6,None,0,,,,,,
R031,7,A,1,Samsung,6.0,256,12,Professional,499
R031,7,B,0,BrandX,5.5,256,12,Enhanced,799
R031,7,C,0,Samsung,5.5,64,18,Enhanced,599
R031,8,A,0,Samsung,6.5,64,12,Standard,599
R031,8,B,1,BrandY,6.5,128,24,Professional,599
R031,8,C,0,BrandY,5.5,128,24,Enhanced,699
R031,8,D,0,BrandY,6.1,64,12,Standard,499
R031,8,None,0,,,,,,
R031,9,A,1,BrandZ,6.0,128,18,Professional,799
R031,9,B,0,BrandX,6.0,64,18,Standard,899
R031,9,C,0,Samsung,6.5,256,12,Enhanced,899
R031,10,A,1,Samsung,5.5,64,24,Professional,599
R031,10,B,0,iPhone,6.5,128,12,Standard,599
R031,10,C,0,BrandZ,6.0,256,12,Standard,899
R031,10,None,0,,,,,,
R031,11,A,0,BrandY,5.5,64,18,Standard,899
R031,11,B,0,BrandX,6.5,64,24,Enhanced,699
R031,11,C,1,BrandZ,6.1,256,24,Professional,599
R031,11,None,0,,,,,,
R031,12,A,1,BrandZ,6.0,256,18,Enhanced,599
R031,12,B,0,BrandZ,6.5,64,24,Enhanced,699
R031,12,C,0,BrandY,6.0,128,18,Standard,699
R031,12,None,0,,,,,,
R032,1,A,0,BrandY,6.0,128,18,Enhanced,499
R032,1,B,0,BrandZ,6.0,64,18,Standard,899
R032,1,C,1,iPhone,6.5,64,18,Professional,499
R032,1,None,0,,,,,,
R032,2,A,0,BrandY,5.5,64,12,Professional,699
R032,2,B,0,BrandZ,6.5,64,24,Enhanced,899
R032,2,C,1,BrandX,6.1,256,12,Standard,599
R032,2,None,0,,,,,,
R032,3,A,0,BrandY,6.0,128,12,Professional,899
R032,3,B,0,Samsung,6.0,64,18,Professional,699
R032,3,C,1,iPhone,6.1,256,12,Professional,899
R032,3,D,0,BrandY,6.5,64,18,Enhanced,799
R032,3,None,0,,,,,,
R032,4,A,0,BrandY,6.1,64,24,Standard,499
R032,4,B,1,Samsung,5.5,64,24,Standard,499
R032,4,C,0,BrandX,6.5,64,18,Professional,899
R032,5,A,1,BrandY,5.5,256,12,Professional,499
R032,5,B,0,BrandY,6.1,64,24,Professional,899
R032,5,C,0,BrandZ,5.5,256,18,Standard,899
R032,6,A,0,iPhone,6.5,128,18,Standard,699
R032,6,B,0,iPhone,6.1,256,12,Professional,499
R032,6,C,1,BrandX,6.1,128,18,Enhanced,599
R032,6,None,0,,,,,,
R032,7,A,0,BrandY,6.5,64,18,Standard,899
R032,7,B,0,BrandY,6.1,128,18,Standard,499
R032,7,C,1,BrandX,6.0,128,18,Standard,499
R032,7,None,0,,,,,,
R032,8,A,1,Samsung,6.5,128,18,Enhanced,699
R032,8,B,0,BrandY,6.0,256,18,Standard,799
R032,8,C,0,BrandY,6.0,64,18,Professional,799
R032,8,None,0,,,,,,
R032,9,A,1,BrandY,6.5,256,18,Standard,599
R032,9,B,0,Samsung,6.5,256,18,Standard,799
R032,9,C,0,BrandY,6.5,256,24,Standard,699
R032,9,None,0,,,,,,
R032,10,A,1,iPhone,6.0,64,18,Professional,499
R032,10,B,0,Samsung,5.5,256,18,Enhanced,899
R032,10,C,0,iPhone,6.5,128,18,Enhanced,799
R032,10,None,0,,,,,,
R032,11,A,0,iPhone,6.1,256,12,Professional,799
R032,11,B,0,Samsung,6.5,256,12,Professional,899
R032,11,C,1,BrandZ,6.0,64,24,Professional,599
R032,11,None,0,,,,,,
R032,12,A,1,iPhone,6.5,128,24,Enhanced,599
R032,12,B,0,Samsung,6.1,128,18,Standard,899
R032,12,C,0,BrandY,5.5,128,12,Enhanced,699
R032,12,None,0,,,,,,
R033,1,A,0,BrandX,6.5,128,18,Enhanced,499
R033,1,B,1,iPhone,5.5,256,24,Standard,699
R033,1,C,0,BrandX,6.1,256,24,Professional,899
R033,1,None,0,,,,,,
R033,2,A,0,iPhone,6.0,64,24,Enhanced,499
R033,2,B,1,iPhone,6.1,128,24,Enhanced,599
R033,2,C,0,BrandZ,6.0,64,12,Standard,799
R033,2,None,0,,,,,,
R033,3,A,0,BrandX,6.5,256,24,Standard,799
R033,3,B,1,iPhone,6.5,128,24,Professional,499
R033,3,C,0,Samsung,6.1,256,12,Enhanced,499
R033,4,A,0,BrandY,5.5,64,18,Professional,799
R033,4,B,0,BrandZ,6.5,128,24,Enhanced,599
R033,4,C,0,Samsung,5.5,64,24,Standard,899
R033,4,D,1,iPhone,6.5,256,24,Professional,899
R033,4,None,0,,,,,,
R033,5,A,0,BrandX,6.0,128,12,Professional,599
R033,5,B,1,Samsung,5.5,64,24,Enhanced,899
R033,5,C,0,BrandX,6.1,64,24,Professional,699
R033,5,None,0,,,,,,
R033,6,A,0,BrandX,6.0,256,18,Standard,699
R033,6,B,1,iPhone,5.5,256,24,Professional,799
R033,6,C,0,BrandX,6.0,128,12,Enhanced,699
R033,6,None,0,,,,,,
R033,7,A,0,BrandY,5.5,128,12,Enhanced,599
R033,7,B,1,Samsung,6.0,256,18,Professional,599
R033,7,C,0,BrandX,5.5,128,12,Standard,799
R033,7,None,0,,,,,,
R033,8,A,0,iPhone,6.0,256,12,Professional,499
R033,8,B,0,BrandY,6.5,64,12,Standard,499
R033,8,C,0,Samsung,6.0,64,18,Standard,899
R033,8,D,1,iPhone,5.5,64,24,Professional,699
R033,9,A,0,BrandX,6.1,128,12,Standard,499
R033,9,B,0,BrandZ,6.1,256,24,Standard,499
R033,9,C,1,iPhone,5.5,256,18,Standard,899
R033,10,A,0,BrandY,6.5,64,18,Professional,699
R033,10,B,0,Samsung,6.5,256,24,Standard,799
R033,10,C,1,Samsung,5.5,64,12,Enhanced,699
R033,10,None,0,,,,,,
R033,11,A,0,BrandZ,6.1,256,12,Professional,799
R033,11,B,1,Samsung,6.1,256,18,Enhanced,499
R033,11,C,0,BrandX,6.5,256,18,Enhanced,499
R033,11,D,0,iPhone,6.0,256,12,Enhanced,599
R033,11,None,0,,,,,,
R033,12,A,1,Samsung,5.5,128,12,Standard,799
R033,12,B,0,BrandX,6.1,128,18,Enhanced,799
R033,12,C,0,BrandZ,6.1,64,24,Standard,799
R033,12,None,0,,,,,,
R034,1,A,0,BrandX,6.5,64,12,Standard,699
R034,1,B,0,BrandX,6.0,128,18,Standard,899
R034,1,C,1,BrandY,6.0,64,12,Standard,599
R034,1,None,0,,,,,,
R034,2,A,0,BrandX,5.5,256,12,Professional,899
R034,2,B,1,iPhone,6.5,256,12,Standard,599
R034,2,C,0,BrandX,6.0,64,12,Standard,499
R034,2,D,0,BrandZ,6.5,64,12,Enhanced,599
R034,2,None,0,,,,,,
R034,3,A,0,iPhone,5.5,256,12,Professional,599
R034,3,B,0,iPhone,6.5,128,24,Enhanced,899
R034,3,C,1,BrandX,6.1,256,12,Enhanced,599
R034,3,None,0,,,,,,
R034,4,A,0,BrandZ,5.5,64,18,Standard,899
R034,4,B,0,BrandZ,5.5,256,18,Enhanced,699
R034,4,C,0,BrandY,6.5,64,12,Enhanced,799
R034,4,D,0,Samsung,6.1,64,12,Standard,699
R034,4,None,1,,,,,,
R034,5,A,0,Samsung,6.0,256,12,Standard,699
R034,5,B,1,iPhone,5.5,256,18,Standard,499
R034,5,C,0,BrandX,5.5,128,12,Enhanced,699
R034,6,A,0,Samsung,5.5,128,18,Professional,899
R034,6,B,1,iPhone,6.0,64,24,Enhanced,799
R034,6,C,0,BrandZ,5.5,128,12,Standard,799
R034,6,None,0,,,,,,
R034,7,A,1,Samsung,6.1,128,12,Enhanced,699
R034,7,B,0,BrandX,6.5,64,24,Professional,799
R034,7,C,0,Samsung,6.0,256,24,Standard,599
R034,7,None,0,,,,,,
R034,8,A,1,BrandY,5.5,128,18,Standard,699
R034,8,B,0,Samsung,5.5,128,24,Enhanced,699
R034,8,C,0,iPhone,5.5,64,24,Enhanced,699
R034,9,A,0,iPhone,6.5,64,18,Enhanced,799
R034,9,B,1,BrandY,6.0,128,18,Professional,899
R034,9,C,0,BrandX,6.1,64,24,Enhanced,899
R034,9,None,0,,,,,,
R034,10,A,0,Samsung,5.5,64,12,Enhanced,799
R034,10,B,0,Samsung,6.5,64,12,Enhanced,799
R034,10,C,1,iPhone,6.1,128,18,Professional,899
R034,11,A,0,BrandY,6.0,128,18,Standard,699
R034,11,B,0,BrandX,6.5,64,24,Professional,799
R034,11,C,1,iPhone,6.1,128,12,Professional,599
R034,11,D,0,BrandY,6.0,256,12,Enhanced,899
R034,11,None,0,,,,,,
R034,12,A,0,BrandY,6.1,128,24,Standard,499
R034,12,B,1,Samsung,5.5,128,18,Standard,699
R034,12,C,0,BrandY,6.5,256,12,Professional,699
R034,12,None,0,,,,,,
R035,1,A,0,BrandX,6.5,64,24,Professional,599
R035,1,B,0,iPhone,6.0,128,24,Professional,699
R035,1,C,0,iPhone,6.0,128,12,Enhanced,699
R035,1,D,1,iPhone,6.5,128,24,Professional,499
R035,2,A,0,iPhone,6.0,256,12,Enhanced,899
R035,2,B,1,Samsung,6.5,64,18,Standard,599
R035,2,C,0,BrandZ,5.5,128,18,Standard,699
R035,3,A,0,BrandY,6.5,128,18,Professional,799
R035,3,B,0,BrandZ,6.1,64,12,Enhanced,799
R035,3,C,1,BrandX,6.0,256,24,Standard,899
R035,3,D,0,BrandY,6.5,128,24,Professional,799
R035,3,None,0,,,,,,
R035,4,A,0,BrandZ,6.5,64,18,Professional,899
R035,4,B,0,BrandZ,5.5,256,18,Professional,899
R035,4,C,1,iPhone,6.1,128,12,Standard,799
R035,4,None,0,,,,,,
R035,5,A,0,BrandY,6.5,64,18,Standard,899
R035,5,B,0,BrandX,6.1,256,18,Enhanced,799
R035,5,C,0,Samsung,5.5,128,12,Standard,499
R035,5,D,1,Samsung,6.1,256,24,Professional,699
R035,5,None,0,,,,,,
R035,6,A,0,Samsung,6.5,256,12,Enhanced,699
R035,6,B,1,BrandZ,6.0,128,12,Standard,599
R035,6,C,0,BrandZ,5.5,256,24,Enhanced,699
R035,6,D,0,BrandZ,6.0,128,12,Standard,499
R035,6,None,0,,,,,,
R035,7,A,0,BrandZ,6.5,64,24,Professional,599
R035,7,B,0,BrandY,6.1,64,12,Professional,599
R035,7,C,1,BrandX,6.0,256,12,Professional,799
R035,7,None,0,,,,,,
R035,8,A,1,iPhone,6.5,256,12,Standard,599
R035,8,B,0,BrandX,6.1,64,12,Standard,799
R035,8,C,0,BrandX,6.0,128,12,Enhanced,499
R035,8,None,0,,,,,,
R035,9,A,1,BrandY,6.0,64,18,Standard,599
R035,9,B,0,BrandZ,5.5,64,18,Enhanced,799
R035,9,C,0,BrandZ,5.5,64,24,Professional,699
R035,10,A,0,Samsung,6.1,64,12,Standard,699
R035,10,B,1,Samsung,6.0,64,24,Professional,599
R035,10,C,0,BrandX,6.1,128,12,Standard,699
