respondent_id,task_id,alternative_id,chosen,course_format,weekly_hours,assessment_style
S013,19,D,0,Traditional_Lecture,3.5,CaseStudies
S013,19,None,0,,,
S013,20,A,0,Competitor_HybridOnline,2.5,Exams
S013,20,B,1,Competitor_ProjectBased,3.5,Mixed
S013,20,C,0,Traditional_Lecture,6.5,Exams
S013,20,D,0,Competitor_HybridOnline,5.5,Mixed
S013,20,None,0,,,
S013,21,A,1,Traditional_Lecture,3.5,CaseStudies
S013,21,B,0,Competitor_HybridOnline,2.5,Projects
S013,21,C,0,Competitor_ProjectBased,3.5,Exams
S013,21,D,0,Competitor_FlippedClassroom,6.5,Projects
S013,21,None,0,,,
S013,22,A,1,Traditional_Lecture,4.5,Projects
S013,22,B,0,Traditional_Lecture,3.5,Exams
S013,22,C,0,Competitor_ProjectBased,5.5,Mixed
S013,22,D,0,Competitor_HybridOnline,5.5,Projects
S013,22,None,0,,,
S013,23,A,0,Traditional_Lecture,8.0,Exams
S013,23,B,0,Traditional_Lecture,6.5,Mixed
S013,23,C,0,Competitor_ProjectBased,4.5,Mixed
S013,23,D,0,Competitor_FlippedClassroom,6.5,Projects
S013,23,None,1,,,
S013,24,A,0,Competitor_HybridOnline,5.5,Exams
S013,24,B,1,Competitor_ProjectBased,3.5,CaseStudies
S013,24,C,0,Traditional_Lecture,6.5,Exams
S013,24,D,0,Competitor_ProjectBased,4.5,Exams
S013,24,None,0,,,
S013,25,A,0,Competitor_ProjectBased,6.5,Mixed
S013,25,B,0,Competitor_HybridOnline,5.5,CaseStudies
S013,25,C,1,Competitor_FlippedClassroom,4.5,CaseStudies
S013,25,D,0,Competitor_HybridOnline,6.5,Exams
S013,25,None,0,,,
S013,26,A,0,Competitor_HybridOnline,2.5,Mixed
S013,26,B,0,Traditional_Lecture,5.5,Projects
S013,26,C,0,Competitor_FlippedClassroom,4.5,CaseStudies
S013,26,D,1,Competitor_ProjectBased,6.5,Exams
S013,26,None,0,,,
S013,27,A,1,Competitor_ProjectBased,3.5,Mixed
S013,27,B,0,Traditional_Lecture,5.5,Mixed
S013,27,C,0,Traditional_Lecture,6.5,Projects
S013,27,D,0,Competitor_HybridOnline,4.5,Mixed
S013,27,None,0,,,
S013,28,A,0,Competitor_FlippedClassroom,6.5,Mixed
S013,28,B,1,Competitor_FlippedClassroom,8.0,Projects
S013,28,C,0,Competitor_HybridOnline,8.0,Projects
S013,28,D,0,Competitor_FlippedClassroom,8.0,Projects
S013,28,None,0,,,
S013,29,A,0,Competitor_ProjectBased,3.5,Projects
S013,29,B,0,Competitor_FlippedClassroom,3.5,Mixed
S013,29,C,0,Competitor_FlippedClassroom,2.5,Exams
S013,29,D,1,Traditional_Lecture,8.0,CaseStudies
S013,29,None,0,,,
S013,30,A,0,Traditional_Lecture,6.5,Exams
S013,30,B,1,Competitor_HybridOnline,4.5,Mixed
S013,30,C,0,Competitor_HybridOnline,6.5,Mixed
S013,30,D,0,Competitor_HybridOnline,3.5,Mixed
S013,30,None,0,,,
S014,1,A,0,Competitor_HybridOnline,3.5,Projects
S014,1,B,0,Traditional_Lecture,6.5,CaseStudies
S014,1,C,0,Competitor_HybridOnline,6.5,Exams
S014,1,D,1,Competitor_ProjectBased,5.5,Projects
S014,1,None,0,,,
S014,2,A,0,Competitor_HybridOnline,2.5,CaseStudies
S014,2,B,0,Competitor_ProjectBased,8.0,Exams
S014,2,C,1,Traditional_Lecture,8.0,Projects
S014,2,D,0,Competitor_HybridOnline,6.5,Exams
S014,2,None,0,,,
S014,3,A,0,Competitor_ProjectBased,4.5,Mixed
S014,3,B,1,Competitor_FlippedClassroom,6.5,Mixed
S014,3,C,0,Competitor_FlippedClassroom,4.5,CaseStudies
S014,3,D,0,Competitor_ProjectBased,4.5,Projects
S014,3,None,0,,,
S014,4,A,0,Competitor_HybridOnline,5.5,Projects
S014,4,B,0,Competitor_HybridOnline,8.0,Mixed
S014,4,C,0,Competitor_ProjectBased,5.5,Mixed
S014,4,D,1,Competitor_HybridOnline,3.5,Projects
S014,4,None,0,,,
S014,5,A,0,Competitor_FlippedClassroom,2.5,Mixed
S014,5,B,0,Competitor_FlippedClassroom,6.5,CaseStudies
S014,5,C,0,Competitor_HybridOnline,3.5,Projects
S014,5,D,0,Competitor_FlippedClassroom,5.5,Exams
S014,5,None,1,,,
S014,6,A,1,Competitor_FlippedClassroom,5.5,CaseStudies
S014,6,B,0,Competitor_FlippedClassroom,8.0,Mixed
S014,6,C,0,Competitor_HybridOnline,4.5,Mixed
S014,6,D,0,Traditional_Lecture,5.5,Exams
S014,6,None,0,,,
S014,7,A,0,Competitor_FlippedClassroom,2.5,Projects
S014,7,B,0,Competitor_ProjectBased,5.5,Exams
S014,7,C,0,Competitor_HybridOnline,8.0,Mixed
S014,7,D,1,Competitor_ProjectBased,4.5,Mixed
S014,7,None,0,,,
S014,8,A,0,Competitor_ProjectBased,4.5,Exams
S014,8,B,1,Competitor_HybridOnline,2.5,Mixed
S014,8,C,0,Competitor_FlippedClassroom,6.5,Projects
S014,8,D,0,Competitor_ProjectBased,4.5,Mixed
S014,8,None,0,,,
S014,9,A,0,Competitor_HybridOnline,8.0,CaseStudies
S014,9,B,0,Traditional_Lecture,5.5,Mixed
S014,9,C,1,Competitor_HybridOnline,8.0,Projects
S014,9,D,0,Competitor_FlippedClassroom,8.0,Mixed
S014,9,None,0,,,
S014,10,A,1,Competitor_HybridOnline,8.0,CaseStudies
S014,10,B,0,Traditional_Lecture,2.5,Projects
S014,10,C,0,Competitor_ProjectBased,3.5,Mixed
S014,10,D,0,Competitor_ProjectBased,8.0,Mixed
S014,10,None,0,,,
S014,11,A,1,Competitor_ProjectBased,6.5,CaseStudies
S014,11,B,0,Competitor_ProjectBased,5.5,Mixed
S014,11,C,0,Competitor_HybridOnline,5.5,Projects
S014,11,D,0,Competitor_FlippedClassroom,2.5,Projects
S014,11,None,0,,,
S014,12,A,0,Competitor_FlippedClassroom,8.0,Mixed
S014,12,B,0,Traditional_Lecture,3.5,Projects
S014,12,C,1,Competitor_HybridOnline,2.5,Exams
S014,12,D,0,Traditional_Lecture,5.5,Exams
S014,12,None,0,,,
S014,13,A,0,Traditional_Lecture,5.5,Exams
S014,13,B,0,Traditional_Lecture,4.5,Projects
S014,13,C,0,Traditional_Lecture,8.0,CaseStudies
S014,13,D,1,Competitor_ProjectBased,3.5,Projects
S014,13,None,0,,,
S014,14,A,1,Competitor_ProjectBased,5.5,Projects
S014,14,B,0,Competitor_FlippedClassroom,6.5,Projects
S014,14,C,0,Traditional_Lecture,2.5,Mixed
S014,14,D,0,Competitor_ProjectBased,5.5,CaseStudies
S014,14,None,0,,,
S014,15,A,1,Competitor_ProjectBased,6.5,CaseStudies
S014,15,B,0,Competitor_FlippedClassroom,8.0,Projects
S014,15,C,0,Competitor_HybridOnline,8.0,CaseStudies
S014,15,D,0,Competitor_ProjectBased,4.5,CaseStudies
S014,15,None,0,,,
S014,16,A,0,Competitor_FlippedClassroom,2.5,CaseStudies
S014,16,B,0,Competitor_ProjectBased,4.5,CaseStudies
S014,16,C,1,Competitor_ProjectBased,3.5,Mixed
S014,16,D,0,Traditional_Lecture,2.5,Projects
S014,16,None,0,,,
S014,17,A,0,Competitor_ProjectBased,4.5,CaseStudies
S014,17,B,0,Traditional_Lecture,8.0,CaseStudies
S014,17,C,0,Competitor_HybridOnline,4.5,Exams
S014,17,D,0,Competitor_HybridOnline,4.5,Projects
S014,17,None,1,,,
S014,18,A,0,Traditional_Lecture,6.5,Mixed
S014,18,B,0,Competitor_FlippedClassroom,5.5,CaseStudies
S014,18,C,1,Competitor_HybridOnline,3.5,Projects
S014,18,D,0,Competitor_HybridOnline,5.5,Projects
S014,18,None,0,,,
S014,19,A,1,Competitor_ProjectBased,2.5,CaseStudies
S014,19,B,0,Competitor_FlippedClassroom,6.5,Mixed
S014,19,C,0,Competitor_ProjectBased,8.0,Mixed
S014,19,D,0,Competitor_HybridOnline,3.5,Exams
S014,19,None,0,,,
S014,20,A,1,Competitor_FlippedClassroom,3.5,Mixed
S014,20,B,0,Traditional_Lecture,8.0,CaseStudies
S014,20,C,0,Competitor_HybridOnline,4.5,CaseStudies
S014,20,D,0,Competitor_FlippedClassroom,4.5,Exams
S014,20,None,0,,,
S014,21,A,1,Competitor_FlippedClassroom,2.5,Exams
S014,21,B,0,Competitor_FlippedClassroom,2.5,Mixed
S014,21,C,0,Competitor_ProjectBased,3.5,CaseStudies
S014,21,D,0,Traditional_Lecture,3.5,Exams
S014,21,None,0,,,
S014,22,A,0,Competitor_FlippedClassroom,2.5,CaseStudies
S014,22,B,1,Competitor_FlippedClassroom,4.5,CaseStudies
S014,22,C,0,Competitor_ProjectBased,5.5,Mixed
S014,22,D,0,Competitor_HybridOnline,8.0,Exams
S014,22,None,0,,,
S014,23,A,0,Competitor_ProjectBased,2.5,Projects
S014,23,B,1,Traditional_Lecture,4.5,CaseStudies
S014,23,C,0,Traditional_Lecture,6.5,CaseStudies
S014,23,D,0,Competitor_FlippedClassroom,3.5,Mixed
S014,23,None,0,,,
S014,24,A,0,Competitor_HybridOnline,2.5,Exams
S014,24,B,0,Competitor_FlippedClassroom,5.5,CaseStudies
S014,24,C,0,Competitor_FlippedClassroom,8.0,Exams
S014,24,D,1,Competitor_FlippedClassroom,5.5,Exams
S014,24,None,0,,,
S014,25,A,1,Competitor_FlippedClassroom,5.5,CaseStudies
S014,25,B,0,Competitor_ProjectBased,4.5,Projects
S014,25,C,0,Traditional_Lecture,8.0,Exams
S014,25,D,0,Competitor_ProjectBased,5.5,Mixed
S014,25,None,0,,,
S014,26,A,0,Competitor_FlippedClassroom,4.5,Exams
S014,26,B,1,Competitor_FlippedClassroom,2.5,Projects
S014,26,C,0,Competitor_HybridOnline,4.5,Exams
S014,26,D,0,Competitor_FlippedClassroom,4.5,Exams
S014,26,None,0,,,
S014,27,A,0,Competitor_HybridOnline,3.5,Exams
S014,27,B,0,Traditional_Lecture,6.5,CaseStudies
S014,27,C,0,Competitor_FlippedClassroom,4.5,Exams
S014,27,D,1,Competitor_FlippedClassroom,3.5,CaseStudies
S014,27,None,0,,,
S014,28,A,1,Traditional_Lecture,8.0,Mixed
S014,28,B,0,Traditional_Lecture,2.5,Mixed
S014,28,C,0,Competitor_FlippedClassroom,8.0,Exams
S014,28,D,0,Competitor_FlippedClassroom,5.5,Projects
S014,28,None,0,,,
S014,29,A,0,Competitor_ProjectBased,6.5,Mixed
S014,29,B,0,Competitor_HybridOnline,8.0,Projects
S014,29,C,0,Traditional_Lecture,8.0,CaseStudies
S014,29,D,1,Competitor_ProjectBased,8.0,Projects
S014,29,None,0,,,
S014,30,A,1,Competitor_ProjectBased,2.5,CaseStudies
S014,30,B,0,Competitor_HybridOnline,6.5,Mixed
S014,30,C,0,Competitor_HybridOnline,3.5,Projects
S014,30,D,0,Competitor_ProjectBased,4.5,CaseStudies
S014,30,None,0,,,
S015,1,A,0,Competitor_ProjectBased,6.5,Projects
S015,1,B,0,Traditional_Lecture,6.5,Projects
S015,1,C,0,Competitor_HybridOnline,4.5,Mixed
S015,1,D,1,Competitor_ProjectBased,5.5,Exams
S015,1,None,0,,,
S015,2,A,0,Competitor_HybridOnline,8.0,Projects
S015,2,B,1,Traditional_Lecture,6.5,Mixed
S015,2,C,0,Competitor_FlippedClassroom,4.5,Exams
S015,2,D,0,Competitor_HybridOnline,3.5,CaseStudies
S015,2,None,0,,,
S015,3,A,0,Competitor_FlippedClassroom,6.5,Mixed
S015,3,B,0,Competitor_ProjectBased,5.5,Mixed
S015,3,C,1,Traditional_Lecture,2.5,Exams
S015,3,D,0,Traditional_Lecture,3.5,Projects
S015,3,None,0,,,
S015,4,A,0,Traditional_Lecture,3.5,Exams
S015,4,B,0,Competitor_HybridOnline,3.5,Exams
S015,4,C,0,Traditional_Lecture,6.5,CaseStudies
S015,4,D,1,Competitor_HybridOnline,6.5,Mixed
S015,4,None,0,,,
S015,5,A,0,Traditional_Lecture,4.5,Projects
S015,5,B,0,Traditional_Lecture,2.5,Projects
S015,5,C,1,Competitor_HybridOnline,2.5,CaseStudies
S015,5,D,0,Traditional_Lecture,4.5,CaseStudies
S015,5,None,0,,,
S015,6,A,0,Competitor_ProjectBased,8.0,Exams
S015,6,B,0,Competitor_ProjectBased,6.5,Exams
S015,6,C,1,Traditional_Lecture,4.5,Exams
S015,6,D,0,Competitor_FlippedClassroom,6.5,Exams
S015,6,None,0,,,
S015,7,A,0,Traditional_Lecture,8.0,Projects
S015,7,B,0,Competitor_HybridOnline,3.5,Projects
S015,7,C,1,Competitor_FlippedClassroom,6.5,Projects
S015,7,D,0,Competitor_HybridOnline,8.0,Exams
S015,7,None,0,,,
S015,8,A,0,Competitor_ProjectBased,8.0,CaseStudies
S015,8,B,0,Competitor_HybridOnline,2.5,Projects
S015,8,C,0,Competitor_FlippedClassroom,6.5,CaseStudies
S015,8,D,1,Competitor_ProjectBased,8.0,Projects
S015,8,None,0,,,
S015,9,A,0,Competitor_HybridOnline,4.5,Mixed
S015,9,B,1,Competitor_ProjectBased,4.5,CaseStudies
S015,9,C,0,Competitor_HybridOnline,8.0,Mixed
S015,9,D,0,Competitor_FlippedClassroom,6.5,Projects
S015,9,None,0,,,
S015,10,A,0,Competitor_HybridOnline,6.5,Mixed
S015,10,B,0,Competitor_ProjectBased,5.5,CaseStudies
S015,10,C,0,Competitor_HybridOnline,2.5,Exams
S015,10,D,0,Competitor_ProjectBased,6.5,Exams
S015,10,None,1,,,
S015,11,A,1,Competitor_FlippedClassroom,4.5,Exams
S015,11,B,0,Competitor_ProjectBased,3.5,Projects
S015,11,C,0,Competitor_ProjectBased,2.5,Mixed
S015,11,D,0,Competitor_FlippedClassroom,2.5,Exams
S015,11,None,0,,,
S015,12,A,0,Competitor_HybridOnline,4.5,Projects
S015,12,B,0,Competitor_FlippedClassroom,4.5,Mixed
S015,12,C,0,Competitor_FlippedClassroom,3.5,Mixed
S015,12,D,0,Competitor_ProjectBased,2.5,CaseStudies
S015,12,None,1,,,
S015,13,A,1,Competitor_FlippedClassroom,8.0,Exams
S015,13,B,0,Competitor_ProjectBased,5.5,Projects
S015,13,C,0,Competitor_HybridOnline,8.0,Exams
S015,13,D,0,Competitor_ProjectBased,2.5,CaseStudies
S015,13,None,0,,,
S015,14,A,0,Traditional_Lecture,2.5,Mixed
S015,14,B,0,Competitor_ProjectBased,5.5,CaseStudies
S015,14,C,0,Traditional_Lecture,3.5,Exams
S015,14,D,0,Competitor_HybridOnline,2.5,Mixed
S015,14,None,1,,,
S015,15,A,0,Traditional_Lecture,4.5,Projects
S015,15,B,1,Competitor_ProjectBased,6.5,Projects
S015,15,C,0,Competitor_FlippedClassroom,2.5,CaseStudies
S015,15,D,0,Competitor_HybridOnline,6.5,Exams
S015,15,None,0,,,
S015,16,A,0,Competitor_FlippedClassroom,5.5,Mixed
S015,16,B,0,Competitor_HybridOnline,3.5,Projects
S015,16,C,0,Competitor_ProjectBased,2.5,CaseStudies
S015,16,D,0,Traditional_Lecture,6.5,CaseStudies
S015,16,None,1,,,
S015,17,A,0,Competitor_ProjectBased,2.5,CaseStudies
S015,17,B,0,Competitor_HybridOnline,8.0,Projects
S015,17,C,1,Competitor_FlippedClassroom,5.5,Projects
S015,17,D,0,Competitor_HybridOnline,5.5,Projects
S015,17,None,0,,,
S015,18,A,0,Competitor_FlippedClassroom,3.5,Exams
S015,18,B,0,Competitor_ProjectBased,5.5,Mixed
S015,18,C,1,Traditional_Lecture,2.5,CaseStudies
S015,18,D,0,Competitor_HybridOnline,4.5,Mixed
S015,18,None,0,,,
S015,19,A,0,Competitor_FlippedClassroom,4.5,Mixed
S015,19,B,0,Traditional_Lecture,4.5,Projects
S015,19,C,0,Competitor_ProjectBased,6.5,CaseStudies
S015,19,D,1,Competitor_FlippedClassroom,5.5,Exams
S015,19,None,0,,,
S015,20,A,0,Competitor_FlippedClassroom,3.5,Mixed
S015,20,B,1,Competitor_FlippedClassroom,8.0,Exams
S015,20,C,0,Traditional_Lecture,8.0,Exams
S015,20,D,0,Competitor_FlippedClassroom,6.5,Projects
S015,20,None,0,,,
S015,21,A,1,Competitor_ProjectBased,2.5,Mixed
S015,21,B,0,Traditional_Lecture,4.5,CaseStudies
S015,21,C,0,Competitor_HybridOnline,2.5,Mixed
S015,21,D,0,Competitor_FlippedClassroom,8.0,Projects
S015,21,None,0,,,
S015,22,A,0,Competitor_FlippedClassroom,6.5,Mixed
S015,22,B,1,Competitor_HybridOnline,6.5,Projects
S015,22,C,0,Traditional_Lecture,5.5,Exams
S015,22,D,0,Competitor_ProjectBased,3.5,Exams
S015,22,None,0,,,
S015,23,A,1,Competitor_ProjectBased,3.5,Mixed
S015,23,B,0,Traditional_Lecture,5.5,Exams
S015,23,C,0,Traditional_Lecture,5.5,Mixed
S015,23,D,0,Competitor_ProjectBased,2.5,Exams
S015,23,None,0,,,
S015,24,A,0,Competitor_ProjectBased,8.0,CaseStudies
S015,24,B,0,Competitor_FlippedClassroom,5.5,Exams
S015,24,C,0,Competitor_ProjectBased,5.5,Exams
S015,24,D,1,Competitor_FlippedClassroom,3.5,CaseStudies
S015,24,None,0,,,
S015,25,A,0,Traditional_Lecture,2.5,Projects
S015,25,B,0,Competitor_ProjectBased,4.5,CaseStudies
S015,25,C,1,Competitor_HybridOnline,8.0,Projects
S015,25,D,0,Traditional_Lecture,4.5,Mixed
S015,25,None,0,,,
S015,26,A,0,Competitor_ProjectBased,8.0,Mixed
S015,26,B,1,Competitor_FlippedClassroom,6.5,Mixed
S015,26,C,0,Traditional_Lecture,8.0,Mixed
S015,26,D,0,Competitor_HybridOnline,2.5,Mixed
S015,26,None,0,,,
S015,27,A,0,Competitor_FlippedClassroom,3.5,Mixed
S015,27,B,0,Competitor_HybridOnline,8.0,Projects
S015,27,C,0,Traditional_Lecture,8.0,CaseStudies
S015,27,D,1,Competitor_FlippedClassroom,5.5,Projects
S015,27,None,0,,,
S015,28,A,0,Competitor_FlippedClassroom,5.5,Mixed
S015,28,B,1,Competitor_ProjectBased,5.5,Projects
S015,28,C,0,Competitor_FlippedClassroom,8.0,Projects
S015,28,D,0,Competitor_FlippedClassroom,3.5,Mixed
S015,28,None,0,,,
S015,29,A,0,Competitor_FlippedClassroom,5.5,Projects
S015,29,B,0,Competitor_FlippedClassroom,4.5,Exams
S015,29,C,0,Traditional_Lecture,3.5,Mixed
S015,29,D,0,Competitor_FlippedClassroom,8.0,Exams
S015,29,None,1,,,
S015,30,A,0,Competitor_ProjectBased,5.5,CaseStudies
S015,30,B,0,Competitor_ProjectBased,5.5,Mixed
S015,30,C,1,Competitor_FlippedClassroom,3.5,Exams
S015,30,D,0,Competitor_FlippedClassroom,3.5,Exams
S015,30,None,0,,,
S016,1,A,0,Competitor_ProjectBased,6.5,Projects
S016,1,B,0,Competitor_FlippedClassroom,3.5,Exams
S016,1,C,0,Competitor_ProjectBased,2.5,CaseStudies
S016,1,D,1,Competitor_FlippedClassroom,6.5,CaseStudies
S016,1,None,0,,,
S016,2,A,0,Competitor_ProjectBased,3.5,CaseStudies
S016,2,B,1,Competitor_HybridOnline,5.5,Projects
S016,2,C,0,Competitor_FlippedClassroom,3.5,Projects
S016,2,D,0,Traditional_Lecture,5.5,Exams
S016,2,None,0,,,
S016,3,A,0,Competitor_ProjectBased,5.5,Projects
S016,3,B,1,Competitor_FlippedClassroom,3.5,Exams
S016,3,C,0,Competitor_FlippedClassroom,5.5,CaseStudies
S016,3,D,0,Competitor_ProjectBased,5.5,Projects
S016,3,None,0,,,
S016,4,A,1,Competitor_HybridOnline,5.5,Exams
S016,4,B,0,Competitor_HybridOnline,8.0,Mixed
S016,4,C,0,Competitor_HybridOnline,6.5,Exams
S016,4,D,0,Traditional_Lecture,5.5,CaseStudies
S016,4,None,0,,,
S016,5,A,0,Traditional_Lecture,3.5,CaseStudies
S016,5,B,0,Traditional_Lecture,6.5,CaseStudies
S016,5,C,0,Traditional_Lecture,3.5,Mixed
S016,5,D,0,Competitor_HybridOnline,5.5,Mixed
S016,5,None,1,,,
S016,6,A,0,Competitor_ProjectBased,5.5,Projects
S016,6,B,0,Competitor_HybridOnline,4.5,Exams
S016,6,C,1,Competitor_FlippedClassroom,5.5,CaseStudies
S016,6,D,0,Traditional_Lecture,8.0,Exams
S016,6,None,0,,,
S016,7,A,0,Competitor_FlippedClassroom,6.5,Projects
S016,7,B,1,Competitor_HybridOnline,5.5,Mixed
S016,7,C,0,Competitor_HybridOnline,2.5,Projects
S016,7,D,0,Competitor_HybridOnline,6.5,Projects
S016,7,None,0,,,
S016,8,A,0,Competitor_HybridOnline,2.5,Mixed
S016,8,B,0,Competitor_ProjectBased,8.0,Projects
S016,8,C,1,Traditional_Lecture,2.5,Exams
S016,8,D,0,Competitor_HybridOnline,8.0,Mixed
S016,8,None,0,,,
S016,9,A,0,Traditional_Lecture,6.5,CaseStudies
S016,9,B,0,Competitor_FlippedClassroom,5.5,CaseStudies
S016,9,C,0,Traditional_Lecture,3.5,Mixed
S016,9,D,1,Competitor_FlippedClassroom,3.5,Projects
S016,9,None,0,,,
S016,10,A,1,Competitor_FlippedClassroom,8.0,Exams
S016,10,B,0,Competitor_HybridOnline,4.5,Mixed
S016,10,C,0,Competitor_HybridOnline,4.5,Projects
S016,10,D,0,Traditional_Lecture,3.5,Projects
S016,10,None,0,,,
S016,11,A,0,Traditional_Lecture,6.5,Mixed
S016,11,B,0,Traditional_Lecture,5.5,CaseStudies
S016,11,C,1,Competitor_HybridOnline,6.5,Exams
S016,11,D,0,Competitor_HybridOnline,3.5,Projects
S016,11,None,0,,,
S016,12,A,0,Competitor_HybridOnline,5.5,CaseStudies
S016,12,B,0,Competitor_HybridOnline,2.5,Exams
S016,12,C,0,Competitor_FlippedClassroom,6.5,Mixed
S016,12,D,1,Competitor_FlippedClassroom,2.5,Projects
S016,12,None,0,,,
S016,13,A,0,Competitor_FlippedClassroom,2.5,Mixed
S016,13,B,0,Traditional_Lecture,3.5,Exams
S016,13,C,0,Competitor_ProjectBased,4.5,Exams
S016,13,D,1,Traditional_Lecture,2.5,CaseStudies
S016,13,None,0,,,
S016,14,A,0,Competitor_FlippedClassroom,3.5,Mixed
S016,14,B,0,Competitor_FlippedClassroom,5.5,Mixed
S016,14,C,0,Traditional_Lecture,2.5,Mixed
S016,14,D,0,Competitor_ProjectBased,4.5,CaseStudies
S016,14,None,1,,,
S016,15,A,0,Traditional_Lecture,5.5,Exams
S016,15,B,0,Competitor_ProjectBased,5.5,Projects
S016,15,C,0,Traditional_Lecture,8.0,Mixed
S016,15,D,1,Competitor_ProjectBased,6.5,CaseStudies
S016,15,None,0,,,
S016,16,A,0,Competitor_FlippedClassroom,8.0,Projects
S016,16,B,0,Traditional_Lecture,2.5,Exams
S016,16,C,0,Competitor_HybridOnline,8.0,Mixed
S016,16,D,1,Competitor_HybridOnline,6.5,Mixed
S016,16,None,0,,,
S016,17,A,0,Competitor_ProjectBased,6.5,Mixed
S016,17,B,0,Competitor_FlippedClassroom,6.5,CaseStudies
S016,17,C,1,Competitor_HybridOnline,5.5,Projects
S016,17,D,0,Competitor_FlippedClassroom,8.0,Mixed
S016,17,None,0,,,
S016,18,A,0,Competitor_FlippedClassroom,2.5,Exams
S016,18,B,0,Traditional_Lecture,5.5,Exams
S016,18,C,0,Competitor_FlippedClassroom,6.5,CaseStudies
S016,18,D,1,Competitor_HybridOnline,2.5,Mixed
S016,18,None,0,,,
S016,19,A,0,Competitor_ProjectBased,6.5,Projects
S016,19,B,0,Traditional_Lecture,8.0,Projects
S016,19,C,0,Competitor_ProjectBased,4.5,Exams
S016,19,D,0,Competitor_ProjectBased,4.5,Mixed
S016,19,None,1,,,
S016,20,A,0,Traditional_Lecture,2.5,Mixed
S016,20,B,0,Competitor_ProjectBased,5.5,Exams
S016,20,C,0,Competitor_FlippedClassroom,3.5,Mixed
S016,20,D,0,Competitor_ProjectBased,8.0,CaseStudies
S016,20,None,1,,,
S016,21,A,0,Competitor_HybridOnline,2.5,Projects
S016,21,B,1,Competitor_HybridOnline,3.5,CaseStudies
S016,21,C,0,Competitor_ProjectBased,5.5,CaseStudies
S016,21,D,0,Traditional_Lecture,6.5,Mixed
S016,21,None,0,,,
S016,22,A,0,Competitor_ProjectBased,6.5,Exams
S016,22,B,0,Competitor_FlippedClassroom,6.5,Mixed
S016,22,C,1,Competitor_ProjectBased,2.5,Projects
S016,22,D,0,Competitor_ProjectBased,2.5,Mixed
S016,22,None,0,,,
S016,23,A,1,Competitor_HybridOnline,8.0,Projects
S016,23,B,0,Competitor_HybridOnline,3.5,Exams
S016,23,C,0,Competitor_ProjectBased,8.0,Mixed
S016,23,D,0,Traditional_Lecture,4.5,CaseStudies
S016,23,None,0,,,
S016,24,A,0,Traditional_Lecture,5.5,Projects
S016,24,B,1,Competitor_ProjectBased,5.5,Mixed
S016,24,C,0,Competitor_FlippedClassroom,6.5,Mixed
S016,24,D,0,Competitor_FlippedClassroom,2.5,Mixed
S016,24,None,0,,,
S016,25,A,0,Traditional_Lecture,3.5,Exams
S016,25,B,0,Competitor_HybridOnline,6.5,Exams
S016,25,C,1,Competitor_HybridOnline,6.5,Projects
S016,25,D,0,Competitor_FlippedClassroom,4.5,CaseStudies
S016,25,None,0,,,
S016,26,A,1,Competitor_ProjectBased,4.5,Projects
S016,26,B,0,Traditional_Lecture,6.5,Projects
S016,26,C,0,Competitor_FlippedClassroom,8.0,Exams
S016,26,D,0,Competitor_HybridOnline,5.5,Exams
S016,26,None,0,,,
S016,27,A,1,Traditional_Lecture,4.5,Exams
S016,27,B,0,Traditional_Lecture,4.5,CaseStudies
S016,27,C,0,Traditional_Lecture,2.5,Mixed
S016,27,D,0,Traditional_Lecture,6.5,Mixed
S016,27,None,0,,,
S016,28,A,1,Competitor_FlippedClassroom,4.5,Projects
S016,28,B,0,Competitor_FlippedClassroom,4.5,Mixed
S016,28,C,0,Competitor_ProjectBased,5.5,Exams
S016,28,D,0,Competitor_ProjectBased,3.5,Projects
S016,28,None,0,,,
S016,29,A,0,Competitor_ProjectBased,2.5,Exams
S016,29,B,1,Traditional_Lecture,3.5,Mixed
S016,29,C,0,Competitor_ProjectBased,4.5,Projects
S016,29,D,0,Competitor_ProjectBased,6.5,Projects
S016,29,None,0,,,
S016,30,A,0,Competitor_FlippedClassroom,2.5,Mixed
S016,30,B,0,Competitor_ProjectBased,6.5,CaseStudies
S016,30,C,0,Traditional_Lecture,3.5,Exams
S016,30,D,0,Competitor_HybridOnline,8.0,Exams
S016,30,None,1,,,
S017,1,A,1,Traditional_Lecture,5.5,Exams
S017,1,B,0,Traditional_Lecture,5.5,CaseStudies
S017,1,C,0,Competitor_FlippedClassroom,8.0,CaseStudies
S017,1,D,0,Competitor_ProjectBased,4.5,Mixed
S017,1,None,0,,,
S017,2,A,0,Competitor_FlippedClassroom,8.0,Exams
S017,2,B,0,Competitor_HybridOnline,6.5,Projects
S017,2,C,0,Traditional_Lecture,8.0,CaseStudies
S017,2,D,1,Traditional_Lecture,5.5,Mixed
S017,2,None,0,,,
S017,3,A,1,Competitor_HybridOnline,5.5,Projects
S017,3,B,0,Competitor_FlippedClassroom,3.5,Mixed
S017,3,C,0,Competitor_ProjectBased,5.5,Projects
S017,3,D,0,Competitor_ProjectBased,4.5,CaseStudies
S017,3,None,0,,,
S017,4,A,0,Competitor_HybridOnline,2.5,Exams
S017,4,B,0,Competitor_HybridOnline,2.5,Mixed
S017,4,C,0,Competitor_HybridOnline,5.5,Projects
S017,4,D,0,Competitor_ProjectBased,4.5,Projects
S017,4,None,1,,,
S017,5,A,1,Traditional_Lecture,5.5,Exams
S017,5,B,0,Competitor_ProjectBased,6.5,Exams
