respondent_id,task_id,alternative_id,chosen,Music Library,Audio Quality,Podcast Access,Social Features,Price Tier
16,8,2,0,80M songs,Lossless,None,Live Listening,Free w/ Ads
16,8,3,1,50M songs,High-Fi,Limited,None,$5.99/mo
17,1,1,0,50M songs,Standard,Full Library,Shared Playlists,$5.99/mo
17,1,2,0,50M songs,Standard,Full Library,Shared Playlists,Free w/ Ads
17,1,3,1,50M songs,High-Fi,Full Library,None,$5.99/mo
17,2,1,0,50M songs,High-Fi,Full Library,None,$5.99/mo
17,2,2,1,80M songs,Lossless,Limited,None,Free w/ Ads
17,2,3,0,50M songs,High-Fi,None,None,$5.99/mo
17,3,1,0,50M songs,High-Fi,None,None,$5.99/mo
17,3,2,1,100M+ songs,Standard,None,Shared Playlists,$11.99/mo
17,3,3,0,50M songs,Standard,Full Library,None,Free w/ Ads
17,4,1,1,50M songs,Lossless,None,Shared Playlists,Free w/ Ads
17,4,2,0,50M songs,Lossless,Limited,None,Free w/ Ads
17,4,3,0,50M songs,High-Fi,Full Library,None,Free w/ Ads
17,5,1,1,100M+ songs,High-Fi,None,Live Listening,$5.99/mo
17,5,2,0,50M songs,Standard,None,Live Listening,Free w/ Ads
17,5,3,0,50M songs,High-Fi,None,Shared Playlists,Free w/ Ads
17,6,1,0,80M songs,High-Fi,Full Library,Shared Playlists,$11.99/mo
17,6,2,1,80M songs,Lossless,Full Library,Shared Playlists,$5.99/mo
17,6,3,0,50M songs,High-Fi,None,None,$5.99/mo
17,7,1,0,50M songs,Lossless,None,Live Listening,$11.99/mo
17,7,2,0,100M+ songs,High-Fi,None,None,$11.99/mo
17,7,3,1,80M songs,Lossless,None,Live Listening,$5.99/mo
17,8,1,1,100M+ songs,Lossless,Limited,Shared Playlists,Free w/ Ads
17,8,2,0,80M songs,Standard,Full Library,Live Listening,$11.99/mo
17,8,3,0,80M songs,Standard,None,Live Listening,$5.99/mo
18,1,1,0,80M songs,Standard,Limited,Shared Playlists,$5.99/mo
18,1,2,1,80M songs,Lossless,Full Library,Live Listening,$11.99/mo
18,1,3,0,100M+ songs,Standard,Full Library,Shared Playlists,Free w/ Ads
18,2,1,0,100M+ songs,Standard,None,Live Listening,$11.99/mo
18,2,2,0,80M songs,Standard,Limited,Live Listening,$11.99/mo
18,2,3,1,50M songs,Standard,Full Library,Shared Playlists,Free w/ Ads
18,3,1,0,50M songs,Standard,None,None,Free w/ Ads
18,3,2,1,100M+ songs,Standard,Limited,None,$5.99/mo
18,3,3,0,50M songs,Lossless,Full Library,Shared Playlists,$5.99/mo
18,4,1,1,50M songs,Standard,None,None,$5.99/mo
18,4,2,0,80M songs,Standard,Limited,Shared Playlists,$11.99/mo
18,4,3,0,80M songs,Lossless,Limited,None,$11.99/mo
18,5,1,0,50M songs,Lossless,Full Library,Live Listening,$5.99/mo
18,5,2,1,80M songs,Lossless,None,Shared Playlists,$11.99/mo
18,5,3,0,100M+ songs,High-Fi,Full Library,Shared Playlists,$11.99/mo
18,6,1,0,100M+ songs,High-Fi,None,Shared Playlists,$5.99/mo
18,6,2,1,100M+ songs,Standard,None,Shared Playlists,$5.99/mo
18,6,3,0,50M songs,Lossless,Limited,None,$5.99/mo
18,7,1,1,80M songs,High-Fi,Limited,Live Listening,$11.99/mo
18,7,2,0,80M songs,Lossless,Limited,Shared Playlists,Free w/ Ads
18,7,3,0,100M+ songs,Standard,Limited,Live Listening,$11.99/mo
18,8,1,1,100M+ songs,Standard,Full Library,Live Listening,$5.99/mo
18,8,2,0,50M songs,Standard,Limited,Live Listening,$11.99/mo
18,8,3,0,80M songs,Lossless,None,None,$5.99/mo
19,1,1,1,100M+ songs,Lossless,Limited,None,$5.99/mo
19,1,2,0,50M songs,Standard,None,None,$5.99/mo
19,1,3,0,100M+ songs,High-Fi,None,Live Listening,$5.99/mo
19,2,1,1,100M+ songs,Standard,Limited,None,Free w/ Ads
19,2,2,0,100M+ songs,Standard,Full Library,None,$5.99/mo
19,2,3,0,80M songs,Standard,Full Library,Live Listening,$11.99/mo
19,3,1,1,50M songs,High-Fi,Full Library,Shared Playlists,Free w/ Ads
19,3,2,0,80M songs,Lossless,Limited,None,$5.99/mo
19,3,3,0,50M songs,High-Fi,Full Library,Live Listening,Free w/ Ads
19,4,1,0,80M songs,Lossless,Limited,Live Listening,Free w/ Ads
19,4,2,0,50M songs,High-Fi,Full Library,None,$5.99/mo
19,4,3,1,80M songs,Lossless,Full Library,None,Free w/ Ads
19,5,1,1,100M+ songs,High-Fi,Limited,Live Listening,$5.99/mo
19,5,2,0,80M songs,High-Fi,Full Library,Live Listening,$5.99/mo
19,5,3,0,50M songs,Lossless,Limited,Live Listening,Free w/ Ads
19,6,1,0,80M songs,Standard,Limited,None,$11.99/mo
19,6,2,0,100M+ songs,Standard,Limited,Live Listening,$11.99/mo
19,6,3,1,100M+ songs,Standard,None,None,Free w/ Ads
19,7,1,0,80M songs,Standard,Limited,None,Free w/ Ads
19,7,2,0,80M songs,High-Fi,None,Shared Playlists,$5.99/mo
19,7,3,1,100M+ songs,Standard,None,Live Listening,Free w/ Ads
19,8,1,1,100M+ songs,High-Fi,Full Library,Shared Playlists,Free w/ Ads
19,8,2,0,80M songs,Lossless,Full Library,Shared Playlists,Free w/ Ads
19,8,3,0,50M songs,High-Fi,Full Library,Shared Playlists,$11.99/mo
20,1,1,0,80M songs,Standard,Limited,Live Listening,$5.99/mo
20,1,2,0,50M songs,High-Fi,None,Live Listening,$5.99/mo
20,1,3,1,100M+ songs,Standard,Full Library,Live Listening,$11.99/mo
20,2,1,0,100M+ songs,High-Fi,Limited,None,$11.99/mo
20,2,2,1,100M+ songs,Lossless,None,Shared Playlists,Free w/ Ads
20,2,3,0,100M+ songs,High-Fi,Limited,Shared Playlists,$5.99/mo
20,3,1,0,50M songs,High-Fi,None,Live Listening,$11.99/mo
20,3,2,1,100M+ songs,High-Fi,Limited,Shared Playlists,Free w/ Ads
20,3,3,0,100M+ songs,High-Fi,Limited,None,$11.99/mo
20,4,1,0,100M+ songs,Standard,None,Live Listening,Free w/ Ads
20,4,2,0,100M+ songs,Standard,Full Library,Shared Playlists,$11.99/mo
20,4,3,1,80M songs,Lossless,Full Library,Live Listening,$5.99/mo
20,5,1,1,100M+ songs,Lossless,None,Live Listening,Free w/ Ads
20,5,2,0,100M+ songs,Lossless,None,Shared Playlists,$11.99/mo
20,5,3,0,100M+ songs,Lossless,None,None,$11.99/mo
20,6,1,0,100M+ songs,High-Fi,None,Shared Playlists,Free w/ Ads
20,6,2,1,100M+ songs,Lossless,Full Library,Live Listening,Free w/ Ads
20,6,3,0,100M+ songs,Lossless,None,Live Listening,Free w/ Ads
20,7,1,1,100M+ songs,Standard,Full Library,Live Listening,$11.99/mo
20,7,2,0,50M songs,High-Fi,Limited,None,$11.99/mo
20,7,3,0,100M+ songs,Standard,Full Library,Live Listening,$5.99/mo
20,8,1,1,50M songs,Lossless,None,None,$11.99/mo
20,8,2,0,80M songs,Standard,Limited,None,Free w/ Ads
20,8,3,0,80M songs,Standard,Limited,None,Free w/ Ads
21,1,1,0,80M songs,High-Fi,Limited,Live Listening,Free w/ Ads
21,1,2,0,100M+ songs,Standard,None,None,$5.99/mo
21,1,3,1,100M+ songs,High-Fi,Full Library,Shared Playlists,$11.99/mo
21,2,1,1,50M songs,Lossless,None,None,Free w/ Ads
21,2,2,0,50M songs,Lossless,Full Library,None,$11.99/mo
21,2,3,0,50M songs,High-Fi,Full Library,None,$5.99/mo
21,3,1,0,100M+ songs,Standard,None,None,$5.99/mo
21,3,2,0,50M songs,Lossless,None,Shared Playlists,$11.99/mo
21,3,3,1,80M songs,Standard,Limited,Shared Playlists,$11.99/mo
21,4,1,1,80M songs,Lossless,Limited,Shared Playlists,$5.99/mo
21,4,2,0,100M+ songs,Standard,Limited,None,$11.99/mo
21,4,3,0,50M songs,Standard,Limited,Live Listening,$5.99/mo
21,5,1,1,100M+ songs,Lossless,Limited,None,Free w/ Ads
21,5,2,0,50M songs,Lossless,None,Live Listening,$11.99/mo
21,5,3,0,50M songs,Lossless,Limited,Shared Playlists,$5.99/mo
21,6,1,1,100M+ songs,High-Fi,Limited,None,Free w/ Ads
21,6,2,0,50M songs,Standard,Limited,Shared Playlists,$11.99/mo
21,6,3,0,80M songs,Standard,Full Library,Live Listening,$5.99/mo
21,7,1,1,50M songs,Lossless,Full Library,Shared Playlists,$5.99/mo
21,7,2,0,100M+ songs,High-Fi,None,Shared Playlists,$5.99/mo
21,7,3,0,50M songs,Lossless,Full Library,None,$11.99/mo
21,8,1,0,80M songs,Lossless,Limited,Live Listening,$11.99/mo
21,8,2,1,50M songs,Lossless,Limited,Shared Playlists,Free w/ Ads
21,8,3,0,80M songs,High-Fi,Full Library,Shared Playlists,Free w/ Ads
22,1,1,0,80M songs,High-Fi,Full Library,None,$5.99/mo
22,1,2,0,100M+ songs,High-Fi,Full Library,Shared Playlists,$5.99/mo
22,1,3,1,80M songs,Lossless,Limited,None,$5.99/mo
22,2,1,0,50M songs,High-Fi,Full Library,Live Listening,$11.99/mo
22,2,2,0,100M+ songs,High-Fi,Full Library,Live Listening,Free w/ Ads
22,2,3,1,80M songs,High-Fi,Limited,Live Listening,Free w/ Ads
22,3,1,0,100M+ songs,Lossless,Full Library,Shared Playlists,$5.99/mo
22,3,2,0,80M songs,Lossless,None,Shared Playlists,$11.99/mo
22,3,3,1,100M+ songs,High-Fi,Full Library,None,Free w/ Ads
22,4,1,0,50M songs,Lossless,None,Live Listening,$11.99/mo
22,4,2,0,100M+ songs,Standard,Limited,None,$5.99/mo
22,4,3,1,80M songs,High-Fi,None,Live Listening,Free w/ Ads
22,5,1,0,50M songs,Lossless,Full Library,Shared Playlists,Free w/ Ads
22,5,2,1,100M+ songs,High-Fi,Limited,Shared Playlists,Free w/ Ads
22,5,3,0,50M songs,High-Fi,Limited,Live Listening,$5.99/mo
22,6,1,1,50M songs,Lossless,Limited,Shared Playlists,Free w/ Ads
22,6,2,0,50M songs,High-Fi,Limited,Live Listening,$11.99/mo
22,6,3,0,100M+ songs,High-Fi,Limited,None,$5.99/mo
22,7,1,0,80M songs,Standard,Full Library,None,Free w/ Ads
22,7,2,1,50M songs,High-Fi,Full Library,Live Listening,Free w/ Ads
22,7,3,0,100M+ songs,High-Fi,Limited,None,$11.99/mo
22,8,1,1,80M songs,Standard,Limited,Live Listening,$5.99/mo
22,8,2,0,80M songs,Standard,Limited,None,$11.99/mo
22,8,3,0,50M songs,Lossless,Full Library,Live Listening,$11.99/mo
23,1,1,1,80M songs,High-Fi,Limited,Live Listening,$11.99/mo
23,1,2,0,80M songs,High-Fi,None,None,Free w/ Ads
23,1,3,0,50M songs,Standard,None,Shared Playlists,Free w/ Ads
23,2,1,0,80M songs,Lossless,None,None,$11.99/mo
23,2,2,1,100M+ songs,Standard,Limited,Live Listening,$11.99/mo
23,2,3,0,80M songs,Lossless,Full Library,None,$11.99/mo
23,3,1,1,100M+ songs,Lossless,None,None,$5.99/mo
23,3,2,0,80M songs,Lossless,None,None,Free w/ Ads
23,3,3,0,80M songs,Standard,Limited,Live Listening,$11.99/mo
23,4,1,0,50M songs,Standard,Full Library,None,Free w/ Ads
23,4,2,0,100M+ songs,High-Fi,None,Shared Playlists,$5.99/mo
23,4,3,1,100M+ songs,Standard,Full Library,Shared Playlists,Free w/ Ads
23,5,1,0,50M songs,Standard,None,Shared Playlists,$5.99/mo
23,5,2,0,100M+ songs,Standard,None,Live Listening,$11.99/mo
23,5,3,1,80M songs,High-Fi,Limited,Live Listening,Free w/ Ads
23,6,1,1,100M+ songs,Lossless,Limited,Shared Playlists,Free w/ Ads
23,6,2,0,50M songs,High-Fi,Limited,Shared Playlists,$5.99/mo
23,6,3,0,80M songs,Lossless,Full Library,None,$11.99/mo
23,7,1,1,100M+ songs,Lossless,Limited,Live Listening,$11.99/mo
23,7,2,0,100M+ songs,Standard,Full Library,Live Listening,$5.99/mo
23,7,3,0,80M songs,Standard,Limited,None,$11.99/mo
23,8,1,1,50M songs,Lossless,Limited,Shared Playlists,Free w/ Ads
23,8,2,0,50M songs,Standard,Full Library,Shared Playlists,$11.99/mo
23,8,3,0,100M+ songs,Standard,None,None,$5.99/mo
24,1,1,0,50M songs,Lossless,Full Library,Shared Playlists,$5.99/mo
24,1,2,1,80M songs,Lossless,Limited,None,Free w/ Ads
24,1,3,0,50M songs,High-Fi,Limited,Shared Playlists,$5.99/mo
24,2,1,0,100M+ songs,Lossless,Full Library,None,$5.99/mo
24,2,2,0,80M songs,High-Fi,None,Shared Playlists,$5.99/mo
24,2,3,1,80M songs,Lossless,Limited,Shared Playlists,$5.99/mo
24,3,1,1,100M+ songs,Lossless,Limited,Live Listening,$5.99/mo
24,3,2,0,50M songs,Standard,None,Live Listening,Free w/ Ads
24,3,3,0,80M songs,Standard,Full Library,Shared Playlists,$5.99/mo
24,4,1,0,50M songs,High-Fi,Full Library,Live Listening,$11.99/mo
24,4,2,1,100M+ songs,Lossless,Limited,Live Listening,Free w/ Ads
24,4,3,0,80M songs,Standard,None,Shared Playlists,Free w/ Ads
24,5,1,1,100M+ songs,High-Fi,None,Live Listening,$5.99/mo
24,5,2,0,50M songs,Standard,Full Library,Shared Playlists,$5.99/mo
24,5,3,0,80M songs,Standard,None,Live Listening,Free w/ Ads
24,6,1,0,50M songs,Standard,Limited,None,$11.99/mo
24,6,2,0,50M songs,Lossless,Full Library,None,$11.99/mo
24,6,3,1,80M songs,Lossless,Limited,None,$5.99/mo
24,7,1,0,50M songs,High-Fi,None,Shared Playlists,$11.99/mo
24,7,2,0,80M songs,High-Fi,Limited,None,$11.99/mo
24,7,3,1,100M+ songs,Standard,Limited,None,$5.99/mo
24,8,1,1,80M songs,High-Fi,Limited,Shared Playlists,Free w/ Ads
24,8,2,0,50M songs,Standard,Limited,None,$11.99/mo
24,8,3,0,100M+ songs,Standard,None,Live Listening,$5.99/mo
25,1,1,0,100M+ songs,Standard,None,Shared Playlists,$11.99/mo
25,1,2,0,100M+ songs,Standard,Full Library,Live Listening,$5.99/mo
25,1,3,1,100M+ songs,High-Fi,Full Library,None,$11.99/mo
25,2,1,1,100M+ songs,Lossless,Limited,Live Listening,$11.99/mo
25,2,2,0,50M songs,Standard,None,Live Listening,$11.99/mo
25,2,3,0,100M+ songs,High-Fi,None,Shared Playlists,Free w/ Ads
25,3,1,1,100M+ songs,Lossless,None,Live Listening,Free w/ Ads
25,3,2,0,80M songs,Lossless,Limited,None,$5.99/mo
25,3,3,0,50M songs,Standard,None,Shared Playlists,$11.99/mo
25,4,1,1,50M songs,High-Fi,Full Library,None,$5.99/mo
25,4,2,0,50M songs,Lossless,Full Library,Live Listening,$11.99/mo
25,4,3,0,50M songs,Standard,None,Shared Playlists,Free w/ Ads
25,5,1,0,100M+ songs,High-Fi,Full Library,Live Listening,$11.99/mo
25,5,2,1,100M+ songs,Lossless,Full Library,None,$5.99/mo
25,5,3,0,80M songs,High-Fi,None,None,Free w/ Ads
25,6,1,0,50M songs,Lossless,None,None,$5.99/mo
25,6,2,1,50M songs,Standard,Full Library,None,Free w/ Ads
25,6,3,0,100M+ songs,Lossless,None,Shared Playlists,Free w/ Ads
25,7,1,1,100M+ songs,Lossless,Limited,None,Free w/ Ads
25,7,2,0,50M songs,Standard,None,Live Listening,$11.99/mo
25,7,3,0,80M songs,Standard,None,Shared Playlists,$5.99/mo
25,8,1,0,50M songs,Lossless,Limited,Live Listening,$11.99/mo
25,8,2,0,100M+ songs,Standard,Limited,Shared Playlists,$11.99/mo
25,8,3,1,50M songs,High-Fi,Full Library,Shared Playlists,Free w/ Ads
26,1,1,0,50M songs,High-Fi,Full Library,Shared Playlists,$11.99/mo
26,1,2,1,50M songs,Lossless,Full Library,Shared Playlists,$11.99/mo
26,1,3,0,100M+ songs,Standard,Limited,Shared Playlists,$11.99/mo
26,2,1,1,80M songs,Standard,Full Library,None,$11.99/mo
26,2,2,0,50M songs,Standard,Limited,Shared Playlists,$11.99/mo
26,2,3,0,100M+ songs,High-Fi,None,Shared Playlists,$11.99/mo
26,3,1,0,100M+ songs,High-Fi,Full Library,None,$5.99/mo
26,3,2,1,100M+ songs,Lossless,Full Library,Shared Playlists,$5.99/mo
26,3,3,0,80M songs,Standard,Full Library,Live Listening,$11.99/mo
26,4,1,0,100M+ songs,Standard,Limited,Shared Playlists,$11.99/mo
26,4,2,1,100M+ songs,High-Fi,Limited,None,Free w/ Ads
26,4,3,0,80M songs,Lossless,Full Library,Shared Playlists,$11.99/mo
26,5,1,1,50M songs,High-Fi,Full Library,Shared Playlists,$5.99/mo
26,5,2,0,50M songs,Lossless,None,Live Listening,$5.99/mo
26,5,3,0,50M songs,High-Fi,None,Shared Playlists,$11.99/mo
26,6,1,0,50M songs,High-Fi,None,Live Listening,Free w/ Ads
26,6,2,1,100M+ songs,Lossless,Limited,Shared Playlists,$5.99/mo
26,6,3,0,50M songs,High-Fi,Limited,Live Listening,$11.99/mo
26,7,1,0,50M songs,High-Fi,Full Library,None,Free w/ Ads
26,7,2,0,80M songs,High-Fi,Full Library,None,$11.99/mo
26,7,3,1,80M songs,High-Fi,None,Shared Playlists,Free w/ Ads
26,8,1,1,80M songs,Standard,None,Shared Playlists,$5.99/mo
26,8,2,0,80M songs,Lossless,Limited,None,Free w/ Ads
26,8,3,0,50M songs,Lossless,None,Shared Playlists,$5.99/mo
27,1,1,1,100M+ songs,High-Fi,None,None,Free w/ Ads
27,1,2,0,80M songs,High-Fi,None,None,$11.99/mo
27,1,3,0,80M songs,Lossless,None,Live Listening,$11.99/mo
27,2,1,1,50M songs,High-Fi,Limited,Live Listening,$11.99/mo
27,2,2,0,80M songs,High-Fi,Full Library,Live Listening,$11.99/mo
27,2,3,0,100M+ songs,High-Fi,None,None,$5.99/mo
27,3,1,1,80M songs,Standard,Limited,Live Listening,$11.99/mo
27,3,2,0,80M songs,Standard,None,None,$5.99/mo
27,3,3,0,100M+ songs,Lossless,Limited,None,$11.99/mo
27,4,1,1,100M+ songs,Standard,Full Library,Shared Playlists,$5.99/mo
27,4,2,0,80M songs,Standard,None,None,$5.99/mo
27,4,3,0,80M songs,High-Fi,None,Live Listening,$5.99/mo
27,5,1,0,50M songs,Lossless,Full Library,Live Listening,Free w/ Ads
27,5,2,1,100M+ songs,Standard,None,Shared Playlists,Free w/ Ads
27,5,3,0,80M songs,High-Fi,Limited,None,$5.99/mo
27,6,1,0,100M+ songs,Lossless,None,Live Listening,$11.99/mo
27,6,2,0,50M songs,Lossless,Limited,Live Listening,$11.99/mo
27,6,3,1,80M songs,Standard,Limited,Shared Playlists,Free w/ Ads
27,7,1,1,80M songs,Lossless,Limited,None,Free w/ Ads
27,7,2,0,100M+ songs,Lossless,None,Live Listening,Free w/ Ads
27,7,3,0,80M songs,High-Fi,None,Live Listening,$5.99/mo
27,8,1,0,50M songs,Lossless,Limited,Shared Playlists,$11.99/mo
27,8,2,0,80M songs,Standard,Limited,Shared Playlists,$5.99/mo
27,8,3,1,80M songs,Lossless,Limited,None,Free w/ Ads
28,1,1,1,50M songs,High-Fi,Full Library,None,$11.99/mo
28,1,2,0,50M songs,Lossless,Limited,Shared Playlists,$11.99/mo
28,1,3,0,100M+ songs,Standard,Limited,Shared Playlists,$11.99/mo
28,2,1,0,80M songs,High-Fi,Full Library,Live Listening,$5.99/mo
28,2,2,0,50M songs,Lossless,Limited,Live Listening,$11.99/mo
28,2,3,1,80M songs,Lossless,Full Library,None,$5.99/mo
28,3,1,1,100M+ songs,Standard,None,Live Listening,$5.99/mo
28,3,2,0,50M songs,Standard,Full Library,None,$11.99/mo
28,3,3,0,80M songs,Lossless,None,Live Listening,$5.99/mo
28,4,1,0,100M+ songs,Lossless,None,Shared Playlists,$11.99/mo
28,4,2,0,100M+ songs,High-Fi,None,Shared Playlists,$5.99/mo
28,4,3,1,80M songs,Lossless,Limited,Shared Playlists,$11.99/mo
28,5,1,0,50M songs,High-Fi,Limited,Shared Playlists,$11.99/mo
28,5,2,1,50M songs,High-Fi,Limited,Live Listening,$11.99/mo
28,5,3,0,80M songs,Standard,Limited,None,$11.99/mo
28,6,1,0,80M songs,High-Fi,Limited,None,$5.99/mo
28,6,2,1,50M songs,Lossless,Limited,Shared Playlists,$11.99/mo
28,6,3,0,50M songs,Standard,Full Library,Live Listening,Free w/ Ads
28,7,1,1,80M songs,Standard,Limited,Shared Playlists,$5.99/mo
28,7,2,0,80M songs,High-Fi,Full Library,None,$11.99/mo
28,7,3,0,50M songs,Standard,None,Shared Playlists,$5.99/mo
28,8,1,0,50M songs,Lossless,Full Library,Shared Playlists,Free w/ Ads
28,8,2,0,80M songs,Standard,None,Shared Playlists,Free w/ Ads
28,8,3,1,80M songs,Lossless,Limited,Shared Playlists,$11.99/mo
29,1,1,1,50M songs,Lossless,Limited,Live Listening,$11.99/mo
29,1,2,0,100M+ songs,Standard,Full Library,Live Listening,$11.99/mo
29,1,3,0,80M songs,Standard,None,Shared Playlists,$11.99/mo
29,2,1,0,80M songs,High-Fi,None,None,$11.99/mo
29,2,2,0,80M songs,Standard,Limited,Live Listening,Free w/ Ads
29,2,3,1,80M songs,Lossless,Full Library,Live Listening,$5.99/mo
29,3,1,0,50M songs,Lossless,Limited,None,$5.99/mo
29,3,2,0,50M songs,Standard,None,None,$5.99/mo
29,3,3,1,50M songs,Lossless,None,Live Listening,Free w/ Ads
29,4,1,0,100M+ songs,Lossless,None,Shared Playlists,$5.99/mo
29,4,2,0,50M songs,Standard,Limited,None,$11.99/mo
29,4,3,1,100M+ songs,Lossless,Full Library,None,Free w/ Ads
29,5,1,1,100M+ songs,Lossless,Limited,Shared Playlists,Free w/ Ads
29,5,2,0,100M+ songs,High-Fi,Limited,Live Listening,$11.99/mo
29,5,3,0,80M songs,Standard,None,Live Listening,$5.99/mo
29,6,1,0,100M+ songs,High-Fi,Full Library,Shared Playlists,$5.99/mo
29,6,2,1,80M songs,High-Fi,None,None,Free w/ Ads
29,6,3,0,80M songs,Standard,Limited,Live Listening,Free w/ Ads
29,7,1,0,100M+ songs,Standard,Limited,None,Free w/ Ads
29,7,2,1,100M+ songs,Standard,Limited,Live Listening,Free w/ Ads
29,7,3,0,80M songs,High-Fi,None,None,Free w/ Ads
29,8,1,1,50M songs,High-Fi,Limited,None,Free w/ Ads
29,8,2,0,50M songs,High-Fi,Limited,Shared Playlists,Free w/ Ads
29,8,3,0,50M songs,High-Fi,None,None,$11.99/mo
30,1,1,0,80M songs,Lossless,Full Library,None,$11.99/mo
30,1,2,0,50M songs,Lossless,Full Library,None,$5.99/mo
30,1,3,1,100M+ songs,High-Fi,None,Live Listening,Free w/ Ads
30,2,1,1,50M songs,High-Fi,Limited,Live Listening,$5.99/mo
30,2,2,0,80M songs,High-Fi,Full Library,Shared Playlists,$11.99/mo
30,2,3,0,80M songs,High-Fi,None,Live Listening,$5.99/mo
30,3,1,1,100M+ songs,Standard,Full Library,None,$5.99/mo
30,3,2,0,50M songs,Lossless,None,Shared Playlists,$5.99/mo
30,3,3,0,80M songs,Lossless,Full Library,Shared Playlists,$11.99/mo
30,4,1,1,80M songs,Lossless,Limited,Live Listening,Free w/ Ads
30,4,2,0,80M songs,Lossless,Limited,Live Listening,$5.99/mo
30,4,3,0,80M songs,High-Fi,Limited,Live Listening,$11.99/mo
30,5,1,0,80M songs,Standard,None,Live Listening,$5.99/mo
30,5,2,0,80M songs,High-Fi,None,Live Listening,$11.99/mo
30,5,3,1,100M+ songs,Standard,None,Shared Playlists,Free w/ Ads
30,6,1,1,100M+ songs,Standard,Full Library,Live Listening,$5.99/mo
30,6,2,0,100M+ songs,Standard,Full Library,None,$5.99/mo
30,6,3,0,80M songs,Lossless,None,Live Listening,$11.99/mo
30,7,1,0,80M songs,High-Fi,Limited,Shared Playlists,$11.99/mo
30,7,2,0,80M songs,Lossless,Full Library,Shared Playlists,$5.99/mo
30,7,3,1,50M songs,Standard,Limited,Live Listening,$5.99/mo
30,8,1,0,50M songs,Standard,None,None,$5.99/mo
30,8,2,0,100M+ songs,Lossless,Full Library,None,Free w/ Ads
30,8,3,1,100M+ songs,Standard,None,Live Listening,$5.99/mo
31,1,1,1,80M songs,High-Fi,Full Library,Shared Playlists,Free w/ Ads
31,1,2,0,50M songs,Standard,Full Library,Shared Playlists,$5.99/mo
31,1,3,0,100M+ songs,Standard,None,Live Listening,Free w/ Ads
31,2,1,0,80M songs,High-Fi,Limited,None,$11.99/mo
31,2,2,1,100M+ songs,Standard,Limited,Live Listening,$11.99/mo
31,2,3,0,50M songs,Standard,None,Live Listening,Free w/ Ads
31,3,1,0,50M songs,High-Fi,None,Shared Playlists,$11.99/mo
31,3,2,1,80M songs,Lossless,Limited,Live Listening,$11.99/mo
31,3,3,0,50M songs,Standard,None,None,Free w/ Ads
31,4,1,0,80M songs,High-Fi,Limited,Shared Playlists,$11.99/mo
31,4,2,0,50M songs,High-Fi,None,Live Listening,Free w/ Ads
31,4,3,1,100M+ songs,High-Fi,None,Shared Playlists,Free w/ Ads
31,5,1,0,80M songs,Lossless,None,Shared Playlists,$11.99/mo
31,5,2,1,100M+ songs,Lossless,Limited,Live Listening,$11.99/mo
31,5,3,0,50M songs,Standard,Full Library,Shared Playlists,$5.99/mo
31,6,1,0,100M+ songs,High-Fi,Limited,None,$5.99/mo
31,6,2,0,50M songs,Lossless,Limited,None,$11.99/mo
31,6,3,1,100M+ songs,Standard,Limited,None,Free w/ Ads
31,7,1,0,50M songs,High-Fi,None,None,$5.99/mo
31,7,2,0,50M songs,Lossless,Full Library,None,$5.99/mo
31,7,3,1,50M songs,Lossless,Full Library,Shared Playlists,$5.99/mo
31,8,1,0,80M songs,Standard,None,None,Free w/ Ads
31,8,2,1,100M+ songs,Lossless,None,None,$5.99/mo
31,8,3,0,100M+ songs,Lossless,Limited,None,$5.99/mo
32,1,1,1,80M songs,High-Fi,None,Live Listening,$5.99/mo
32,1,2,0,50M songs,Standard,None,Live Listening,$11.99/mo
32,1,3,0,80M songs,High-Fi,Limited,None,$5.99/mo
32,2,1,0,50M songs,Standard,Limited,Shared Playlists,$5.99/mo
32,2,2,0,80M songs,Standard,Full Library,Shared Playlists,$11.99/mo
32,2,3,1,80M songs,Lossless,Limited,Live Listening,Free w/ Ads
32,3,1,1,100M+ songs,High-Fi,Full Library,Shared Playlists,$5.99/mo
32,3,2,0,50M songs,Standard,Limited,None,Free w/ Ads
32,3,3,0,100M+ songs,Lossless,None,None,$11.99/mo
32,4,1,0,100M+ songs,Standard,Limited,Live Listening,$11.99/mo
32,4,2,0,80M songs,Standard,None,None,Free w/ Ads
32,4,3,1,100M+ songs,Lossless,Full Library,Live Listening,$11.99/mo
32,5,1,0,50M songs,High-Fi,Full Library,Live Listening,Free w/ Ads
32,5,2,1,100M+ songs,Standard,Full Library,None,$5.99/mo
32,5,3,0,50M songs,Lossless,Limited,None,$11.99/mo
32,6,1,0,80M songs,Standard,Limited,Shared Playlists,$5.99/mo
32,6,2,0,50M songs,High-Fi,None,Shared Playlists,$11.99/mo
32,6,3,1,100M+ songs,Standard,Limited,Live Listening,$5.99/mo
32,7,1,0,50M songs,Standard,Full Library,Live Listening,$11.99/mo
32,7,2,1,100M+ songs,High-Fi,Full Library,Live Listening,$11.99/mo
32,7,3,0,80M songs,Standard,Limited,Shared Playlists,$11.99/mo
32,8,1,0,80M songs,Lossless,None,Live Listening,$5.99/mo
32,8,2,1,50M songs,Lossless,Full Library,None,Free w/ Ads
32,8,3,0,80M songs,Standard,Full Library,None,$5.99/mo
33,1,1,0,100M+ songs,High-Fi,Limited,Live Listening,$11.99/mo
33,1,2,0,100M+ songs,Lossless,None,Live Listening,Free w/ Ads
