respondent_id,task_id,alternative_id,chosen,Roast,Size,Milk Option,Origin
18,2,2,1,Dark,Large,Whole Milk,Brazil
18,2,3,0,Light,Medium,Oat Milk,Colombia
18,3,1,1,Light,Large,No Milk,Brazil
18,3,2,0,Medium,Small,Whole Milk,Brazil
18,3,3,0,Medium,Small,Whole Milk,Ethiopia
18,4,1,0,Medium,Medium,Whole Milk,Brazil
18,4,2,1,Medium,Medium,Whole Milk,Ethiopia
18,4,3,0,Dark,Medium,Oat Milk,Colombia
18,5,1,1,Medium,Small,Whole Milk,Colombia
18,5,2,0,Light,Medium,Whole Milk,Brazil
18,5,3,0,Medium,Medium,No Milk,Colombia
18,6,1,0,Medium,Large,No Milk,Ethiopia
18,6,2,1,Dark,Medium,Oat Milk,Ethiopia
18,6,3,0,Dark,Large,Oat Milk,Ethiopia
18,7,1,0,Medium,Small,No Milk,Brazil
18,7,2,1,Light,Large,Whole Milk,Colombia
18,7,3,0,Light,Large,No Milk,Colombia
18,8,1,0,Dark,Small,No Milk,Brazil
18,8,2,0,Light,Large,Oat Milk,Ethiopia
18,8,3,1,Dark,Large,Whole Milk,Ethiopia
18,9,1,0,Light,Small,Whole Milk,Brazil
18,9,2,0,Light,Large,Whole Milk,Ethiopia
18,9,3,1,Medium,Small,Whole Milk,Brazil
18,10,1,0,Light,Small,No Milk,Brazil
18,10,2,0,Light,Large,Whole Milk,Ethiopia
18,10,3,1,Medium,Medium,No Milk,Ethiopia
19,1,1,0,Medium,Medium,Oat Milk,Brazil
19,1,2,0,Dark,Small,Whole Milk,Colombia
19,1,3,1,Medium,Large,Oat Milk,Brazil
19,2,1,0,Light,Large,No Milk,Colombia
19,2,2,0,Dark,Large,Oat Milk,Ethiopia
19,2,3,1,Light,Large,Oat Milk,Brazil
19,3,1,1,Light,Small,Oat Milk,Colombia
19,3,2,0,Dark,Small,Whole Milk,Ethiopia
19,3,3,0,Medium,Small,Whole Milk,Colombia
19,4,1,1,Medium,Large,Whole Milk,Ethiopia
19,4,2,0,Dark,Small,Whole Milk,Brazil
19,4,3,0,Dark,Medium,No Milk,Colombia
19,5,1,1,Light,Medium,Whole Milk,Brazil
19,5,2,0,Medium,Medium,No Milk,Brazil
19,5,3,0,Medium,Medium,No Milk,Ethiopia
19,6,1,0,Medium,Medium,No Milk,Brazil
19,6,2,1,Medium,Small,Whole Milk,Ethiopia
19,6,3,0,Dark,Small,No Milk,Ethiopia
19,7,1,0,Dark,Large,No Milk,Brazil
19,7,2,1,Medium,Small,No Milk,Colombia
19,7,3,0,Medium,Medium,Oat Milk,Colombia
19,8,1,0,Light,Medium,Oat Milk,Brazil
19,8,2,0,Medium,Small,No Milk,Colombia
19,8,3,1,Light,Large,Whole Milk,Ethiopia
19,9,1,1,Light,Medium,Oat Milk,Ethiopia
19,9,2,0,Dark,Large,No Milk,Brazil
19,9,3,0,Dark,Medium,No Milk,Colombia
19,10,1,0,Medium,Medium,No Milk,Colombia
19,10,2,1,Medium,Medium,Oat Milk,Ethiopia
19,10,3,0,Medium,Medium,No Milk,Brazil
20,1,1,0,Medium,Medium,Whole Milk,Brazil
20,1,2,0,Medium,Large,Whole Milk,Colombia
20,1,3,1,Light,Medium,Oat Milk,Ethiopia
20,2,1,0,Dark,Medium,Whole Milk,Colombia
20,2,2,1,Medium,Medium,Oat Milk,Colombia
20,2,3,0,Light,Large,Whole Milk,Colombia
20,3,1,1,Dark,Small,Whole Milk,Ethiopia
20,3,2,0,Light,Medium,Oat Milk,Brazil
20,3,3,0,Medium,Large,Oat Milk,Colombia
20,4,1,0,Light,Medium,Whole Milk,Colombia
20,4,2,1,Medium,Small,Oat Milk,Brazil
20,4,3,0,Medium,Large,Whole Milk,Brazil
20,5,1,0,Light,Medium,Whole Milk,Brazil
20,5,2,0,Light,Small,No Milk,Brazil
20,5,3,1,Light,Large,Whole Milk,Colombia
20,6,1,1,Dark,Large,Whole Milk,Ethiopia
20,6,2,0,Medium,Medium,No Milk,Colombia
20,6,3,0,Light,Large,Whole Milk,Brazil
20,7,1,1,Dark,Large,No Milk,Ethiopia
20,7,2,0,Medium,Large,Whole Milk,Brazil
20,7,3,0,Medium,Small,Oat Milk,Colombia
20,8,1,0,Light,Small,Whole Milk,Colombia
20,8,2,0,Medium,Medium,No Milk,Brazil
20,8,3,1,Medium,Small,Oat Milk,Brazil
20,9,1,1,Medium,Small,Oat Milk,Colombia
20,9,2,0,Light,Small,Oat Milk,Brazil
20,9,3,0,Light,Large,No Milk,Brazil
20,10,1,1,Light,Medium,Whole Milk,Ethiopia
20,10,2,0,Light,Medium,Whole Milk,Colombia
20,10,3,0,Dark,Medium,Oat Milk,Colombia
21,1,1,0,Dark,Small,Oat Milk,Ethiopia
21,1,2,0,Light,Medium,Whole Milk,Ethiopia
21,1,3,1,Dark,Medium,Whole Milk,Ethiopia
21,2,1,0,Dark,Small,Oat Milk,Ethiopia
21,2,2,1,Dark,Small,Whole Milk,Brazil
21,2,3,0,Dark,Large,No Milk,Brazil
21,3,1,0,Light,Small,Oat Milk,Colombia
21,3,2,1,Dark,Small,Whole Milk,Ethiopia
21,3,3,0,Light,Large,Oat Milk,Ethiopia
21,4,1,1,Dark,Large,Whole Milk,Brazil
21,4,2,0,Light,Large,No Milk,Ethiopia
21,4,3,0,Light,Medium,Oat Milk,Brazil
21,5,1,0,Medium,Small,Oat Milk,Colombia
21,5,2,0,Medium,Large,Whole Milk,Brazil
21,5,3,1,Dark,Medium,Oat Milk,Brazil
21,6,1,0,Medium,Small,No Milk,Brazil
21,6,2,1,Light,Medium,No Milk,Ethiopia
21,6,3,0,Medium,Small,Oat Milk,Brazil
21,7,1,1,Medium,Large,Whole Milk,Colombia
21,7,2,0,Medium,Large,Oat Milk,Brazil
21,7,3,0,Light,Large,Oat Milk,Brazil
21,8,1,1,Medium,Small,Whole Milk,Brazil
21,8,2,0,Medium,Small,Oat Milk,Ethiopia
21,8,3,0,Light,Medium,No Milk,Colombia
21,9,1,1,Dark,Large,Whole Milk,Ethiopia
21,9,2,0,Dark,Large,Oat Milk,Colombia
21,9,3,0,Light,Small,No Milk,Brazil
21,10,1,0,Medium,Large,Whole Milk,Colombia
21,10,2,0,Dark,Medium,Oat Milk,Brazil
21,10,3,1,Dark,Large,No Milk,Colombia
22,1,1,0,Dark,Medium,Oat Milk,Colombia
22,1,2,1,Medium,Large,Oat Milk,Ethiopia
22,1,3,0,Dark,Small,Oat Milk,Brazil
22,2,1,0,Dark,Medium,Oat Milk,Ethiopia
22,2,2,1,Light,Large,No Milk,Brazil
22,2,3,0,Dark,Large,Whole Milk,Ethiopia
22,3,1,1,Dark,Medium,No Milk,Ethiopia
22,3,2,0,Medium,Medium,Oat Milk,Ethiopia
22,3,3,0,Dark,Small,Whole Milk,Ethiopia
22,4,1,0,Dark,Small,No Milk,Colombia
22,4,2,0,Medium,Small,No Milk,Colombia
22,4,3,1,Light,Medium,No Milk,Brazil
22,5,1,0,Dark,Medium,No Milk,Ethiopia
22,5,2,1,Medium,Medium,No Milk,Ethiopia
22,5,3,0,Dark,Small,No Milk,Ethiopia
22,6,1,1,Dark,Large,No Milk,Ethiopia
22,6,2,0,Dark,Small,No Milk,Colombia
22,6,3,0,Light,Large,No Milk,Brazil
22,7,1,0,Light,Small,Whole Milk,Ethiopia
22,7,2,1,Medium,Large,No Milk,Ethiopia
22,7,3,0,Medium,Small,Whole Milk,Colombia
22,8,1,1,Medium,Medium,No Milk,Ethiopia
22,8,2,0,Light,Large,Whole Milk,Colombia
22,8,3,0,Dark,Small,Whole Milk,Brazil
22,9,1,0,Medium,Large,No Milk,Brazil
22,9,2,1,Medium,Large,Whole Milk,Ethiopia
22,9,3,0,Light,Small,No Milk,Colombia
22,10,1,1,Medium,Medium,Oat Milk,Ethiopia
22,10,2,0,Light,Medium,Whole Milk,Colombia
22,10,3,0,Dark,Large,Whole Milk,Brazil
23,1,1,0,Light,Medium,Oat Milk,Colombia
23,1,2,1,Dark,Large,No Milk,Brazil
23,1,3,0,Light,Medium,Oat Milk,Colombia
23,2,1,0,Dark,Medium,Oat Milk,Brazil
23,2,2,0,Medium,Small,No Milk,Brazil
23,2,3,1,Medium,Small,No Milk,Colombia
23,3,1,1,Medium,Large,Oat Milk,Brazil
23,3,2,0,Medium,Medium,Whole Milk,Ethiopia
23,3,3,0,Dark,Large,Whole Milk,Colombia
23,4,1,1,Medium,Small,Whole Milk,Colombia
23,4,2,0,Light,Large,Oat Milk,Ethiopia
23,4,3,0,Dark,Large,Whole Milk,Colombia
23,5,1,0,Medium,Large,No Milk,Colombia
23,5,2,0,Medium,Small,Oat Milk,Brazil
23,5,3,1,Medium,Large,Whole Milk,Brazil
23,6,1,1,Light,Small,Whole Milk,Colombia
23,6,2,0,Light,Medium,Oat Milk,Brazil
23,6,3,0,Dark,Medium,No Milk,Ethiopia
23,7,1,0,Medium,Large,No Milk,Colombia
23,7,2,1,Medium,Medium,Whole Milk,Colombia
23,7,3,0,Dark,Large,No Milk,Ethiopia
23,8,1,0,Medium,Small,Oat Milk,Brazil
23,8,2,1,Light,Medium,No Milk,Brazil
23,8,3,0,Light,Small,Whole Milk,Brazil
23,9,1,0,Light,Small,No Milk,Ethiopia
23,9,2,1,Light,Small,No Milk,Brazil
23,9,3,0,Dark,Large,Whole Milk,Ethiopia
23,10,1,0,Light,Medium,Whole Milk,Ethiopia
23,10,2,0,Light,Large,Oat Milk,Colombia
23,10,3,1,Light,Small,No Milk,Brazil
24,1,1,0,Dark,Medium,Whole Milk,Brazil
24,1,2,0,Medium,Large,Oat Milk,Colombia
24,1,3,1,Dark,Small,No Milk,Colombia
24,2,1,0,Light,Small,Whole Milk,Ethiopia
24,2,2,0,Dark,Small,Oat Milk,Colombia
24,2,3,1,Medium,Large,Whole Milk,Ethiopia
24,3,1,1,Dark,Small,Oat Milk,Ethiopia
24,3,2,0,Light,Large,Oat Milk,Colombia
24,3,3,0,Light,Large,Oat Milk,Brazil
24,4,1,0,Medium,Large,No Milk,Brazil
24,4,2,0,Light,Large,Oat Milk,Colombia
24,4,3,1,Light,Medium,Whole Milk,Colombia
24,5,1,1,Medium,Medium,Oat Milk,Brazil
24,5,2,0,Medium,Medium,Oat Milk,Ethiopia
24,5,3,0,Light,Small,Whole Milk,Colombia
24,6,1,0,Light,Medium,Oat Milk,Ethiopia
24,6,2,0,Dark,Medium,No Milk,Ethiopia
24,6,3,1,Medium,Small,No Milk,Colombia
24,7,1,0,Medium,Large,Whole Milk,Brazil
24,7,2,0,Medium,Small,No Milk,Brazil
24,7,3,1,Medium,Medium,Whole Milk,Colombia
24,8,1,1,Medium,Small,No Milk,Ethiopia
24,8,2,0,Dark,Large,Whole Milk,Colombia
24,8,3,0,Light,Small,No Milk,Colombia
24,9,1,0,Light,Small,No Milk,Ethiopia
24,9,2,1,Dark,Large,No Milk,Brazil
24,9,3,0,Light,Small,No Milk,Colombia
24,10,1,0,Medium,Small,No Milk,Ethiopia
24,10,2,1,Medium,Small,No Milk,Brazil
24,10,3,0,Dark,Medium,Oat Milk,Colombia
25,1,1,0,Medium,Medium,Whole Milk,Ethiopia
25,1,2,0,Medium,Medium,No Milk,Ethiopia
25,1,3,1,Dark,Small,Whole Milk,Brazil
25,2,1,1,Medium,Large,Oat Milk,Ethiopia
25,2,2,0,Medium,Medium,Whole Milk,Brazil
25,2,3,0,Medium,Small,No Milk,Ethiopia
25,3,1,1,Light,Medium,No Milk,Ethiopia
25,3,2,0,Dark,Small,No Milk,Colombia
25,3,3,0,Light,Medium,Whole Milk,Brazil
25,4,1,1,Light,Large,Oat Milk,Ethiopia
25,4,2,0,Light,Small,No Milk,Brazil
25,4,3,0,Dark,Large,Oat Milk,Brazil
25,5,1,0,Dark,Medium,Whole Milk,Brazil
25,5,2,1,Light,Medium,Whole Milk,Ethiopia
25,5,3,0,Light,Small,No Milk,Colombia
25,6,1,0,Light,Large,Oat Milk,Colombia
25,6,2,1,Dark,Small,No Milk,Ethiopia
25,6,3,0,Medium,Small,No Milk,Colombia
25,7,1,0,Light,Small,Whole Milk,Ethiopia
25,7,2,0,Medium,Large,Whole Milk,Ethiopia
25,7,3,1,Medium,Medium,Oat Milk,Colombia
25,8,1,1,Dark,Medium,Whole Milk,Ethiopia
25,8,2,0,Light,Large,Whole Milk,Brazil
25,8,3,0,Dark,Medium,No Milk,Brazil
25,9,1,1,Light,Medium,Oat Milk,Brazil
25,9,2,0,Light,Small,Whole Milk,Colombia
25,9,3,0,Dark,Medium,Whole Milk,Colombia
25,10,1,0,Medium,Large,No Milk,Brazil
25,10,2,0,Medium,Small,Oat Milk,Brazil
25,10,3,1,Medium,Medium,No Milk,Brazil
26,1,1,0,Light,Large,No Milk,Colombia
26,1,2,0,Dark,Medium,No Milk,Ethiopia
26,1,3,1,Medium,Medium,Whole Milk,Ethiopia
26,2,1,1,Medium,Large,Whole Milk,Brazil
26,2,2,0,Medium,Small,No Milk,Ethiopia
26,2,3,0,Medium,Small,No Milk,Ethiopia
26,3,1,0,Medium,Small,Whole Milk,Colombia
26,3,2,1,Light,Medium,Whole Milk,Brazil
26,3,3,0,Dark,Small,Oat Milk,Brazil
26,4,1,0,Medium,Small,No Milk,Colombia
26,4,2,1,Light,Medium,Whole Milk,Brazil
26,4,3,0,Dark,Large,Oat Milk,Brazil
26,5,1,0,Light,Small,No Milk,Ethiopia
26,5,2,0,Medium,Small,No Milk,Ethiopia
26,5,3,1,Light,Medium,Whole Milk,Brazil
26,6,1,0,Light,Small,No Milk,Colombia
26,6,2,0,Medium,Small,Oat Milk,Colombia
26,6,3,1,Medium,Medium,Oat Milk,Brazil
26,7,1,0,Dark,Large,Oat Milk,Colombia
26,7,2,0,Medium,Medium,No Milk,Ethiopia
26,7,3,1,Medium,Medium,Oat Milk,Colombia
26,8,1,0,Dark,Small,No Milk,Brazil
26,8,2,0,Light,Large,Oat Milk,Brazil
26,8,3,1,Dark,Small,Whole Milk,Colombia
26,9,1,1,Dark,Medium,Whole Milk,Brazil
26,9,2,0,Medium,Large,No Milk,Ethiopia
26,9,3,0,Medium,Large,No Milk,Brazil
26,10,1,0,Dark,Large,Whole Milk,Brazil
26,10,2,0,Medium,Small,No Milk,Colombia
26,10,3,1,Light,Small,Oat Milk,Colombia
27,1,1,1,Medium,Large,Oat Milk,Ethiopia
27,1,2,0,Light,Large,Whole Milk,Brazil
27,1,3,0,Medium,Small,Oat Milk,Colombia
27,2,1,0,Dark,Large,No Milk,Colombia
27,2,2,1,Light,Medium,Whole Milk,Ethiopia
27,2,3,0,Medium,Medium,Whole Milk,Ethiopia
27,3,1,1,Medium,Small,No Milk,Ethiopia
27,3,2,0,Dark,Large,Whole Milk,Brazil
27,3,3,0,Medium,Medium,Whole Milk,Colombia
27,4,1,0,Medium,Medium,Oat Milk,Colombia
27,4,2,1,Medium,Medium,Oat Milk,Ethiopia
27,4,3,0,Dark,Small,No Milk,Colombia
27,5,1,1,Dark,Medium,Oat Milk,Ethiopia
27,5,2,0,Dark,Large,No Milk,Colombia
27,5,3,0,Medium,Large,Oat Milk,Brazil
27,6,1,0,Light,Large,No Milk,Colombia
27,6,2,1,Dark,Medium,No Milk,Brazil
27,6,3,0,Light,Small,No Milk,Colombia
27,7,1,0,Light,Small,Oat Milk,Colombia
27,7,2,1,Dark,Small,Oat Milk,Ethiopia
27,7,3,0,Dark,Medium,Whole Milk,Colombia
27,8,1,1,Light,Medium,Oat Milk,Brazil
27,8,2,0,Medium,Large,Whole Milk,Ethiopia
27,8,3,0,Medium,Large,Whole Milk,Colombia
27,9,1,1,Medium,Small,No Milk,Brazil
27,9,2,0,Light,Small,Whole Milk,Colombia
27,9,3,0,Medium,Large,Oat Milk,Brazil
27,10,1,1,Dark,Small,Oat Milk,Colombia
27,10,2,0,Dark,Small,No Milk,Ethiopia
27,10,3,0,Medium,Large,Whole Milk,Brazil
28,1,1,0,Dark,Medium,Whole Milk,Brazil
28,1,2,0,Medium,Medium,Whole Milk,Colombia
28,1,3,1,Medium,Medium,Whole Milk,Ethiopia
28,2,1,0,Medium,Large,Whole Milk,Brazil
28,2,2,0,Light,Large,No Milk,Colombia
28,2,3,1,Dark,Medium,Whole Milk,Ethiopia
28,3,1,1,Dark,Small,Whole Milk,Ethiopia
28,3,2,0,Medium,Medium,Oat Milk,Ethiopia
28,3,3,0,Dark,Large,Whole Milk,Colombia
28,4,1,1,Dark,Small,Whole Milk,Brazil
28,4,2,0,Medium,Large,Oat Milk,Brazil
28,4,3,0,Light,Large,Whole Milk,Colombia
28,5,1,0,Medium,Small,Whole Milk,Ethiopia
28,5,2,0,Dark,Small,Whole Milk,Ethiopia
28,5,3,1,Light,Medium,No Milk,Brazil
28,6,1,0,Medium,Medium,Oat Milk,Ethiopia
28,6,2,1,Medium,Small,Oat Milk,Colombia
28,6,3,0,Dark,Large,Whole Milk,Colombia
28,7,1,0,Light,Large,No Milk,Brazil
28,7,2,0,Medium,Medium,No Milk,Colombia
28,7,3,1,Light,Medium,Oat Milk,Brazil
28,8,1,0,Medium,Small,Oat Milk,Brazil
28,8,2,1,Light,Medium,Oat Milk,Brazil
28,8,3,0,Medium,Large,No Milk,Colombia
28,9,1,0,Light,Small,Whole Milk,Colombia
28,9,2,1,Light,Small,Whole Milk,Ethiopia
28,9,3,0,Medium,Medium,Oat Milk,Ethiopia
28,10,1,1,Dark,Small,Whole Milk,Ethiopia
28,10,2,0,Medium,Large,No Milk,Colombia
28,10,3,0,Dark,Large,No Milk,Colombia
29,1,1,1,Dark,Large,Oat Milk,Ethiopia
29,1,2,0,Light,Medium,Oat Milk,Ethiopia
29,1,3,0,Light,Medium,No Milk,Colombia
29,2,1,0,Light,Small,Whole Milk,Colombia
29,2,2,0,Light,Small,Oat Milk,Brazil
29,2,3,1,Light,Medium,Whole Milk,Ethiopia
29,3,1,0,Dark,Small,Whole Milk,Colombia
29,3,2,0,Dark,Small,No Milk,Brazil
29,3,3,1,Medium,Medium,No Milk,Brazil
29,4,1,0,Dark,Small,No Milk,Brazil
29,4,2,0,Light,Medium,Oat Milk,Brazil
29,4,3,1,Dark,Medium,Whole Milk,Brazil
29,5,1,1,Medium,Small,Whole Milk,Brazil
29,5,2,0,Medium,Small,No Milk,Ethiopia
29,5,3,0,Light,Medium,Whole Milk,Colombia
29,6,1,0,Medium,Medium,No Milk,Colombia
29,6,2,0,Light,Large,Oat Milk,Ethiopia
29,6,3,1,Light,Large,No Milk,Colombia
29,7,1,0,Dark,Medium,No Milk,Colombia
29,7,2,1,Light,Large,Whole Milk,Colombia
29,7,3,0,Dark,Small,Oat Milk,Ethiopia
29,8,1,0,Light,Small,No Milk,Colombia
29,8,2,1,Medium,Large,Oat Milk,Ethiopia
29,8,3,0,Light,Small,No Milk,Colombia
29,9,1,0,Light,Medium,Oat Milk,Ethiopia
29,9,2,1,Medium,Large,No Milk,Ethiopia
29,9,3,0,Light,Small,Oat Milk,Ethiopia
29,10,1,1,Medium,Medium,Whole Milk,Ethiopia
29,10,2,0,Dark,Small,No Milk,Colombia
29,10,3,0,Light,Small,No Milk,Ethiopia
30,1,1,0,Light,Medium,Oat Milk,Colombia
30,1,2,1,Medium,Small,No Milk,Ethiopia
30,1,3,0,Light,Large,Whole Milk,Brazil
30,2,1,1,Dark,Large,Whole Milk,Colombia
30,2,2,0,Dark,Medium,Whole Milk,Brazil
30,2,3,0,Dark,Small,Oat Milk,Brazil
30,3,1,0,Medium,Medium,Whole Milk,Brazil
30,3,2,0,Light,Large,Whole Milk,Colombia
30,3,3,1,Light,Large,Oat Milk,Ethiopia
30,4,1,1,Light,Medium,Oat Milk,Colombia
30,4,2,0,Medium,Small,Whole Milk,Colombia
30,4,3,0,Medium,Medium,No Milk,Colombia
30,5,1,1,Dark,Medium,No Milk,Ethiopia
30,5,2,0,Light,Medium,Whole Milk,Brazil
30,5,3,0,Medium,Medium,No Milk,Brazil
30,6,1,0,Light,Large,Whole Milk,Brazil
30,6,2,0,Dark,Large,No Milk,Brazil
30,6,3,1,Medium,Medium,No Milk,Colombia
30,7,1,0,Medium,Large,Whole Milk,Brazil
30,7,2,0,Dark,Medium,Whole Milk,Ethiopia
30,7,3,1,Dark,Small,No Milk,Ethiopia
30,8,1,0,Dark,Medium,Whole Milk,Brazil
30,8,2,1,Light,Small,No Milk,Ethiopia
30,8,3,0,Dark,Large,Whole Milk,Ethiopia
30,9,1,1,Dark,Small,No Milk,Colombia
30,9,2,0,Medium,Small,Oat Milk,Colombia
30,9,3,0,Light,Medium,No Milk,Brazil
30,10,1,1,Dark,Small,Oat Milk,Ethiopia
30,10,2,0,Dark,Small,Oat Milk,Colombia
30,10,3,0,Light,Large,Oat Milk,Brazil
31,1,1,0,Dark,Medium,Oat Milk,Brazil
31,1,2,1,Light,Medium,Oat Milk,Ethiopia
31,1,3,0,Medium,Small,No Milk,Ethiopia
31,2,1,1,Dark,Large,Oat Milk,Brazil
31,2,2,0,Medium,Large,Whole Milk,Brazil
31,2,3,0,Light,Small,Whole Milk,Brazil
31,3,1,0,Medium,Large,No Milk,Brazil
31,3,2,0,Light,Large,Whole Milk,Brazil
31,3,3,1,Dark,Small,Oat Milk,Brazil
31,4,1,0,Dark,Large,Whole Milk,Ethiopia
31,4,2,1,Dark,Medium,Oat Milk,Colombia
31,4,3,0,Light,Medium,No Milk,Colombia
31,5,1,1,Light,Medium,No Milk,Ethiopia
31,5,2,0,Light,Small,Whole Milk,Ethiopia
31,5,3,0,Dark,Small,Oat Milk,Ethiopia
31,6,1,0,Dark,Large,Whole Milk,Colombia
31,6,2,1,Dark,Medium,No Milk,Brazil
31,6,3,0,Dark,Medium,Whole Milk,Brazil
31,7,1,1,Medium,Medium,Oat Milk,Brazil
31,7,2,0,Dark,Small,No Milk,Brazil
31,7,3,0,Dark,Medium,No Milk,Brazil
31,8,1,0,Dark,Medium,Whole Milk,Brazil
31,8,2,1,Light,Large,No Milk,Ethiopia
31,8,3,0,Dark,Small,No Milk,Colombia
31,9,1,0,Light,Medium,No Milk,Ethiopia
31,9,2,0,Medium,Small,No Milk,Brazil
31,9,3,1,Light,Medium,Oat Milk,Brazil
31,10,1,0,Light,Small,Oat Milk,Brazil
31,10,2,0,Dark,Large,Whole Milk,Ethiopia
31,10,3,1,Dark,Large,Oat Milk,Colombia
32,1,1,0,Light,Large,Oat Milk,Ethiopia
32,1,2,1,Light,Large,Whole Milk,Ethiopia
32,1,3,0,Dark,Small,No Milk,Brazil
32,2,1,0,Light,Large,Whole Milk,Brazil
32,2,2,1,Light,Large,Oat Milk,Ethiopia
32,2,3,0,Light,Medium,Oat Milk,Brazil
32,3,1,0,Light,Large,Oat Milk,Brazil
32,3,2,1,Medium,Medium,No Milk,Ethiopia
32,3,3,0,Light,Medium,Whole Milk,Colombia
32,4,1,0,Light,Large,Whole Milk,Colombia
32,4,2,1,Light,Large,Whole Milk,Colombia
32,4,3,0,Medium,Small,No Milk,Brazil
32,5,1,1,Dark,Medium,Whole Milk,Colombia
32,5,2,0,Light,Small,Oat Milk,Brazil
32,5,3,0,Light,Small,No Milk,Colombia
32,6,1,1,Dark,Small,Whole Milk,Colombia
32,6,2,0,Medium,Medium,Oat Milk,Brazil
32,6,3,0,Medium,Small,Oat Milk,Brazil
32,7,1,0,Light,Large,Whole Milk,Brazil
32,7,2,0,Dark,Large,No Milk,Brazil
32,7,3,1,Medium,Large,No Milk,Ethiopia
32,8,1,1,Medium,Large,No Milk,Ethiopia
32,8,2,0,Medium,Medium,Oat Milk,Brazil
32,8,3,0,Light,Large,No Milk,Colombia
32,9,1,0,Dark,Medium,Whole Milk,Colombia
32,9,2,1,Dark,Large,Oat Milk,Colombia
32,9,3,0,Dark,Small,No Milk,Colombia
32,10,1,1,Dark,Medium,Whole Milk,Brazil
32,10,2,0,Medium,Small,Whole Milk,Brazil
32,10,3,0,Medium,Small,Oat Milk,Brazil
33,1,1,0,Dark,Medium,Whole Milk,Brazil
33,1,2,0,Dark,Small,Oat Milk,Colombia
33,1,3,1,Dark,Medium,Oat Milk,Ethiopia
33,2,1,1,Dark,Small,No Milk,Ethiopia
33,2,2,0,Light,Medium,Oat Milk,Ethiopia
33,2,3,0,Dark,Medium,Whole Milk,Brazil
33,3,1,0,Dark,Medium,Oat Milk,Ethiopia
33,3,2,0,Medium,Small,No Milk,Brazil
33,3,3,1,Medium,Medium,Oat Milk,Colombia
33,4,1,0,Medium,Medium,Oat Milk,Ethiopia
33,4,2,0,Medium,Medium,Whole Milk,Colombia
33,4,3,1,Dark,Small,Oat Milk,Colombia
33,5,1,0,Light,Medium,Whole Milk,Brazil
33,5,2,0,Light,Small,Whole Milk,Brazil
33,5,3,1,Dark,Large,Oat Milk,Brazil
33,6,1,1,Light,Large,Oat Milk,Brazil
33,6,2,0,Dark,Medium,Whole Milk,Colombia
33,6,3,0,Light,Large,Whole Milk,Ethiopia
33,7,1,1,Dark,Large,No Milk,Ethiopia
33,7,2,0,Light,Large,No Milk,Brazil
33,7,3,0,Dark,Small,Oat Milk,Colombia
33,8,1,1,Dark,Large,No Milk,Brazil
33,8,2,0,Medium,Small,No Milk,Ethiopia
33,8,3,0,Medium,Medium,No Milk,Colombia
33,9,1,1,Dark,Medium,Oat Milk,Ethiopia
33,9,2,0,Light,Small,Whole Milk,Ethiopia
33,9,3,0,Dark,Large,Oat Milk,Brazil
33,10,1,1,Dark,Large,No Milk,Ethiopia
33,10,2,0,Medium,Large,Whole Milk,Colombia
33,10,3,0,Medium,Small,Whole Milk,Ethiopia
34,1,1,0,Light,Small,No Milk,Colombia
34,1,2,1,Dark,Small,Whole Milk,Colombia
34,1,3,0,Medium,Large,No Milk,Ethiopia
34,2,1,1,Medium,Small,Whole Milk,Colombia
34,2,2,0,Medium,Small,No Milk,Colombia
34,2,3,0,Dark,Small,No Milk,Brazil
34,3,1,0,Dark,Small,No Milk,Colombia
34,3,2,1,Light,Large,Oat Milk,Brazil
34,3,3,0,Dark,Small,Whole Milk,Brazil
34,4,1,0,Medium,Small,No Milk,Ethiopia
34,4,2,1,Medium,Medium,No Milk,Colombia
34,4,3,0,Dark,Small,Whole Milk,Colombia
34,5,1,1,Dark,Medium,No Milk,Brazil
34,5,2,0,Medium,Large,Whole Milk,Colombia
34,5,3,0,Medium,Small,No Milk,Colombia
34,6,1,1,Dark,Large,Oat Milk,Colombia
34,6,2,0,Light,Medium,Whole Milk,Brazil
34,6,3,0,Dark,Large,No Milk,Colombia
34,7,1,1,Light,Large,Whole Milk,Colombia
34,7,2,0,Dark,Large,Oat Milk,Brazil
34,7,3,0,Light,Large,Whole Milk,Ethiopia
34,8,1,1,Medium,Medium,Oat Milk,Brazil
34,8,2,0,Dark,Large,No Milk,Ethiopia
34,8,3,0,Medium,Small,No Milk,Ethiopia
34,9,1,0,Dark,Medium,Oat Milk,Colombia
34,9,2,0,Dark,Small,Whole Milk,Brazil
34,9,3,1,Light,Medium,Whole Milk,Colombia
34,10,1,0,Medium,Medium,Oat Milk,Colombia
34,10,2,1,Dark,Large,Oat Milk,Ethiopia
34,10,3,0,Medium,Large,Oat Milk,Brazil
35,1,1,0,Medium,Large,Oat Milk,Brazil
35,1,2,1,Dark,Small,Whole Milk,Colombia
35,1,3,0,Dark,Small,No Milk,Colombia
35,2,1,1,Medium,Large,Whole Milk,Brazil
35,2,2,0,Light,Small,Oat Milk,Brazil
35,2,3,0,Light,Small,Oat Milk,Brazil
35,3,1,0,Light,Medium,No Milk,Ethiopia
35,3,2,0,Light,Large,Oat Milk,Ethiopia
35,3,3,1,Dark,Medium,Whole Milk,Brazil
35,4,1,0,Light,Large,Oat Milk,Ethiopia
35,4,2,0,Dark,Large,Oat Milk,Colombia
35,4,3,1,Dark,Large,Whole Milk,Brazil
