respondent_id,task_id,alternative_id,chosen,Color,Fit,Material,Design Placement
20,5,2,1,Tie-Dye,Oversized,Tri-Blend,Full Front
20,5,3,0,Black,Regular,Performance Mesh,Small Logo
20,6,1,0,Black,Slim,Performance Mesh,Full Front
20,6,2,1,Black,Slim,100% Cotton,Small Logo
20,6,3,0,White,Slim,Performance Mesh,Back Print
20,7,1,1,Tie-Dye,Regular,Tri-Blend,Small Logo
20,7,2,0,Tie-Dye,Oversized,Performance Mesh,Small Logo
20,7,3,0,White,Oversized,100% Cotton,Small Logo
20,8,1,0,White,Oversized,100% Cotton,Small Logo
20,8,2,1,White,Slim,Performance Mesh,Small Logo
20,8,3,0,White,Slim,100% Cotton,Back Print
21,1,1,0,White,Oversized,Performance Mesh,Back Print
21,1,2,1,Tie-Dye,Oversized,Tri-Blend,Small Logo
21,1,3,0,White,Oversized,Tri-Blend,Back Print
21,2,1,1,Black,Regular,Tri-Blend,Full Front
21,2,2,0,Tie-Dye,Oversized,Performance Mesh,Small Logo
21,2,3,0,Tie-Dye,Slim,100% Cotton,Back Print
21,3,1,1,Tie-Dye,Regular,Performance Mesh,Back Print
21,3,2,0,White,Regular,100% Cotton,Small Logo
21,3,3,0,Black,Regular,Performance Mesh,Small Logo
21,4,1,0,Black,Regular,100% Cotton,Full Front
21,4,2,0,Black,Regular,100% Cotton,Back Print
21,4,3,1,White,Regular,100% Cotton,Full Front
21,5,1,1,Tie-Dye,Regular,Tri-Blend,Back Print
21,5,2,0,White,Regular,Performance Mesh,Full Front
21,5,3,0,Black,Regular,Performance Mesh,Back Print
21,6,1,0,White,Oversized,100% Cotton,Small Logo
21,6,2,1,Black,Regular,Tri-Blend,Full Front
21,6,3,0,Tie-Dye,Slim,Performance Mesh,Small Logo
21,7,1,1,Tie-Dye,Oversized,Performance Mesh,Back Print
21,7,2,0,Tie-Dye,Regular,Tri-Blend,Small Logo
21,7,3,0,White,Regular,100% Cotton,Small Logo
21,8,1,1,Tie-Dye,Slim,Tri-Blend,Full Front
21,8,2,0,Black,Regular,100% Cotton,Small Logo
21,8,3,0,Tie-Dye,Regular,Tri-Blend,Small Logo
22,1,1,0,White,Regular,Performance Mesh,Small Logo
22,1,2,1,White,Regular,Performance Mesh,Full Front
22,1,3,0,White,Slim,Tri-Blend,Full Front
22,2,1,0,White,Slim,Tri-Blend,Full Front
22,2,2,0,White,Slim,Performance Mesh,Small Logo
22,2,3,1,Black,Oversized,100% Cotton,Small Logo
22,3,1,1,Black,Regular,Performance Mesh,Small Logo
22,3,2,0,Black,Regular,100% Cotton,Back Print
22,3,3,0,Tie-Dye,Slim,Tri-Blend,Full Front
22,4,1,1,White,Slim,100% Cotton,Back Print
22,4,2,0,Black,Regular,Tri-Blend,Back Print
22,4,3,0,White,Slim,Tri-Blend,Back Print
22,5,1,0,Black,Oversized,100% Cotton,Back Print
22,5,2,1,White,Slim,Tri-Blend,Small Logo
22,5,3,0,Tie-Dye,Oversized,Tri-Blend,Back Print
22,6,1,0,White,Slim,Performance Mesh,Small Logo
22,6,2,1,Black,Regular,Tri-Blend,Small Logo
22,6,3,0,White,Slim,100% Cotton,Small Logo
22,7,1,1,Tie-Dye,Slim,Performance Mesh,Small Logo
22,7,2,0,White,Regular,Performance Mesh,Back Print
22,7,3,0,Black,Regular,100% Cotton,Back Print
22,8,1,1,White,Oversized,100% Cotton,Small Logo
22,8,2,0,White,Oversized,Tri-Blend,Back Print
22,8,3,0,White,Slim,Tri-Blend,Small Logo
23,1,1,0,White,Regular,Performance Mesh,Small Logo
23,1,2,1,Tie-Dye,Regular,Tri-Blend,Full Front
23,1,3,0,White,Oversized,Performance Mesh,Full Front
23,2,1,0,White,Regular,100% Cotton,Full Front
23,2,2,0,White,Regular,100% Cotton,Full Front
23,2,3,1,Black,Oversized,Tri-Blend,Small Logo
23,3,1,0,Black,Regular,100% Cotton,Back Print
23,3,2,1,Black,Regular,100% Cotton,Back Print
23,3,3,0,Black,Slim,100% Cotton,Full Front
23,4,1,0,White,Regular,Performance Mesh,Back Print
23,4,2,1,Tie-Dye,Oversized,Tri-Blend,Small Logo
23,4,3,0,Black,Slim,Performance Mesh,Full Front
23,5,1,0,Black,Regular,Performance Mesh,Small Logo
23,5,2,0,Black,Regular,100% Cotton,Back Print
23,5,3,1,White,Slim,Performance Mesh,Back Print
23,6,1,0,Tie-Dye,Regular,Tri-Blend,Full Front
23,6,2,0,Tie-Dye,Slim,Tri-Blend,Full Front
23,6,3,1,Tie-Dye,Oversized,Performance Mesh,Small Logo
23,7,1,0,Black,Slim,100% Cotton,Full Front
23,7,2,0,Black,Slim,100% Cotton,Back Print
23,7,3,1,Tie-Dye,Slim,Performance Mesh,Small Logo
23,8,1,0,White,Slim,Tri-Blend,Full Front
23,8,2,0,White,Slim,100% Cotton,Back Print
23,8,3,1,Black,Slim,Tri-Blend,Full Front
24,1,1,0,Tie-Dye,Oversized,100% Cotton,Full Front
24,1,2,0,Tie-Dye,Slim,Tri-Blend,Back Print
24,1,3,1,Tie-Dye,Oversized,100% Cotton,Small Logo
24,2,1,0,Tie-Dye,Oversized,100% Cotton,Small Logo
24,2,2,0,Black,Oversized,Performance Mesh,Small Logo
24,2,3,1,White,Oversized,Performance Mesh,Back Print
24,3,1,1,White,Slim,100% Cotton,Full Front
24,3,2,0,Tie-Dye,Slim,100% Cotton,Back Print
24,3,3,0,Tie-Dye,Oversized,Performance Mesh,Full Front
24,4,1,1,Black,Regular,100% Cotton,Back Print
24,4,2,0,Tie-Dye,Slim,Tri-Blend,Full Front
24,4,3,0,Tie-Dye,Regular,Tri-Blend,Back Print
24,5,1,1,Tie-Dye,Slim,100% Cotton,Small Logo
24,5,2,0,Tie-Dye,Slim,100% Cotton,Back Print
24,5,3,0,Tie-Dye,Slim,100% Cotton,Back Print
24,6,1,0,White,Oversized,Tri-Blend,Small Logo
24,6,2,1,White,Regular,Performance Mesh,Full Front
24,6,3,0,Tie-Dye,Slim,100% Cotton,Small Logo
24,7,1,1,White,Regular,Tri-Blend,Small Logo
24,7,2,0,Tie-Dye,Regular,Tri-Blend,Small Logo
24,7,3,0,Tie-Dye,Oversized,Tri-Blend,Back Print
24,8,1,1,Black,Regular,100% Cotton,Full Front
24,8,2,0,Tie-Dye,Regular,100% Cotton,Small Logo
24,8,3,0,Black,Regular,Performance Mesh,Back Print
25,1,1,0,Tie-Dye,Slim,100% Cotton,Small Logo
25,1,2,0,Black,Regular,100% Cotton,Small Logo
25,1,3,1,Black,Regular,Tri-Blend,Back Print
25,2,1,0,Tie-Dye,Slim,Performance Mesh,Full Front
25,2,2,1,White,Oversized,100% Cotton,Small Logo
25,2,3,0,Black,Oversized,100% Cotton,Small Logo
25,3,1,0,Tie-Dye,Oversized,Tri-Blend,Small Logo
25,3,2,0,Black,Regular,100% Cotton,Back Print
25,3,3,1,White,Slim,Performance Mesh,Full Front
25,4,1,0,White,Regular,Tri-Blend,Small Logo
25,4,2,0,Black,Regular,100% Cotton,Small Logo
25,4,3,1,Black,Slim,100% Cotton,Full Front
25,5,1,0,Black,Slim,Performance Mesh,Full Front
25,5,2,0,Black,Regular,Performance Mesh,Small Logo
25,5,3,1,Black,Slim,100% Cotton,Full Front
25,6,1,1,Tie-Dye,Regular,Tri-Blend,Back Print
25,6,2,0,Black,Slim,100% Cotton,Small Logo
25,6,3,0,White,Oversized,100% Cotton,Small Logo
25,7,1,1,Tie-Dye,Oversized,Tri-Blend,Back Print
25,7,2,0,White,Regular,Performance Mesh,Small Logo
25,7,3,0,Black,Oversized,Performance Mesh,Back Print
25,8,1,1,Tie-Dye,Oversized,Performance Mesh,Full Front
25,8,2,0,Black,Oversized,Tri-Blend,Back Print
25,8,3,0,White,Slim,Tri-Blend,Back Print
26,1,1,0,White,Oversized,Tri-Blend,Back Print
26,1,2,1,White,Regular,Performance Mesh,Back Print
26,1,3,0,White,Regular,Performance Mesh,Small Logo
26,2,1,0,White,Oversized,Performance Mesh,Full Front
26,2,2,1,Black,Oversized,100% Cotton,Small Logo
26,2,3,0,Black,Slim,Tri-Blend,Back Print
26,3,1,0,Tie-Dye,Regular,Tri-Blend,Small Logo
26,3,2,1,White,Oversized,Tri-Blend,Full Front
26,3,3,0,Tie-Dye,Slim,Tri-Blend,Small Logo
26,4,1,1,Tie-Dye,Regular,Performance Mesh,Back Print
26,4,2,0,White,Slim,100% Cotton,Small Logo
26,4,3,0,White,Oversized,Performance Mesh,Small Logo
26,5,1,1,White,Oversized,Tri-Blend,Full Front
26,5,2,0,Black,Slim,Tri-Blend,Full Front
26,5,3,0,Black,Slim,Tri-Blend,Full Front
26,6,1,0,Black,Slim,100% Cotton,Back Print
26,6,2,1,White,Oversized,Tri-Blend,Full Front
26,6,3,0,White,Oversized,Performance Mesh,Small Logo
26,7,1,0,Tie-Dye,Oversized,100% Cotton,Small Logo
26,7,2,0,Tie-Dye,Oversized,100% Cotton,Full Front
26,7,3,1,White,Oversized,Tri-Blend,Full Front
26,8,1,1,Black,Slim,100% Cotton,Full Front
26,8,2,0,White,Regular,Tri-Blend,Small Logo
26,8,3,0,Tie-Dye,Slim,Performance Mesh,Small Logo
27,1,1,0,Tie-Dye,Oversized,Tri-Blend,Full Front
27,1,2,1,Tie-Dye,Slim,Tri-Blend,Small Logo
27,1,3,0,Black,Oversized,Performance Mesh,Back Print
27,2,1,0,Tie-Dye,Slim,Performance Mesh,Back Print
27,2,2,1,White,Slim,100% Cotton,Back Print
27,2,3,0,Tie-Dye,Oversized,Performance Mesh,Full Front
27,3,1,0,White,Regular,Tri-Blend,Full Front
27,3,2,0,Tie-Dye,Regular,Performance Mesh,Small Logo
27,3,3,1,Black,Regular,Tri-Blend,Back Print
27,4,1,0,Tie-Dye,Oversized,Performance Mesh,Back Print
27,4,2,1,White,Regular,100% Cotton,Back Print
27,4,3,0,Tie-Dye,Regular,Tri-Blend,Back Print
27,5,1,0,Tie-Dye,Slim,100% Cotton,Small Logo
27,5,2,0,Tie-Dye,Regular,100% Cotton,Full Front
27,5,3,1,Black,Regular,100% Cotton,Back Print
27,6,1,0,Black,Oversized,100% Cotton,Small Logo
27,6,2,0,White,Oversized,Performance Mesh,Small Logo
27,6,3,1,White,Oversized,Tri-Blend,Small Logo
27,7,1,0,Black,Oversized,Tri-Blend,Back Print
27,7,2,1,Black,Regular,100% Cotton,Small Logo
27,7,3,0,Tie-Dye,Oversized,Tri-Blend,Back Print
27,8,1,0,Tie-Dye,Slim,Performance Mesh,Back Print
27,8,2,1,Tie-Dye,Slim,100% Cotton,Back Print
27,8,3,0,White,Oversized,Performance Mesh,Full Front
28,1,1,1,Tie-Dye,Regular,Tri-Blend,Small Logo
28,1,2,0,Black,Regular,Performance Mesh,Full Front
28,1,3,0,Black,Regular,100% Cotton,Back Print
28,2,1,0,Black,Oversized,Tri-Blend,Back Print
28,2,2,0,Black,Oversized,Performance Mesh,Full Front
28,2,3,1,Tie-Dye,Slim,Tri-Blend,Back Print
28,3,1,0,White,Slim,Performance Mesh,Full Front
28,3,2,0,Black,Regular,100% Cotton,Full Front
28,3,3,1,Black,Oversized,100% Cotton,Small Logo
28,4,1,0,Black,Slim,100% Cotton,Small Logo
28,4,2,1,Black,Oversized,Performance Mesh,Full Front
28,4,3,0,White,Slim,Tri-Blend,Full Front
28,5,1,0,White,Slim,Tri-Blend,Back Print
28,5,2,0,Black,Slim,100% Cotton,Full Front
28,5,3,1,Tie-Dye,Regular,Tri-Blend,Full Front
28,6,1,0,White,Slim,Performance Mesh,Small Logo
28,6,2,1,Tie-Dye,Oversized,100% Cotton,Full Front
28,6,3,0,Black,Oversized,Performance Mesh,Small Logo
28,7,1,0,Tie-Dye,Regular,Tri-Blend,Small Logo
28,7,2,0,White,Slim,100% Cotton,Full Front
28,7,3,1,Tie-Dye,Regular,Tri-Blend,Full Front
28,8,1,1,Tie-Dye,Regular,Tri-Blend,Small Logo
28,8,2,0,Tie-Dye,Slim,Tri-Blend,Small Logo
28,8,3,0,White,Oversized,100% Cotton,Full Front
29,1,1,0,Black,Oversized,100% Cotton,Small Logo
29,1,2,1,Black,Slim,100% Cotton,Small Logo
29,1,3,0,White,Oversized,100% Cotton,Small Logo
29,2,1,1,White,Oversized,Tri-Blend,Full Front
29,2,2,0,Tie-Dye,Oversized,100% Cotton,Small Logo
29,2,3,0,Black,Oversized,Tri-Blend,Small Logo
29,3,1,1,Tie-Dye,Slim,Tri-Blend,Small Logo
29,3,2,0,White,Regular,100% Cotton,Small Logo
29,3,3,0,White,Slim,Tri-Blend,Small Logo
29,4,1,1,Tie-Dye,Oversized,Performance Mesh,Back Print
29,4,2,0,Tie-Dye,Oversized,100% Cotton,Full Front
29,4,3,0,Black,Regular,Performance Mesh,Small Logo
29,5,1,1,Tie-Dye,Slim,Tri-Blend,Full Front
29,5,2,0,White,Regular,100% Cotton,Back Print
29,5,3,0,Black,Oversized,Tri-Blend,Back Print
29,6,1,0,Black,Regular,Performance Mesh,Back Print
29,6,2,0,White,Regular,Performance Mesh,Back Print
29,6,3,1,Tie-Dye,Regular,Tri-Blend,Full Front
29,7,1,1,Tie-Dye,Oversized,100% Cotton,Small Logo
29,7,2,0,White,Slim,100% Cotton,Small Logo
29,7,3,0,White,Slim,100% Cotton,Back Print
29,8,1,0,White,Slim,100% Cotton,Back Print
29,8,2,1,Tie-Dye,Slim,100% Cotton,Full Front
29,8,3,0,White,Slim,100% Cotton,Small Logo
30,1,1,0,Black,Oversized,Performance Mesh,Small Logo
30,1,2,1,Tie-Dye,Regular,Tri-Blend,Full Front
30,1,3,0,Tie-Dye,Slim,Performance Mesh,Back Print
30,2,1,1,White,Regular,Tri-Blend,Small Logo
30,2,2,0,White,Regular,Tri-Blend,Back Print
30,2,3,0,Tie-Dye,Oversized,Performance Mesh,Small Logo
30,3,1,1,Tie-Dye,Slim,Tri-Blend,Full Front
30,3,2,0,White,Slim,Tri-Blend,Full Front
30,3,3,0,Tie-Dye,Slim,Performance Mesh,Back Print
30,4,1,0,White,Slim,100% Cotton,Full Front
30,4,2,1,Black,Oversized,Performance Mesh,Back Print
30,4,3,0,White,Regular,Tri-Blend,Back Print
30,5,1,0,White,Oversized,100% Cotton,Back Print
30,5,2,0,White,Regular,100% Cotton,Full Front
30,5,3,1,Tie-Dye,Oversized,Performance Mesh,Full Front
30,6,1,1,Black,Regular,Performance Mesh,Back Print
30,6,2,0,White,Slim,Performance Mesh,Small Logo
30,6,3,0,White,Slim,Tri-Blend,Back Print
30,7,1,1,Black,Regular,Performance Mesh,Full Front
30,7,2,0,White,Slim,100% Cotton,Small Logo
30,7,3,0,Black,Slim,Performance Mesh,Full Front
30,8,1,0,Tie-Dye,Oversized,Performance Mesh,Back Print
30,8,2,0,White,Slim,100% Cotton,Back Print
30,8,3,1,Tie-Dye,Slim,Tri-Blend,Full Front
31,1,1,0,Black,Regular,Tri-Blend,Full Front
31,1,2,1,Tie-Dye,Slim,100% Cotton,Back Print
31,1,3,0,Black,Slim,Performance Mesh,Small Logo
31,2,1,0,White,Regular,100% Cotton,Full Front
31,2,2,1,Black,Oversized,Performance Mesh,Small Logo
31,2,3,0,Black,Regular,Performance Mesh,Back Print
31,3,1,1,White,Regular,Tri-Blend,Back Print
31,3,2,0,Black,Oversized,Performance Mesh,Back Print
31,3,3,0,Black,Regular,Tri-Blend,Small Logo
31,4,1,1,Black,Slim,100% Cotton,Small Logo
31,4,2,0,Black,Oversized,Performance Mesh,Back Print
31,4,3,0,Black,Oversized,100% Cotton,Back Print
31,5,1,0,Black,Regular,Tri-Blend,Back Print
31,5,2,1,Black,Regular,Tri-Blend,Small Logo
31,5,3,0,Black,Regular,Tri-Blend,Full Front
31,6,1,0,Tie-Dye,Slim,Performance Mesh,Full Front
31,6,2,0,Black,Slim,Performance Mesh,Full Front
31,6,3,1,Black,Slim,100% Cotton,Back Print
31,7,1,0,Black,Oversized,Performance Mesh,Back Print
31,7,2,1,Tie-Dye,Regular,Performance Mesh,Back Print
31,7,3,0,White,Regular,100% Cotton,Small Logo
31,8,1,1,White,Slim,Tri-Blend,Back Print
31,8,2,0,Tie-Dye,Slim,100% Cotton,Full Front
31,8,3,0,Black,Slim,Performance Mesh,Back Print
32,1,1,1,Tie-Dye,Slim,Performance Mesh,Back Print
32,1,2,0,Black,Slim,100% Cotton,Back Print
32,1,3,0,Black,Regular,Performance Mesh,Back Print
32,2,1,0,White,Regular,Tri-Blend,Small Logo
32,2,2,0,White,Slim,Performance Mesh,Full Front
32,2,3,1,White,Oversized,Performance Mesh,Back Print
32,3,1,0,Black,Oversized,Tri-Blend,Back Print
32,3,2,0,White,Slim,Performance Mesh,Small Logo
32,3,3,1,Tie-Dye,Regular,Tri-Blend,Small Logo
32,4,1,0,White,Regular,Performance Mesh,Full Front
32,4,2,1,Tie-Dye,Slim,Tri-Blend,Back Print
32,4,3,0,Black,Slim,Performance Mesh,Back Print
32,5,1,0,Tie-Dye,Oversized,100% Cotton,Back Print
32,5,2,0,Tie-Dye,Regular,Performance Mesh,Full Front
32,5,3,1,Tie-Dye,Slim,100% Cotton,Full Front
32,6,1,1,Tie-Dye,Regular,Tri-Blend,Full Front
32,6,2,0,Black,Slim,Performance Mesh,Small Logo
32,6,3,0,Tie-Dye,Oversized,Performance Mesh,Small Logo
32,7,1,0,Black,Oversized,100% Cotton,Small Logo
32,7,2,0,White,Slim,Performance Mesh,Full Front
32,7,3,1,Tie-Dye,Oversized,Tri-Blend,Full Front
32,8,1,1,Tie-Dye,Slim,100% Cotton,Full Front
32,8,2,0,Black,Slim,Performance Mesh,Back Print
32,8,3,0,White,Slim,100% Cotton,Full Front
33,1,1,0,White,Oversized,Tri-Blend,Back Print
33,1,2,0,Black,Oversized,100% Cotton,Back Print
33,1,3,1,Black,Oversized,Performance Mesh,Full Front
33,2,1,0,Tie-Dye,Regular,100% Cotton,Small Logo
33,2,2,1,Tie-Dye,Regular,Tri-Blend,Back Print
33,2,3,0,Black,Oversized,100% Cotton,Full Front
33,3,1,0,Tie-Dye,Oversized,Tri-Blend,Full Front
33,3,2,1,Black,Slim,100% Cotton,Full Front
33,3,3,0,White,Oversized,100% Cotton,Full Front
33,4,1,1,Tie-Dye,Oversized,100% Cotton,Small Logo
33,4,2,0,White,Slim,Tri-Blend,Small Logo
33,4,3,0,Tie-Dye,Regular,Tri-Blend,Small Logo
33,5,1,0,White,Slim,100% Cotton,Full Front
33,5,2,1,Tie-Dye,Oversized,Tri-Blend,Small Logo
33,5,3,0,White,Slim,100% Cotton,Full Front
33,6,1,1,Tie-Dye,Slim,Performance Mesh,Back Print
33,6,2,0,Tie-Dye,Regular,100% Cotton,Small Logo
33,6,3,0,Black,Slim,Performance Mesh,Full Front
33,7,1,0,White,Slim,100% Cotton,Small Logo
33,7,2,0,White,Regular,100% Cotton,Small Logo
33,7,3,1,Tie-Dye,Regular,Performance Mesh,Back Print
33,8,1,1,Black,Regular,100% Cotton,Full Front
33,8,2,0,White,Regular,Performance Mesh,Full Front
33,8,3,0,Black,Regular,Performance Mesh,Small Logo
34,1,1,1,White,Oversized,100% Cotton,Full Front
34,1,2,0,Black,Oversized,Performance Mesh,Back Print
34,1,3,0,Tie-Dye,Oversized,Tri-Blend,Full Front
34,2,1,1,Tie-Dye,Slim,Tri-Blend,Full Front
34,2,2,0,Black,Slim,Performance Mesh,Small Logo
34,2,3,0,Tie-Dye,Slim,Performance Mesh,Full Front
34,3,1,0,Black,Slim,100% Cotton,Full Front
34,3,2,0,White,Slim,Performance Mesh,Small Logo
34,3,3,1,Tie-Dye,Oversized,Performance Mesh,Full Front
34,4,1,1,Tie-Dye,Regular,Performance Mesh,Small Logo
34,4,2,0,Black,Slim,100% Cotton,Small Logo
34,4,3,0,Tie-Dye,Regular,Performance Mesh,Full Front
34,5,1,0,Tie-Dye,Regular,Performance Mesh,Small Logo
34,5,2,1,White,Regular,Performance Mesh,Full Front
34,5,3,0,Black,Regular,Tri-Blend,Full Front
34,6,1,0,Tie-Dye,Slim,100% Cotton,Back Print
34,6,2,0,Tie-Dye,Slim,100% Cotton,Back Print
34,6,3,1,Black,Regular,Performance Mesh,Full Front
34,7,1,0,Tie-Dye,Oversized,100% Cotton,Small Logo
34,7,2,1,Black,Oversized,100% Cotton,Small Logo
34,7,3,0,White,Regular,Performance Mesh,Small Logo
34,8,1,0,Tie-Dye,Oversized,Performance Mesh,Small Logo
34,8,2,0,Black,Slim,Performance Mesh,Back Print
34,8,3,1,White,Regular,Tri-Blend,Back Print
35,1,1,1,White,Slim,Performance Mesh,Full Front
35,1,2,0,White,Regular,Tri-Blend,Small Logo
35,1,3,0,Tie-Dye,Slim,100% Cotton,Small Logo
35,2,1,0,Black,Regular,100% Cotton,Small Logo
35,2,2,1,Tie-Dye,Oversized,Tri-Blend,Small Logo
35,2,3,0,Tie-Dye,Slim,Tri-Blend,Full Front
35,3,1,1,White,Slim,Tri-Blend,Back Print
35,3,2,0,Tie-Dye,Regular,Tri-Blend,Full Front
35,3,3,0,Tie-Dye,Slim,100% Cotton,Back Print
35,4,1,0,White,Oversized,Performance Mesh,Small Logo
35,4,2,0,Tie-Dye,Slim,Tri-Blend,Small Logo
35,4,3,1,Tie-Dye,Regular,Tri-Blend,Back Print
35,5,1,0,White,Regular,Performance Mesh,Full Front
35,5,2,0,Black,Slim,Performance Mesh,Full Front
35,5,3,1,White,Regular,Performance Mesh,Back Print
35,6,1,0,White,Slim,Tri-Blend,Full Front
35,6,2,0,White,Regular,100% Cotton,Full Front
35,6,3,1,White,Oversized,Tri-Blend,Back Print
35,7,1,0,Tie-Dye,Oversized,100% Cotton,Full Front
35,7,2,0,Black,Slim,100% Cotton,Full Front
35,7,3,1,Black,Oversized,100% Cotton,Small Logo
35,8,1,1,Black,Oversized,Tri-Blend,Full Front
35,8,2,0,Black,Slim,100% Cotton,Full Front
35,8,3,0,Black,Slim,Tri-Blend,Small Logo
36,1,1,0,Black,Oversized,Performance Mesh,Back Print
36,1,2,0,Black,Regular,100% Cotton,Full Front
36,1,3,1,Tie-Dye,Oversized,100% Cotton,Small Logo
36,2,1,1,Black,Oversized,100% Cotton,Back Print
36,2,2,0,Tie-Dye,Oversized,100% Cotton,Small Logo
36,2,3,0,Black,Slim,100% Cotton,Small Logo
36,3,1,1,Tie-Dye,Regular,Tri-Blend,Small Logo
36,3,2,0,White,Oversized,Tri-Blend,Small Logo
36,3,3,0,White,Regular,100% Cotton,Small Logo
36,4,1,1,Black,Oversized,100% Cotton,Back Print
36,4,2,0,Black,Slim,100% Cotton,Full Front
36,4,3,0,Black,Slim,Tri-Blend,Small Logo
36,5,1,0,Black,Regular,Performance Mesh,Small Logo
36,5,2,1,Tie-Dye,Regular,Performance Mesh,Back Print
36,5,3,0,White,Slim,Performance Mesh,Small Logo
36,6,1,1,Tie-Dye,Oversized,100% Cotton,Small Logo
36,6,2,0,White,Oversized,Performance Mesh,Back Print
36,6,3,0,White,Regular,100% Cotton,Small Logo
36,7,1,0,Black,Oversized,Performance Mesh,Small Logo
36,7,2,0,Black,Oversized,Tri-Blend,Back Print
36,7,3,1,Black,Oversized,Tri-Blend,Back Print
36,8,1,0,Tie-Dye,Regular,Tri-Blend,Small Logo
36,8,2,0,White,Slim,Tri-Blend,Back Print
36,8,3,1,Black,Oversized,Tri-Blend,Small Logo
37,1,1,0,White,Oversized,100% Cotton,Back Print
37,1,2,0,Tie-Dye,Slim,100% Cotton,Small Logo
37,1,3,1,Tie-Dye,Oversized,Tri-Blend,Back Print
37,2,1,0,White,Regular,Performance Mesh,Full Front
37,2,2,0,Black,Regular,Performance Mesh,Back Print
37,2,3,1,White,Oversized,Tri-Blend,Full Front
37,3,1,0,Tie-Dye,Slim,Performance Mesh,Full Front
37,3,2,1,Tie-Dye,Slim,100% Cotton,Full Front
37,3,3,0,Black,Oversized,Tri-Blend,Small Logo
37,4,1,0,White,Oversized,Performance Mesh,Small Logo
37,4,2,0,White,Regular,Tri-Blend,Small Logo
37,4,3,1,Tie-Dye,Oversized,Tri-Blend,Back Print
37,5,1,0,Black,Slim,Performance Mesh,Back Print
37,5,2,1,White,Regular,Tri-Blend,Full Front
37,5,3,0,Tie-Dye,Slim,Tri-Blend,Full Front
37,6,1,0,White,Regular,100% Cotton,Small Logo
37,6,2,1,Tie-Dye,Oversized,Tri-Blend,Small Logo
37,6,3,0,White,Slim,100% Cotton,Small Logo
37,7,1,0,Black,Oversized,Performance Mesh,Full Front
37,7,2,1,Tie-Dye,Oversized,Tri-Blend,Small Logo
37,7,3,0,Tie-Dye,Regular,Tri-Blend,Full Front
37,8,1,0,Black,Regular,Performance Mesh,Full Front
37,8,2,1,Tie-Dye,Oversized,100% Cotton,Full Front
37,8,3,0,Tie-Dye,Regular,Tri-Blend,Back Print
38,1,1,1,White,Oversized,100% Cotton,Back Print
38,1,2,0,Black,Regular,100% Cotton,Small Logo
38,1,3,0,Black,Oversized,Performance Mesh,Small Logo
38,2,1,0,Tie-Dye,Slim,100% Cotton,Small Logo
38,2,2,1,Black,Regular,Performance Mesh,Full Front
38,2,3,0,Black,Regular,Tri-Blend,Full Front
38,3,1,1,White,Regular,100% Cotton,Small Logo
38,3,2,0,Tie-Dye,Slim,Tri-Blend,Back Print
38,3,3,0,Tie-Dye,Slim,100% Cotton,Small Logo
38,4,1,0,Black,Oversized,Performance Mesh,Small Logo
38,4,2,1,White,Regular,Tri-Blend,Small Logo
38,4,3,0,Tie-Dye,Oversized,100% Cotton,Small Logo
38,5,1,1,White,Slim,Tri-Blend,Back Print
38,5,2,0,Tie-Dye,Slim,100% Cotton,Back Print
38,5,3,0,Tie-Dye,Regular,Performance Mesh,Back Print
38,6,1,0,Tie-Dye,Regular,Performance Mesh,Small Logo
38,6,2,1,White,Regular,Tri-Blend,Small Logo
38,6,3,0,Black,Slim,100% Cotton,Small Logo
38,7,1,0,Black,Oversized,Performance Mesh,Back Print
38,7,2,1,White,Slim,100% Cotton,Full Front
38,7,3,0,Black,Oversized,Performance Mesh,Full Front
38,8,1,0,Black,Regular,Tri-Blend,Back Print
38,8,2,1,White,Regular,Performance Mesh,Back Print
38,8,3,0,Tie-Dye,Slim,Tri-Blend,Small Logo
39,1,1,0,Black,Regular,Performance Mesh,Full Front
39,1,2,0,White,Regular,Performance Mesh,Back Print
39,1,3,1,Tie-Dye,Oversized,Tri-Blend,Small Logo
39,2,1,0,Black,Regular,Performance Mesh,Small Logo
39,2,2,1,Black,Slim,100% Cotton,Full Front
39,2,3,0,Black,Slim,Performance Mesh,Back Print
39,3,1,0,White,Slim,Tri-Blend,Full Front
39,3,2,0,Tie-Dye,Regular,100% Cotton,Small Logo
39,3,3,1,Tie-Dye,Oversized,Performance Mesh,Small Logo
39,4,1,0,White,Slim,Performance Mesh,Small Logo
39,4,2,1,Black,Regular,Tri-Blend,Back Print
39,4,3,0,Black,Regular,Tri-Blend,Full Front
39,5,1,1,Tie-Dye,Regular,Performance Mesh,Back Print
39,5,2,0,Black,Slim,100% Cotton,Back Print
39,5,3,0,Tie-Dye,Slim,100% Cotton,Small Logo
39,6,1,1,Tie-Dye,Regular,Tri-Blend,Small Logo
39,6,2,0,Black,Slim,100% Cotton,Full Front
39,6,3,0,Black,Slim,Tri-Blend,Small Logo
39,7,1,0,Black,Oversized,Performance Mesh,Back Print
39,7,2,1,Black,Oversized,100% Cotton,Back Print
39,7,3,0,Black,Oversized,Performance Mesh,Small Logo
39,8,1,1,Black,Oversized,Performance Mesh,Full Front
39,8,2,0,White,Oversized,Tri-Blend,Full Front
39,8,3,0,Black,Regular,Performance Mesh,Small Logo
40,1,1,0,Black,Slim,100% Cotton,Small Logo
40,1,2,0,White,Slim,Tri-Blend,Small Logo
40,1,3,1,White,Regular,Tri-Blend,Back Print
